run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,31,1,1,240,START,13261;13272,7.000,6.863,0.000000,0.264885,0.264885,11.041420,1.074001,-9.967419,0.000000,0.293752,0.293752,0.306069,-0.012317,0.293752,-9.967419,-0.264885,195.000,0.000000,0.000,0.000000,4,4
3,31,1,2,241,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,13261,4.063,10.281,0.264885,0.378996,0.114111,1.074001,1.140726,0.066725,0.000000,0.187628,0.187628,0.267495,-0.079867,0.187628,0.066725,-0.114111,195.067,0.074620,0.067,0.074620,2,2
3,31,2,1,277,START,13308;13312,6.977,4.073,0.332322,0.670568,0.338246,3.280836,-0.684885,-3.965722,0.164521,0.085473,-0.079049,-0.079963,0.000914,-0.079049,-3.965722,-0.338246,198.252,1.651086,0.000,0.000000,4,4
3,31,2,2,278,PART_CHANGE+WIDTH_CHANGE,13312,5.969,4.156,0.670568,0.820025,0.149458,-0.684885,-0.611432,0.073453,0.085473,0.068697,-0.016776,-0.016776,0.000000,-0.016776,0.073453,-0.149458,198.422,1.672798,0.170,0.021712,1,2
3,31,3,1,284,START,13312,5.888,2.387,0.891680,0.929571,0.037891,-0.248360,-0.278524,-0.030164,0.057898,0.050055,-0.007843,-0.007843,0.000000,-0.007843,-0.030164,-0.037891,199.772,1.764353,0.000,0.000000,1,2
3,31,3,2,292,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,13294;13312,27.602,11.561,0.877377,0.717045,-0.160331,-0.153363,-0.399116,-0.245752,0.043333,0.016305,-0.027028,-0.027028,0.000000,-0.027028,-0.245752,0.160331,201.576,1.853738,1.805,0.089385,2,4
3,31,3,3,293,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,13294,0.959,24.797,0.717045,0.634505,-0.082540,-0.399116,-0.392821,0.006295,0.016305,0.016115,-0.000190,-0.000190,0.000000,-0.000190,0.006295,0.082540,201.758,1.857880,1.987,0.093527,1,2
3,31,3,4,322,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,13294;13312,27.614,11.708,-0.303774,-0.399576,-0.095802,0.507032,0.071983,-0.435049,-0.020517,-0.019763,0.000754,0.000754,0.000000,0.000754,-0.435049,0.095802,202.530,1.846231,2.759,0.081878,2,4
3,31,3,5,323,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,13312,5.782,0.886,-0.399576,-0.425255,-0.025679,0.071983,0.060216,-0.011767,-0.019763,-0.018332,0.001430,0.001430,0.000000,0.001430,-0.011767,0.025679,202.429,1.841211,2.657,0.076858,1,2
3,31,3,6,360,PART_CHANGE+WIDTH_CHANGE,13308;13312,7.000,5.550,-0.773326,-0.797551,-0.024225,0.352145,0.102732,-0.249413,-0.041428,-0.042603,-0.001176,-0.001176,0.000000,-0.001176,-0.249413,0.024225,197.153,1.572703,-2.618,-0.191650,4,4
