run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,11,1,1,241,START,905;906,25.000,1.504,0.000000,-0.204699,-0.204699,11.076729,0.003270,-11.073458,0.000000,0.000071,0.000071,-11.073458,0.204699,195.000,0.000000,0.000,0.000000,4,4
1,11,1,2,242,PART_CHANGE+WIDTH_CHANGE,906,16.000,1.003,-0.204699,-0.237879,-0.033179,0.003270,-0.001367,-0.004637,0.000071,0.000764,0.000693,-0.004637,0.033179,194.951,0.000017,-0.049,0.000017,2,2
1,12,1,1,245,START,973,4.000,17.727,0.000000,0.097471,0.097471,11.130197,3.120234,-8.009962,0.000000,0.098517,0.098517,-8.009962,-0.097471,195.000,0.000000,0.000,0.000000,2,2
1,12,1,2,246,RESPONSE,973,4.022,18.405,0.097471,0.303339,0.205867,3.120234,1.971006,-1.149228,0.098517,0.117860,0.019343,-1.149228,-0.205867,195.023,0.023559,0.023,0.023559,2,2
1,12,1,3,247,RESPONSE,973,4.046,19.203,0.303339,0.525817,0.222478,1.971006,1.921956,-0.049050,0.117860,0.110956,-0.006903,-0.049050,-0.222478,195.096,0.051743,0.096,0.051743,1,2
1,12,1,4,248,RESPONSE,973,4.066,19.940,0.525817,0.857783,0.331965,1.921956,1.827754,-0.094203,0.110956,0.101067,-0.009889,-0.094203,-0.331965,195.222,0.078277,0.222,0.078277,1,2
1,12,1,5,249,RESPONSE,973,4.082,20.641,0.000000,1.209627,1.209627,1.827754,1.709601,-0.118152,0.000000,0.046680,0.046680,-0.118152,-1.209627,195.439,0.103951,0.439,0.103951,1,2
1,12,1,6,253,RESPONSE,973,4.109,22.143,0.000000,1.428969,1.428969,1.160650,1.180660,0.020010,0.000000,0.029920,0.029920,0.020010,-1.428969,196.778,0.160869,1.778,0.160869,1,2
1,12,1,7,257,RESPONSE,973,4.119,23.177,0.000000,1.237264,1.237264,0.969392,1.024198,0.054806,0.000000,0.024736,0.024736,0.054806,-1.237264,198.132,0.201687,3.132,0.201687,1,2
1,12,1,8,272,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,957;973,50.912,3.385,1.097041,0.944068,-0.152973,1.217565,-0.174938,-1.392503,0.049023,0.008443,-0.040580,-1.392503,0.152973,202.191,0.359364,7.191,0.359364,2,4
1,12,1,9,273,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,957,0.354,21.847,0.944068,0.787975,-0.156093,-0.174938,-0.213811,-0.038873,0.008443,0.009924,0.001480,-0.038873,0.156093,202.431,0.361509,7.431,0.361509,1,2
1,12,1,10,313,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,957;973,50.921,3.100,-0.325847,-0.228864,0.096983,0.388315,-0.059036,-0.447351,-0.017715,-0.002392,0.015322,-0.447351,-0.096983,203.244,0.345896,8.244,0.345896,2,4
1,12,1,11,314,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,973,4.102,26.496,-0.228864,-0.188227,0.040637,-0.059036,-0.043047,0.015990,-0.002392,-0.001707,0.000685,0.015990,-0.040637,203.186,0.345288,8.186,0.345288,1,2
1,12,1,12,323,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,957;973,50.920,3.158,0.028059,0.000560,-0.027499,0.123344,-0.000131,-0.123476,0.004967,0.000014,-0.004953,-0.123476,0.027499,203.027,0.348647,8.027,0.348647,2,4
1,13,1,1,245,START,1030;1031;1032,14.000,3.891,0.000000,-0.576258,-0.576258,11.203155,0.022068,-11.181087,0.000000,-0.024776,-0.024776,-11.181087,0.576258,195.000,0.000000,0.000,0.000000,6,6
1,13,1,2,246,PART_CHANGE+WIDTH_CHANGE,1031;1032,7.006,3.527,-0.576258,-0.576789,-0.000530,0.022068,0.000097,-0.021970,-0.024776,-0.024635,0.000141,-0.021970,0.000530,194.862,-0.005925,-0.138,-0.005925,4,4
1,13,1,3,247,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1031,2.012,1.162,-0.576789,-0.551701,0.025088,0.000097,0.004339,0.004241,-0.024635,-0.025174,-0.000539,0.004241,-0.025088,194.724,-0.011816,-0.276,-0.011816,2,2
1,13,1,4,249,RESPONSE,1031,2.023,1.443,0.000000,-0.572685,-0.572685,0.007579,0.011106,0.003527,0.000000,-0.024374,-0.024374,0.003527,0.572685,194.446,-0.024047,-0.554,-0.024047,1,2
1,13,1,5,278,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1021;1031,37.852,12.390,-0.582037,-0.474395,0.107642,0.111734,-0.317444,-0.429178,-0.025232,-0.010198,0.015034,-0.429178,-0.107642,190.324,-0.200729,-4.676,-0.200729,2,4
1,13,1,6,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1021,4.120,29.199,-0.474395,-0.427396,0.046998,-0.317444,-0.296618,0.020826,-0.010198,-0.009543,0.000655,0.020826,-0.046998,190.204,-0.203319,-4.796,-0.203319,1,2
1,13,1,7,305,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1021;1031,37.850,12.470,0.181785,0.203527,0.021743,0.370202,-0.039673,-0.409875,0.011891,0.008827,-0.003064,-0.409875,-0.021743,189.621,-0.197168,-5.379,-0.197168,2,4
1,13,1,8,306,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1031,2.156,5.329,0.203527,0.197646,-0.005882,-0.039673,-0.038094,0.001580,0.008827,0.008600,-0.000227,0.001580,0.005882,189.669,-0.195058,-5.331,-0.195058,1,2
1,13,1,9,398,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1021;1031,37.851,12.460,-0.184369,-0.145319,0.039051,0.035655,-0.079035,-0.114691,-0.007996,-0.002535,0.005460,-0.114691,-0.039051,189.610,-0.197600,-5.390,-0.197600,2,4
