run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
5,1,complete,120,59,60,4.348,1775.255,7.415,3,12,0.713,18,9,0,0,0,-0.51805,-11.06203,0.022631,2.51862,0.885,0.11438,20.59700000000001,2.665999999999997,0.398363,2.4600000000000364,,0,1,88,176,88,91,83
5,2,complete,120,59,60,4.144,971.803,3.723,6,10,-2.594,12,6,0,0,0,0.68028,-11.04702,0.069892,1.27198,2.50369,0.125064,5.888000000000005,20.045999999999992,1.427206,3.783999999999992,,0,1,83,166,83,90,76
5,3,complete,120,59,60,6.218,2680.781,8.535,8,61,-10.188,16,8,0.02191,0,0,0.02191,-11.02184,0,0.43273,0.25793,0.020009,2.3460000000000036,2.7560000000000286,0.064732,2.7560000000000286,,0,1,89,178,89,93,68
5,4,complete,120,59,60,2.636,378.793,10.821,9,11,-3.944,14,7,0,0,0,1.49655,-11.73011,0.021422,1.86646,1.90978,0.046222,20.224999999999994,7.404999999999973,0.42353700000000005,7.404999999999973,,0,1,54,108,54,54,62
5,5,complete,120,59,60,4.202,918.333,0.519,9,17,8.374,16,8,-0.02457,0,0,-0.02457,-11.37851,-0.158802,1.29493,1.05989,0.055765,15.311000000000007,4.1580000000000155,0.658767,2.8950000000000387,,0,1,84,168,84,91,85
5,6,complete,120,59,60,4.956,1754.612,4.805,35,38,0.922,32,16,-0.28253,0,0,-0.28253,-11.59278,0.05072,1.2279,1.29283,0.134556,15.548000000000002,6.439000000000021,0.705903,6.439000000000021,,0,1,63,126,63,66,67
5,7,complete,120,59,60,4.74,1831.832,2.853,4,8,-11.103,12,6,0,0,0.014038,2.45488,-11.00783,0.014038,2.69647,0.95689,0.062293,70.98700000000002,6.899000000000001,0.367545,4.435000000000002,,0,1,102,204,102,107,84
5,8,complete,120,59,60,5.508,2566.696,2.475,5,20,-21.468,16,8,0,0.4073,0,2.95525,-10.57356,0.030874,2.37053,0.6168,0.042019,21.485000000000014,11.459000000000003,0.547432,1.6440000000000055,,0,1,68,136,68,69,57
5,9,complete,120,59,60,5.038,2670.843,2.201,5,9,-32.175,14,7,0,1.21415,0,4.18131,-9.73937,0.044378,2.63183,1.21415,0.029556,28.848000000000013,10.617999999999995,0.59844,0.21999999999997044,,0,1,78,156,78,82,79
5,10,complete,120,59,60,6.51,5147.624,3.157,50,8,23.177,2,1,0,1.10538,0,-2.25834,-9.86181,-0.050966,0.66535,1.10538,0.013293,6.449999999999989,1.2370000000000232,0.081626,0.5930000000000177,,0,1,97,194,97,102,84
5,11,complete,121,60,60,7.92,8547.864,7.191,25,50,2.004,32,16,-0.15275,0,-0.001852,-0.15275,-11.1116,-0.001852,0.15275,0,0.002419,0.36299999999999955,6.036000000000001,0.014882,6.036000000000001,,0,1,78,156,78,80,67
5,12,complete,121,60,60,3.718,2601.283,4.837,6,16,-14.727,20,10,0,0.22738,0,2.20577,-10.88226,0.033051,1.54692,0.35051,0.023842,11.74600000000001,5.751000000000033,0.351284,3.0749999999999886,,0,1,65,130,65,66,71
5,13,complete,122,61,60,4.536,3981.248,4.575,14,72,0.891,26,13,-0.00215,0,0,-0.00215,-11.15595,0,0.01109,0,0,0.2709999999999866,3.8489999999999895,0,3.8489999999999895,,0,1,57,114,57,60,65
5,14,complete,121,60,60,7.566,7101.376,6.276,25,65,-7.096,24,12,0.11323,0,0.001432,0.11323,-11.11425,0.001432,0.11323,0,0.002548,1.174999999999983,4.9839999999999804,0.019531,4.9839999999999804,,0,1,71,142,71,80,78
5,15,complete,120,59,60,5.814,3593.304,4.465,13,13,17.256,2,1,0,0.42181,0,-1.96159,-10.51804,-0.044431,2.2986,0.42181,0.024768,22.629999999999995,7.230000000000018,0.410444,0,,0,1,55,110,55,55,49
5,16,complete,121,60,60,3.306,3597.108,6.323,12,15,9.308,6,3,0,0.08117,0,-1.13853,-11.0419,-0.023603,0.64271,0.09674,0.013672,6.436000000000007,2.319999999999993,0.215367,0.632000000000005,,0,1,49,98,49,49,48
5,17,complete,122,61,60,5.48,5629.969,2.731,19,49,4.747,30,15,-0.00079,0,0,-0.00079,-11.14954,0,0.16799,0.04297,0.005323,3.724000000000018,4.867000000000019,0.113834,4.867000000000019,,0,1,58,116,58,59,60
5,18,complete,119,58,60,3.562,630.087,1.933,18,18,-2.896,8,4,0,0,0,1.63841,-12.1593,-0.044447,2.65879,1.19665,0.169993,30.69399999999999,7.165999999999997,0.829617,2.836999999999989,,0,0,86,172,86,97,82
5,19,complete,120,59,60,4.006,1049.179,2.425,8,12,8.332,12,6,0,0,0,-1.24929,-11.07048,-0.030534,2.64656,2.87597,0.108307,45.258999999999986,24.227000000000032,1.7794839999999998,4.078000000000031,,0,1,72,144,72,73,59
5,20,complete,120,59,60,4.246,1052.603,1.069,5,27,-9.141,22,11,0,0,0,1.17604,-11.45408,0.04989,1.56415,1.53354,0.092374,30.108000000000004,9.683999999999969,1.265104,7.288999999999987,,0,1,122,244,122,127,82
