run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,31,1,240,241,2,7783;7794,195.000,195.063,0.063,481.611,481.585,-0.027,0.000000,0.070247,0.070247,0.264885,0.367141,0.102256,1.074001,1.136801,0.062800,0.293752,0.191298,-0.102454,4.060,7.000,10.112,0.264885,240,7.000,6.863,-9.967419,-0.264885,0.293752,240,0.264885,0.367141,2
2,31,2,277,279,3,7830;7834,198.148,198.492,0.344,501.845,501.245,-0.600,1.677552,1.717220,0.039668,0.624241,0.986248,0.362007,-0.693878,-0.555797,0.138080,0.093502,0.052978,-0.040524,5.936,6.960,3.635,0.302387,277,6.960,3.568,-3.974714,-0.302387,0.074200,277,0.302387,0.664394,3
2,31,3,287,480,194,7834;7816;7830;7817,200.456,191.205,-9.251,500.713,503.509,2.796,1.822683,1.313795,-0.508888,0.955109,0.000000,-0.955109,-0.202961,0.000000,0.202961,0.046513,-0.000000,-0.046513,0.947,27.613,24.902,0.173265,382,24.734,4.527,-0.547783,-0.173265,0.041652,382,0.173265,4.110653,12
2,32,1,242,242,1,7844,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.175389,1.175389,0.000000,-0.313335,-0.313335,0.000000,1.000,1.000,3.859,0.138110,242,1.000,3.859,-9.882863,0.138110,0.313335,242,0.138110,0.138110,1
2,32,2,251,251,1,7842,194.695,194.695,0.000,486.151,486.151,0.000,-0.691914,-0.691914,0.000000,-0.277745,-0.277745,0.000000,0.969292,0.969292,0.000000,-0.279973,-0.279973,0.000000,2.178,2.178,3.851,0.143744,251,2.178,3.851,-0.722147,0.143744,0.024038,251,0.143744,0.143744,1
2,32,3,272,512,241,7837;7838;7842;7849;7854;7866,193.288,204.618,11.330,494.708,506.332,11.624,-2.110359,-1.756569,0.353789,-0.223016,0.000025,0.223040,1.261742,0.000002,-1.261740,-0.168706,0.000000,0.168707,0.983,69.218,36.480,0.180102,274,2.213,27.120,-0.533257,-0.180102,0.090903,272,0.180102,2.954338,11
2,33,1,246,247,2,7908;7913;7920;7936,195.000,195.144,0.144,490.997,490.606,-0.391,0.000000,0.040423,0.040423,0.567872,0.812395,0.244523,0.446811,0.515936,0.069124,0.159130,0.149229,-0.009901,5.036,20.000,18.157,0.567872,246,20.000,12.437,-10.691565,-0.567872,0.159130,246,0.567872,0.812395,2
2,33,2,264,265,2,7912;7917,198.502,198.771,0.269,495.157,495.039,-0.118,0.657147,0.686715,0.029568,1.124638,1.471902,0.347265,-0.283813,-0.216124,0.067688,0.123645,0.111859,-0.011786,0.634,2.624,2.192,0.359870,264,2.624,2.192,-1.855155,-0.359870,0.016835,264,0.359870,0.707134,2
2,33,3,274,504,231,7960;7961;7962;7963,202.021,204.188,2.167,494.868,493.516,-1.353,0.933725,0.976462,0.042737,1.409996,-1.239739,-2.649735,-1.496534,1.108321,2.604854,0.062942,-0.045066,-0.108008,1.643,6.608,26.253,0.127486,275,3.022,25.436,0.045287,-0.127486,0.045613,274,0.127486,3.214908,7
2,34,1,241,484,244,7968;7970;7986;7993;8029,195.000,222.560,27.560,484.894,492.817,7.922,0.000000,0.879784,0.879784,0.099238,0.000000,-0.099238,3.106341,0.000000,-3.106341,0.057253,0.000000,-0.057253,0.298,38.416,20.925,0.973164,245,2.055,19.195,-0.052743,-0.973164,0.057253,241,0.973164,5.420933,18
2,35,1,247,488,242,8043;8047;8049;8055;8075,195.000,192.338,-2.662,503.260,504.450,1.190,0.000000,-0.198445,-0.198445,-0.148774,-0.292620,-0.143846,0.498004,0.046030,-0.451974,-0.064087,-0.017653,0.046434,0.184,33.513,29.397,0.499769,249,5.029,9.320,0.001302,0.499769,0.064087,247,0.499769,3.147973,21
