run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,1,1,1,238,START,5484;5490,3.000,0.787,0.000000,0.596104,0.596104,10.949807,-0.127982,-11.077789,0.000000,-0.049005,-0.049005,-11.077789,-0.596104,195.000,0.000000,0.000,0.000000,4,4
3,1,1,2,239,PART_CHANGE+WIDTH_CHANGE+RESPONSE,5484,1.012,0.192,0.596104,1.143589,0.547485,-0.127982,-0.081598,0.046383,-0.049005,-0.113918,-0.064913,0.046383,-0.547485,195.151,-0.012448,0.151,-0.012448,2,2
3,1,2,1,281,START,5488;5493;5568,4.102,24.803,1.059423,0.953411,-0.106011,2.579785,0.435850,-2.143935,-0.107035,-0.038064,0.068971,-2.143935,0.106011,207.146,-1.223843,0.000,0.000000,5,6
3,1,2,2,282,RESPONSE,5488;5493;5568,4.106,24.469,0.953411,0.473542,-0.479869,0.435850,0.319414,-0.116436,-0.038064,-0.011602,0.026462,-0.116436,0.479869,207.388,-1.233512,0.242,-0.009669,4,6
3,1,2,3,283,PART_CHANGE+WIDTH_CHANGE,5493;5568,2.834,25.004,0.473542,0.342974,-0.130568,0.319414,0.227359,-0.092054,-0.011602,-0.004197,0.007405,-0.092054,0.130568,207.508,-1.236459,0.362,-0.012616,3,4
3,1,2,4,284,PART_CHANGE+WIDTH_CHANGE,5493,0.945,24.021,0.342974,0.320458,-0.022516,0.227359,0.149045,-0.078314,-0.004197,0.006217,0.010414,-0.078314,0.022516,207.595,-1.237525,0.450,-0.013682,1,2
3,1,2,5,326,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5482;5493,68.796,2.516,1.130905,1.068343,-0.062562,1.178602,-0.002739,-1.181341,0.038318,0.000416,-0.037903,-1.181341,0.062562,215.393,-1.007323,8.248,0.216520,2,4
3,1,2,6,327,RESPONSE,5482;5493,68.796,2.513,1.068343,0.823236,-0.245107,-0.002739,-0.099923,-0.097184,0.000416,0.003087,0.002672,-0.097184,0.245107,215.649,-1.007223,8.503,0.216619,2,4
3,1,2,7,328,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5482,1.380,36.200,0.823236,0.710673,-0.112563,-0.099923,-0.116014,-0.016091,0.003087,0.003532,0.000445,-0.016091,0.112563,215.846,-1.006485,8.700,0.217358,1,2
3,1,2,8,345,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,5482;5493,68.796,2.501,-0.087129,-0.032788,0.054341,0.251707,-0.007744,-0.259451,-0.006545,-0.000171,0.006374,-0.259451,-0.054341,216.773,-1.006809,9.627,0.217034,2,4
