run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,31,1,240,241,2,7781;7792;7798,195.000,195.099,0.099,482.111,481.526,-0.585,0.000000,0.062994,0.062994,0.411993,0.515780,0.103787,0.434705,0.499806,0.065102,0.263422,0.191904,-0.071518,4.055,9.000,9.830,0.515780,241,4.055,9.830,0.065102,-0.515780,0.263422,240,0.515780,0.927773,2
3,31,2,282,480,199,7816;7818;7834;7830;7817,199.980,189.767,-10.214,500.002,503.522,3.520,1.879300,1.316010,-0.563290,0.366801,0.000000,-0.366801,1.367022,0.000000,-1.367022,-0.046151,0.000000,0.046151,0.956,27.622,24.872,0.304386,285,27.622,11.810,-1.157947,0.304386,0.211340,282,0.304386,3.174685,11
3,32,1,241,242,2,7839;7840,195.000,194.924,-0.076,483.991,483.257,-0.734,0.000000,-0.059373,-0.059373,-0.299903,-0.470012,-0.170109,0.625873,0.694313,0.068439,-0.233730,-0.171762,0.061968,1.117,2.000,6.049,0.299903,241,2.000,3.359,-10.437426,0.299903,0.233730,241,0.299903,0.470012,2
3,32,2,253,389,137,7838;7847;7850;7865,193.662,158.464,-35.198,486.081,505.202,19.121,-0.520401,-1.715664,-1.195263,-0.621272,-1.504793,-0.883521,-0.179886,2.469555,2.649441,-0.061454,-0.095109,-0.033655,0.990,4.017,28.102,0.168523,253,2.232,1.986,-1.528855,0.168523,0.103999,253,0.168523,1.735355,6
3,32,3,391,496,106,7837;7841;7865,157.746,154.248,-3.497,506.246,506.334,0.088,-1.761070,-1.756487,0.004583,-1.471440,-0.000026,1.471414,2.159803,-0.000002,-2.159805,-0.048320,-0.000000,0.048320,1.169,66.287,36.453,0.168959,404,66.283,3.930,0.003694,-0.168959,0.046447,391,0.168959,1.552353,6
3,33,1,245,246,2,7907;7909;7917,195.000,195.089,0.089,490.663,490.597,-0.066,0.000000,0.039904,0.039904,0.373363,0.590601,0.217238,0.607463,0.671943,0.064480,0.166866,0.158029,-0.008837,5.036,18.000,18.141,0.373363,245,18.000,12.437,-10.515916,-0.373363,0.166866,245,0.373363,0.590601,2
3,33,2,262,263,2,7913;7920,197.372,197.606,0.233,495.176,495.042,-0.134,0.650760,0.684253,0.033493,0.918778,1.279150,0.360372,-0.324365,-0.252291,0.072074,0.131848,0.119597,-0.012251,0.632,2.613,2.352,0.360414,262,2.613,2.352,-1.970442,-0.360414,0.017555,262,0.360414,0.720786,2
3,33,3,271,274,4,7963;7961,200.115,201.216,1.101,494.977,493.285,-1.693,0.918868,0.985502,0.066634,1.283954,1.923897,0.639943,-1.502398,-1.918632,-0.416234,0.098371,0.069378,-0.028993,1.590,3.015,26.931,0.297237,274,1.667,25.177,0.078472,-0.297237,0.018113,271,0.297237,0.678043,4
3,33,4,285,512,228,7962;7959;7952;7954;7955;7958;7948;7945;7943;7929;7921;7905,206.462,275.729,69.267,489.062,499.620,10.558,1.174704,3.163478,1.988774,1.864012,1.421316,-0.442696,-1.271927,1.728600,3.000527,0.060767,0.066390,0.005623,0.332,7.000,27.527,0.056569,316,3.000,9.014,-0.061149,0.056569,0.006003,285,0.056569,2.983026,20
3,34,1,243,484,242,7966;7970;7985;7992;8029,195.000,222.977,27.977,484.896,492.815,7.919,0.000000,0.880650,0.880650,0.112030,-0.000000,-0.112030,3.102168,0.000000,-3.102168,0.057119,-0.000000,-0.057119,0.293,38.415,20.824,0.529561,249,2.053,19.115,0.008862,-0.529561,0.057119,243,0.529561,4.938833,16
3,35,1,247,488,242,8043;8047;8049;8055;8075;8051,195.000,192.514,-2.486,503.260,504.446,1.186,0.000000,-0.196737,-0.196737,-0.148774,-0.298291,-0.149516,0.498004,0.046400,-0.451604,-0.068976,-0.017990,0.050987,0.182,33.512,29.405,0.526994,249,5.031,9.376,0.003995,0.526994,0.068976,247,0.526994,3.358720,20
