run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,31,1,240,242,3,2305;2316,195.000,195.164,0.164,481.611,481.886,0.275,0.000000,0.104420,0.104420,0.264885,0.534670,0.269785,1.073258,1.132036,0.058777,0.264822,0.129983,-0.134839,0.207810,-0.077827,0.129983,0.264822,0,-0.134839,0.000000,-0.264822,0,0.000000,0.305850,-0.041027,0.264822,0.513660,-0.118854,0.394806,0.264822,0,4.058,7.000,11.431,0.264885,240,7.000,6.863,-9.961404,-0.264885,0.264822,240,0.264885,0.534670,3
1,31,2,271,540,270,2313;2339;2352;2353;2356;2338,198.820,202.518,3.697,496.913,503.517,6.604,0.993277,1.315056,0.321780,0.525769,-0.000000,-0.525769,2.760014,-0.000000,-2.760014,0.129506,0.000000,-0.129506,-0.128762,-0.000743,-0.129506,-0.000000,1,-0.129506,-0.000000,0.000000,1,0.117022,0.012484,0.000000,0.012484,-0.116278,-0.000743,-0.117022,0.000000,1,0.941,30.575,24.937,0.471812,283,30.575,2.144,-2.394967,0.471812,0.048920,283,0.471812,6.710307,22
1,32,1,241,241,1,2366,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.173630,1.173630,0.000000,-0.311849,-0.311849,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,-0.333736,0.021887,-0.311849,-0.333736,0.021887,-0.311849,0.000000,1,1.000,1.000,3.859,0.138110,241,1.000,3.859,-9.869463,0.138110,0.311849,241,0.138110,0.138110,1
1,32,2,249,249,1,2364,194.725,194.725,0.000,485.981,485.981,0.000,-0.620800,-0.620800,0.000000,-0.293889,-0.293889,0.000000,0.242554,0.242554,0.000000,-0.258717,-0.258717,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,-0.303595,0.044877,0.000000,0.044877,0.044877,0.000000,0.044877,0.000000,1,2.209,2.209,1.435,0.159435,249,2.209,1.435,-1.390190,0.159435,0.044877,249,0.159435,0.159435,1
1,32,3,275,283,9,2359;2360,192.918,193.439,0.521,491.900,488.012,-3.888,-2.211745,-2.358733,-0.146988,-0.225847,0.363958,0.589805,0.887799,-0.761115,-1.648914,-0.154764,-0.012767,0.141997,0.367809,-0.225812,0.141997,0.000000,1,0.141997,0.000000,0.000000,1,-0.235665,0.269672,-0.188770,0.080902,0.637481,-0.414582,0.222899,0.000000,1,1.413,2.201,26.160,0.245058,276,2.184,25.023,-0.845270,-0.245058,0.080902,275,0.245058,0.791934,4
1,32,4,296,472,177,2359;2388,194.572,211.649,17.077,487.160,506.334,19.174,-2.398485,-1.756368,0.642117,0.317022,-0.000000,-0.317022,0.104309,-0.000000,-0.104309,0.006324,-0.000000,-0.006324,-0.006324,0.000000,-0.006324,-0.000000,1,-0.006324,-0.000000,0.000000,1,-0.012212,0.018536,0.000000,0.018536,0.012212,0.000000,0.012212,-0.000000,1,0.983,66.283,36.213,0.202129,367,66.282,3.933,-0.033163,0.202129,0.080501,362,0.202129,2.364095,6
1,33,1,246,247,2,2430;2435;2442;2458,195.000,195.120,0.120,490.996,490.576,-0.420,0.000000,0.038612,0.038612,0.503029,0.719942,0.216913,0.452597,0.517634,0.065037,0.161465,0.152636,-0.008829,-0.008829,0.000000,-0.008829,0.000000,1,-0.008829,0.000000,0.000000,1,0.000000,0.161465,0.000000,0.161465,0.152636,0.000000,0.152636,0.000000,1,5.035,20.000,18.103,0.503029,246,20.000,12.437,-10.684079,-0.503029,0.161465,246,0.503029,0.719942,2
1,33,2,264,265,2,2434;2439,198.086,198.349,0.264,495.140,495.041,-0.099,0.667280,0.699647,0.032367,1.038431,1.398501,0.360071,-0.258920,-0.187096,0.071824,0.127417,0.115178,-0.012239,-0.012239,0.000000,-0.012239,0.000000,1,-0.012239,0.000000,0.000000,1,0.143720,-0.016303,0.000000,-0.016303,-0.028542,0.000000,-0.028542,0.000000,1,0.644,2.642,1.937,0.360543,264,2.642,1.937,-1.828034,-0.360543,0.016303,264,0.360543,0.720613,2
1,33,3,273,1260,988,2483;2485;2484;2481;2476;2477;2480;2474;2470;2467;2465;2450;2443;2427;2436;2456;2472,201.072,280.329,79.257,494.960,501.426,6.466,0.923922,3.315971,2.392049,1.433373,-0.000838,-1.434212,-1.424031,0.000087,1.424118,0.094989,-0.000043,-0.095032,-0.111012,0.015980,-0.095032,-0.000000,1,-0.095032,-0.000000,0.000000,1,0.112231,-0.057472,0.040230,-0.017242,-0.168483,0.056210,-0.112274,-0.000000,1,0.159,22.047,28.103,0.338297,274,5.228,26.583,-0.405720,-0.338297,0.017242,273,0.338297,11.440607,98
1,34,1,241,524,284,2490;2492;2508;2515;2551,195.000,223.161,28.161,484.896,492.814,7.919,0.000000,0.880109,0.880109,0.112030,0.000000,-0.112030,3.101226,-0.000000,-3.101226,0.057102,0.000000,-0.057102,0.052910,-0.055224,-0.002315,0.054787,0,-0.057102,-0.000000,-0.054787,0,0.000000,0.190339,-0.133237,0.057102,0.243249,-0.188462,0.054787,0.054787,0,0.297,38.415,20.829,1.020457,245,2.056,19.229,-0.047323,-1.020457,0.057102,241,1.020457,5.330579,16
1,35,1,247,586,340,2565;2569;2571;2577;2597,195.000,191.358,-3.642,503.260,504.580,1.320,0.000000,-0.237489,-0.237489,-0.148774,-0.072908,0.075866,0.498004,-0.003862,-0.501866,-0.056224,-0.004440,0.051784,-0.016900,0.015663,-0.001237,-0.053021,0,0.051784,0.000000,0.053021,0,0.000000,-0.078239,0.022015,-0.056224,-0.095139,0.037678,-0.057461,-0.053021,0,0.181,29.395,29.422,0.528001,249,5.026,9.264,0.002354,0.528001,0.056224,247,0.528001,3.210606,33
