run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
3,21,complete,120,59,60,8.592,8519.244,3.325,59,1,1,-0.001175,0,10.98902,0,-0.16388,0,-0.00294,-0.16388,-11.07286,-0.00294,0.16388,0.08379,0.003075,0.25,0.06800000000004047,0.003117,0.04600000000004911,,0,1,50,100,50,50,44,-27.264,-27.264,1.570796,-27.264118,7088,-27.264:37.713,-27.264118,1,
3,22,complete,121,60,60,3.966,1328.128,2.502,5,2,1,-0.020774,0,11.02965,0,0,0,0,1.13757,-11.08127,-0.135487,1.2566,1.8077,0.126449,25.943000000000012,14.372000000000014,2.070946,0,,0,1,67,134,67,70,54,-0.23,3.769,1.570796,1.76953,7158;7158,-0.230:35.551;3.769:35.468,-0.230038;3.769099,1,
3,23,complete,122,61,60,3.404,1817.289,0.999,56,1,1,0.009384,0,11.17671,0,0.31589,0,0.011547,0.31589,-11.39288,0.011547,0.40926,0.21873,0.014836,1.3360000000000127,0.7420000000000186,0.051126000000000005,0.3059999999999832,,0,1,71,142,71,78,70,18.647,18.647,1.570796,18.647029,7231,18.647:27.247,18.647029,1,
3,24,complete,120,59,60,4.054,1448.135,12.846,7,6,3,0,0,11.0026,0,0,2.52522,0,-0.51956,-8.47739,-0.226097,1.83279,2.52522,0.083946,49.613,13.663000000000011,1.881396,0,,0,1,66,132,66,67,62,10.557,17.557,1.570796,14.056734,7297;7297;7298;7298;7299;7299,12.557:34.289;10.557:34.289;17.557:33.289;14.557:33.289;16.557:34.289;14.557:34.289,12.556734;10.556734;17.556734;14.556734;16.556734;14.556734,1,
3,25,complete,133,72,60,2.958,422.016,3.375,16,1,1,2.511479,0.41193,2.44465,0.176629,-0.24548,-0.12618,0.005068,-0.65741,-2.57084,-0.171561,1.3678,1.33965,0.059328,34.107999999999976,11.790999999999997,1.366487,0,,0,1,85,170,85,88,80,16.008,16.008,1.570796,16.00787,7304,16.008:31.393,16.007870,1,
3,26,complete,136,75,60,4.034,1163.861,2.725,11,1,1,1.773882,0.89827,2.41575,0.09222,0.62886,1.1556,-0.041118,-0.26941,-1.26016,-0.133338,0.62886,1.1556,0.041118,1.5749999999999886,2.9279999999999973,0.12205699999999986,0,,0,1,76,152,76,82,72,27.659,27.659,1.570796,27.658944,7399,27.659:22.027,27.658944,1,
3,27,complete,120,59,60,4.88,2744.433,3.428,6,2,1,-0.036761,0,10.97541,0,0,1.40655,0,-1.09944,-9.56886,-0.115667,2.16383,1.40655,0.061964,19.067999999999984,5.738999999999976,0.5137069999999999,0,,0,1,66,132,66,70,66,11.765,12.764,1.570796,12.264521,7532;7532,11.765:39.808;12.764:39.772,11.764859;12.764183,1,
3,28,complete,124,63,60,3.352,665.675,2.082,3,1,1,0.293266,0.81764,-0.23399,0.036124,0.828,-0.14046,0.023405,0.01036,0.09352,-0.012719,1.60495,2.12386,0.066361,44.83099999999999,16.624000000000024,1.167745,0.7679999999999723,,0,1,92,184,92,95,80,7.791,7.791,1.570796,7.791317,7623,7.791:38.981,7.791317,1,
3,29,complete,121,60,60,4.632,1624.548,2.816,3,1,1,-0.118505,0,11.04312,0,0,1.07734,0,-1.66363,-9.96579,-0.086915,2.18507,1.51015,0.075532,64.17499999999998,10.746000000000038,2.120431,0,,0,1,83,166,83,91,70,12.417,12.417,1.570796,12.416693,7711,12.417:37.822,12.416693,1,
3,30,complete,129,68,60,3.614,888.625,5.169,11,1,1,-2.057351,-0.68318,-0.59171,-0.072869,-0.69689,-0.70636,-0.029389,-0.01371,-0.11465,0.04348,1.11234,0.79458,0.060668,15.294000000000011,7.067999999999984,0.7261690000000001,2.100999999999999,,0,1,61,122,61,63,64,-24.028,-24.028,1.570796,-24.027571,7718,-24.028:23.585,-24.027571,1,
