run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
3,1,complete,120,59,60,4.348,1775.255,7.415,3,2,1,0.003584,0,10.94128,0,0.17117,0.00494,0.000917,0.17117,-10.93634,0.000917,1.25147,0.46775,0.027427,32.45000000000002,4.810000000000002,0.601456,0,,0,1,88,176,88,91,83,-1.461,-0.461,1.570796,-0.960864,5568;5568,-0.461:48.372;-1.461:48.368,-0.460868;-1.460861,1,
3,2,complete,120,59,60,4.144,971.803,3.723,6,2,1,0.002478,0,10.92763,0,0.21776,0.00229,0.007805,0.21776,-10.92534,0.007805,2.13468,1.62874,0.085844,48.603999999999985,20.411,1.317092,0.0009999999999763531,,0,1,83,166,83,90,76,-2.704,0.296,1.570796,-1.204164,5653;5653,0.296:44.612;-2.704:44.605,0.295832;-2.704159,1,
3,3,complete,121,60,60,6.218,2680.781,8.535,8,2,1,0,0,11.00934,0,-0.14149,3.26669,0,-0.14149,-7.74265,-0.261638,0.32569,3.26669,0.014603,0.8950000000000102,0.9099999999999682,0.062518,0.4159999999999968,,0,1,89,178,89,93,68,12.312,19.312,1.570796,15.811837,5744;5744,19.312:33.303;12.312:33.303,19.311837;12.311837,1,
3,4,complete,120,59,60,2.636,378.793,10.821,9,2,1,-0.05427,0,10.92762,0,0,0,0,1.15988,-11.28242,-0.127002,1.80363,3.45424,0.158624,22.69799999999998,35.533000000000015,1.8047849999999999,1.8079999999999927,,0,1,54,108,54,54,62,-1.997,2.996,1.570796,0.499734,5800;5800,-1.997:45.170;2.996:44.899,-1.996586;2.996053,1,
3,5,complete,120,59,60,4.202,918.333,0.519,9,4,2,0,0,10.94131,0,0,1.09596,0,-0.41627,-9.84535,-0.23147,1.56812,2.17757,0.190132,20.887,18.254999999999995,2.017164,0,,0,1,84,168,84,91,85,3.874,12.874,1.570796,8.374108,5885;5885;5886;5886,12.874:39.640;3.874:39.640;9.874:40.640;4.874:40.640,12.874108;3.874108;9.874108;4.874108,1,
3,6,complete,120,59,60,4.956,1754.612,4.805,35,2,1,-0.029591,0,10.99581,0,0,0,0,2.75119,-13.64545,-0.173301,2.70934,2.84089,0.170664,90.601,33.247000000000014,3.023551,13.013000000000034,,0,1,63,126,63,66,67,-14.815,-3.82,1.570796,-9.3175,5951;5951,-14.815:42.914;-3.820:42.589,-14.815093;-3.819908,1,
3,7,complete,120,59,60,4.74,1831.832,2.853,4,4,2,0,0,10.91394,0,0.32934,2.74863,0,0.32934,-8.16532,0.236669,0.81574,2.98852,0.211613,9.596000000000004,4.4389999999999645,0.509959,0,,0,1,102,204,102,107,84,-15.103,-11.103,1.570796,-13.102954,6054;6054;6055;6055,-11.103:42.789;-15.103:42.789;-12.103:43.789;-14.103:43.789,-11.102954;-15.102954;-12.102954;-14.102954,1,
3,8,complete,122,61,60,5.508,2566.696,2.475,5,3,3,0.541968,0.32717,6.11379,0.239864,0.43671,-0.36082,0.022807,0.10954,-6.47461,-0.217057,0.53318,0.36082,0.022807,6.063000000000017,1.4870000000000232,0.224424,1.0260000000000105,,0,1,68,136,68,69,57,8.033,11.635,1.570796,9.834276,6102;6103;6104,11.635:28.235;10.263:28.576;8.033:28.401,11.635142;10.262624;8.033411,1,
3,9,complete,121,60,60,5.038,2670.843,2.201,5,1,1,0.287041,0.07501,7.16356,0.229581,0.30978,3.15266,0.294956,0.23477,-4.0109,0.065375,1.12991,3.38641,0.294956,15.677999999999997,15.410000000000025,2.152418,12.045000000000016,,0,1,78,156,78,82,79,-10.621,-10.621,1.570796,-10.62126,6198,-10.621:33.598,-10.621260,1,
3,10,complete,121,60,60,6.51,5147.624,3.157,50,2,1,0.011828,0,11.07002,0,0,0,0,0.80954,-11.94966,0.023055,0.85384,0.63635,0.026664,7.477000000000004,3.9069999999999823,0.224979,3.0960000000000036,,0,1,97,194,97,102,84,18.764,26.763,1.570796,22.763642,6304;6304,26.763:35.167;18.764:35.072,26.763362;18.763921,1,
