run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,31,1,240,241,2,13261;13272;13278,195.000,195.105,0.105,482.111,481.559,-0.552,0.000000,0.066916,0.066916,0.411993,0.527996,0.116003,0.434705,0.503875,0.069171,0.263422,0.168831,-0.094591,0.500118,-0.067865,0.432253,4.058,9.000,9.982,0.527996,241,4.058,9.982,0.069171,-0.527996,0.263422,240,0.527996,0.939990,2
3,31,2,283,480,198,13312;13308;13295,200.237,191.904,-8.334,501.329,503.521,2.192,1.708077,1.316073,-0.392004,0.474187,0.000000,-0.474187,-0.165153,0.000000,0.165153,0.024281,-0.000000,-0.024281,-0.145919,0.001245,-0.144674,0.961,24.738,16.508,0.172694,411,24.737,4.674,-0.487337,-0.172694,0.120393,283,0.172694,3.154976,8
3,32,1,241,242,2,13321;13322,195.000,194.936,-0.064,483.990,483.246,-0.744,0.000000,-0.057546,-0.057546,-0.265658,-0.417127,-0.151470,0.647064,0.711401,0.064337,-0.240640,-0.193689,0.046951,-0.186427,-0.007262,-0.193689,1.113,2.000,5.982,0.265658,241,2.000,3.359,-10.416247,0.265658,0.240640,241,0.265658,0.417127,2
3,32,2,253,496,244,13320;13327;13332;13344;13315;13316,193.811,158.925,-34.886,485.996,506.334,20.337,-0.580205,-1.756555,-1.176350,-0.561031,-0.000026,0.561004,-0.065115,-0.000002,0.065114,-0.120312,-0.000000,0.120311,0.295880,-0.109390,0.186491,0.987,66.287,36.452,0.234776,254,2.212,1.032,0.066901,0.234776,0.085336,254,0.234776,3.264528,14
3,33,1,245,488,244,13386;13391;13390;13395;13439;13441,195.000,205.458,10.458,489.996,494.937,4.941,0.000000,0.415319,0.415319,0.104074,-0.144407,-0.248481,2.531510,-0.084470,-2.615980,0.108729,-0.005535,-0.114265,0.244085,-0.077955,0.166130,0.422,33.578,27.305,1.842288,253,6.081,11.786,0.023528,-1.842288,0.108729,245,1.842288,7.818938,21
3,34,1,241,241,1,13446;13448;13449,195.000,195.000,0.000,485.562,485.562,0.000,0.000000,0.000000,0.000000,0.419841,0.419841,0.000000,0.214885,0.214885,0.000000,0.180819,0.180819,0.000000,0.180819,0.000000,0.180819,18.000,18.000,10.145,0.419841,241,18.000,10.145,-10.855135,-0.419841,0.180819,241,0.419841,0.419841,1
3,34,2,264,267,4,13507;13510,197.306,198.114,0.808,490.932,489.111,-1.821,0.993357,1.090659,0.097302,0.634742,1.677888,1.043146,-1.487326,-1.685200,-0.197874,0.138605,0.102390,-0.036215,-0.152105,0.087995,-0.064110,0.873,1.713,18.080,0.506251,265,1.713,17.019,-0.326590,-0.506251,0.027894,264,0.506251,1.291295,4
3,34,3,303,504,202,13511;13454;13447,212.212,215.760,3.548,485.925,486.386,0.461,1.950947,2.042974,0.092026,1.644727,-0.035107,-1.679834,0.286621,0.001877,-0.284744,0.083256,0.000284,-0.082972,-0.089496,0.000000,-0.089496,1.465,38.818,24.166,0.193140,319,38.810,5.604,-1.259136,0.193140,0.038913,319,0.193140,4.668725,9
3,35,1,247,248,2,13521;13525,195.000,194.725,-0.275,503.760,503.362,-0.398,0.000000,-0.015794,-0.015794,-1.080781,-1.088184,-0.007403,-0.041348,0.029643,0.070991,-0.062173,-0.061757,0.000416,-0.061757,0.000000,-0.061757,5.015,14.000,9.060,1.080781,247,14.000,6.288,-11.300363,1.080781,0.062173,247,1.080781,1.088184,2
3,35,2,258,488,231,13525;13527;13533;13551;13553;13521,192.071,193.569,1.498,504.374,503.810,-0.564,-0.166445,-0.078746,0.087699,-1.015755,-0.350532,0.665224,0.126628,0.156097,0.029469,-0.061001,-0.020361,0.040639,0.039356,0.000000,0.039356,0.181,29.402,29.353,0.340509,266,29.402,14.777,-1.067777,-0.340509,0.022877,266,0.340509,2.547697,13
