run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,1,1,237,239,3,10962;10969,195.000,195.452,0.452,473.151,472.613,-0.538,0.000000,-0.043176,-0.043176,0.644495,1.381122,0.736627,-0.138768,-0.018579,0.120190,-0.054633,-0.142052,-0.087420,-0.142052,0.000000,-0.142052,1.013,3.000,1.280,0.644495,237,3.000,0.787,-11.093728,-0.644495,0.071284,238,0.644495,1.381122,2
3,1,2,277,279,3,10965;10970;11010;11046,207.704,208.179,0.475,484.453,483.782,-0.671,-1.303307,-1.314824,-0.011518,0.958156,0.833986,-0.124170,-0.031408,-0.307560,-0.276153,-0.031812,0.001184,0.032996,0.177238,-0.052532,0.124707,0.967,5.086,22.476,0.242817,277,5.086,22.476,-2.430741,0.242817,0.091711,277,0.242817,0.509155,3
3,1,3,291,532,242,10970;10960,210.609,221.649,11.040,483.847,491.794,7.947,-1.311376,-1.007725,0.303651,0.751009,0.000000,-0.751009,0.311383,0.000000,-0.311383,0.015929,0.000000,-0.015929,-0.001136,0.000000,-0.001136,0.850,68.797,36.184,0.165143,332,1.380,36.156,-0.045378,0.165143,0.044910,329,0.165143,2.095962,5
3,2,1,239,240,2,11055;11067,195.000,195.196,0.196,476.913,476.363,-0.549,0.000000,-0.023768,-0.023768,0.821589,1.480472,0.658883,-0.339485,-0.355499,-0.016014,-0.099393,-0.224428,-0.125035,-0.224428,0.000000,-0.224428,3.023,6.000,0.594,0.821589,239,6.000,0.594,-11.335262,-0.821589,0.125035,240,0.821589,1.480472,2
3,2,2,284,290,7,11077;11091,210.229,211.534,1.305,486.933,484.445,-2.487,-2.302518,-2.440737,-0.138219,1.271542,0.130280,-1.141262,-0.031576,-0.928328,-0.896752,-0.133709,-0.053693,0.080016,0.457180,-0.320026,0.137154,0.645,2.232,16.875,0.325214,289,0.657,13.339,0.074957,0.325214,0.057138,284,0.325214,1.153851,6
3,2,3,299,480,182,11077;11084,211.821,236.168,24.347,483.157,491.510,8.353,-2.559304,-1.886083,0.673220,0.003733,0.197933,0.194200,-0.295513,-0.028968,0.266545,-0.040200,0.001345,0.041544,0.070111,-0.016671,0.053440,0.512,39.811,26.079,0.184864,439,0.901,12.449,-0.149268,0.184864,0.049690,438,0.184864,3.597074,3
3,3,1,244,484,241,11142;11140;11149,195.000,196.006,1.006,487.723,488.230,0.507,0.000000,-0.037795,-0.037795,-0.101645,-0.000000,0.101644,3.288795,-0.000003,-3.288798,-0.231267,0.000000,0.231267,-0.264306,0.033038,-0.231267,6.035,60.129,35.440,0.101645,244,7.000,15.812,-7.806409,0.101645,0.231267,244,0.101645,0.928084,6
3,4,1,240,480,241,11228;11236;11265;11278,195.000,234.476,39.476,476.030,498.866,22.836,0.000000,1.078711,1.078711,0.149516,-0.000007,-0.149523,-0.044599,0.000002,0.044601,0.078716,-0.000000,-0.078717,0.078716,0.000000,0.078716,0.513,64.412,37.310,0.181890,408,0.885,25.748,-0.070270,0.181890,0.078716,240,0.181890,4.555598,10
3,5,1,239,240,2,11283;11296,195.000,194.944,-0.056,480.884,480.769,-0.115,0.000000,-0.062681,-0.062681,-0.233753,-0.344693,-0.110941,1.057120,1.119981,0.062861,-0.262113,-0.245178,0.016935,-0.240648,-0.004530,-0.245178,5.053,9.000,9.874,0.233753,239,9.000,8.374,-9.972505,0.233753,0.262113,239,0.233753,0.344693,2
3,5,2,251,251,1,11281,194.014,194.014,0.000,484.914,484.914,0.000,-0.724279,-0.724279,0.000000,-0.487811,-0.487811,0.000000,0.544962,0.544962,0.000000,-0.223361,-0.223361,0.000000,0.012705,0.000000,0.012705,2.910,2.910,3.197,0.155927,251,2.910,3.197,-1.221610,0.155927,0.012705,251,0.155927,0.155927,1
3,5,3,279,480,202,11305;11312;11319;11328;11333;11338;11348;11363;11364,190.777,196.447,5.670,494.506,499.140,4.634,-2.206585,-1.988635,0.217950,0.193586,0.000000,-0.193586,0.168356,-0.000000,-0.168356,0.002078,-0.000000,-0.002078,0.207131,-0.005317,0.201814,0.000,40.310,26.345,0.634340,279,7.797,25.915,-2.110426,-0.634340,0.203892,279,0.634340,2.770671,9
