run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,26,1,242,243,2,12876;12891,195.000,195.040,0.040,484.057,484.751,0.694,0.000000,0.081108,0.081108,0.166637,0.251507,0.084870,3.783621,3.836667,0.053046,0.339171,0.327200,-0.011972,0.327200,0.000000,0.327200,4.068,11.000,17.950,0.166637,242,11.000,16.504,-7.279702,-0.166637,0.339171,242,0.166637,0.251507,2
3,26,2,247,248,2,12867;12872;12875,195.290,195.480,0.190,487.893,487.525,-0.368,0.406857,0.461006,0.054149,0.748963,1.262343,0.513380,-1.377988,-1.301884,0.076104,0.213164,0.152400,-0.060764,-0.176990,0.005858,-0.171132,3.577,4.861,4.541,0.513380,248,3.577,2.110,0.076104,-0.513380,0.110368,247,0.513380,1.013654,2
3,26,3,295,488,194,12897;12900;12903;12905;12909;12910;12922;12881;12935;12939;12942,209.046,197.624,-11.422,491.414,501.896,10.482,2.098796,1.673094,-0.425702,0.367594,0.000000,-0.367594,-0.264735,0.000000,0.264735,0.012952,0.000000,-0.012952,-0.128231,0.000000,-0.128231,0.852,44.181,27.227,0.818217,370,44.181,7.854,-1.906624,-0.818217,0.115279,295,0.818217,4.144735,13
3,27,1,239,480,242,12946;12947;12956;12948,195.000,182.844,-12.156,481.478,486.927,5.449,0.000000,-0.355940,-0.355940,-0.409529,0.000001,0.409530,2.213167,-0.000000,-2.213167,-0.163377,0.000000,0.163377,-0.362385,0.167568,-0.194817,1.041,47.167,23.912,1.441807,245,1.117,15.652,-0.010119,1.441807,0.163377,239,1.441807,6.625264,10
3,28,1,242,243,2,13015;13019,195.000,195.058,0.058,481.461,481.578,0.117,0.000000,0.059053,0.059053,0.227379,0.327772,0.100393,3.048851,2.756567,-0.292284,0.232471,0.232062,-0.000409,0.358755,-0.126693,0.232062,2.056,3.000,12.590,0.227379,242,3.000,9.773,-7.989216,-0.227379,0.232471,242,0.227379,0.327772,2
3,28,2,246,247,2,13014;13022,195.297,195.537,0.240,483.117,482.650,-0.467,0.228368,0.228893,0.000525,1.004504,1.192652,0.188148,-0.588674,-0.519888,0.068786,0.002197,-0.020437,-0.022634,-0.333380,0.082600,-0.250779,2.175,4.123,9.422,0.679161,246,4.123,8.694,-3.462056,-0.679161,0.228145,246,0.679161,0.867309,2
3,28,3,267,508,242,13015;13014,201.299,203.424,2.125,482.510,483.215,0.705,0.130165,0.177025,0.046859,1.079704,0.225940,-0.853764,0.352433,-0.084500,-0.436933,-0.006333,0.004426,0.010759,0.071769,-0.048320,0.023449,2.112,30.588,16.978,0.149538,277,30.587,2.806,-0.568464,0.149538,0.012690,267,0.149538,4.930214,10
3,29,1,241,243,3,13112,195.000,194.865,-0.135,482.000,482.614,0.614,0.000000,-0.066966,-0.066966,-0.130104,-0.678210,-0.548106,1.753816,1.060783,-0.693033,-0.138721,-0.112766,0.025955,-0.179716,0.066951,-0.112766,2.000,2.062,11.416,0.278281,243,2.062,11.416,-0.128901,0.278281,0.138721,241,0.278281,0.678210,3
3,29,2,253,496,244,13109;13148;13177;13179;13115;13125;13132;13182;13187;13140,193.211,140.998,-52.213,486.101,493.783,7.682,-0.342048,-2.163808,-1.821760,-0.780594,-0.159941,0.620652,1.349747,0.033763,-1.315984,-0.108285,-0.004765,0.103520,0.104276,0.000000,0.104276,0.611,33.833,25.202,0.440473,297,21.949,0.621,-1.297343,-0.440473,0.028878,428,0.440473,5.887468,23
3,30,1,238,239,2,13199;13217,195.000,194.931,-0.069,478.793,478.703,-0.089,0.000000,-0.059542,-0.059542,-0.272992,-0.417008,-0.144016,0.345432,0.414944,0.069512,-0.234396,-0.214394,0.020002,-0.208522,-0.005871,-0.214394,5.051,11.000,10.386,0.272992,238,11.000,6.887,-10.672383,0.272992,0.234396,238,0.272992,0.417008,2
3,30,2,280,520,241,13215;13218;13224;13228;13248;13247;13246;13236;13244;13245;13241;13243,190.968,201.830,10.862,496.694,502.410,5.716,-2.096939,-1.571289,0.525650,-0.194207,-0.000000,0.194207,0.660451,0.000000,-0.660451,-0.017761,-0.000000,0.017761,0.238311,-0.053888,0.184423,0.863,28.000,23.566,0.460087,347,25.999,0.555,-1.029662,0.460087,0.166661,280,0.460087,5.732082,29
