run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
3,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.02969,-0.360792,0,0.360792,180.629,195,14.37100000000001,,0,1,66,132,66,67,62
3,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,16,8,10.92454,0.066552,-0.869726,0.251005,1.120731,195,264.295,69.29500000000002,,0,1,85,170,85,88,80
3,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,41,43,-3.504,24,12,11.04065,0.046906,-0.021575,0.377503,0.399078,195,210.312,15.312000000000012,,0,1,76,152,76,82,72
3,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,6,13.294,6,3,10.9314,0.024324,-0.245218,0,0.245218,160.318,195,34.68199999999999,,0,1,66,132,66,70,66
3,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,4,-9.273,6,3,10.93247,0.081476,-0.10625,0.479164,0.585414,195,233.393,38.393,,0,1,92,184,92,95,80
3,29,complete,120,59,60,4.632,1624.548,2.816,3,3,12,16,22,2,8.858,2,1,10.92562,0.061457,-0.434992,0.079508,0.5145,175.654,195,19.346000000000004,,0,1,83,166,83,91,70
3,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,11,6.887,4,2,10.92446,0.163943,-0.101835,0.431052,0.532887,175.232,195,19.768,,0,1,61,122,61,63,64
3,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,4,-7.363,2,1,10.9314,0.111051,-0.030904,1.413473,1.444377,195,205.406,10.406000000000006,,0,1,58,116,58,65,67
3,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,26,-6.641,16,8,11.04065,0.107141,0,1.806217,1.806217,189.665,197.062,7.39700000000002,,0,1,65,130,65,69,61
3,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,21,-12.937,10,5,11.04065,0.012682,0,0.409095,0.409095,195,210.846,15.846000000000004,,0,1,60,120,60,61,58
3,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,38,-6.145,28,14,11.04065,0.049384,0,0.305416,0.305416,195,211.203,16.203000000000003,,0,1,74,148,74,79,73
3,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,14,6.288,4,2,11.14834,0.00945,-0.148925,0,0.148925,191.474,195,3.5260000000000105,,0,1,38,76,38,38,48
3,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,5,-19.524,4,2,10.92482,0.020308,0,0.787223,0.787223,195,217.11,22.110000000000014,,0,1,63,126,63,63,48
3,37,complete,120,59,60,3.776,957.905,2.374,13,13,14,23,27,14,15.43,8,4,10.92492,0.125658,-1.877504,0.02979,1.907294,147.939,195,47.06100000000001,,0,1,71,142,71,83,62
