run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
3,1,complete,120,59,60,4.348,1775.255,7.415,3,3,11,12,12,12,0.713,18,9,10.90525,0.03775,-0.200108,0.23686,0.436968,191.61,199.215,7.60499999999999,,0,1,88,176,88,91,83
3,2,complete,119,58,60,4.144,971.803,3.723,6,6,6,7,10,8,-1.594,8,4,10.91925,0.056066,-0.404907,0.277555,0.682462,195,223.704,28.704000000000008,,0,0,83,166,83,90,76
3,3,complete,120,59,60,6.218,2680.781,8.535,8,8,60,61,61,61,-10.188,16,8,11.02184,0.018977,-0.03746,0.033842,0.071302,191.08,195.039,3.9589999999999748,,0,1,89,178,89,93,68
3,4,complete,120,59,60,2.636,378.793,10.821,9,9,10,11,11,11,-3.944,14,7,10.9245,0.059613,-1.259631,0.071937,1.3315679999999999,183.154,206.734,23.580000000000013,,0,1,54,108,54,54,62
3,5,complete,120,59,60,4.202,918.333,0.519,9,9,11,12,16,9,8.374,4,2,10.92516,0.129503,-0.422436,0.012537,0.434973,166.279,195,28.721000000000004,,0,0,84,168,84,91,85
3,6,complete,120,59,60,4.956,1754.612,4.805,35,35,35,37,39,37,1.422,16,8,10.92482,0.098044,-0.177109,0.330938,0.508047,194.667,219.454,24.787000000000006,,0,1,63,126,63,66,67
3,7,complete,120,59,60,4.74,1831.832,2.853,4,4,5,7,12,13,-8.603,20,10,10.98085,0.056871,-0.048443,0.331689,0.380132,195,221.237,26.236999999999995,,0,1,102,204,102,107,84
3,8,complete,120,59,60,5.508,2566.696,2.475,5,5,6,10,22,6,-24.468,6,3,10.92465,0.108241,0,0.633337,0.633337,193.735,208.472,14.736999999999995,,0,1,68,136,68,69,57
3,9,complete,120,59,60,5.038,2670.843,2.201,5,5,7,9,37,8,-32.675,8,4,10.92571,0.027104,0,0.598315,0.598315,195,216.369,21.369,,0,1,78,156,78,82,79
3,10,complete,120,59,60,6.51,5147.624,3.157,50,50,52,53,55,50,4.177,6,3,10.9808,0.007186,-0.023449,0.00733,0.030779,193.869,195.617,1.7479999999999905,,0,1,97,194,97,102,84
3,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,29,-0.496,8,4,10.98769,0.002426,-0.00614,0.001827,0.007967,194.919,195.273,0.353999999999985,,0,1,78,156,78,80,67
3,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,6,-17.727,4,2,11.04078,0.023851,0,0.348177,0.348177,195,208.368,13.367999999999995,,0,1,65,130,65,66,71
3,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,48,12.891,22,11,11.14833,0.016059,-0.026164,0,0.026164,192.984,195,2.015999999999991,,0,1,57,114,57,60,65
3,14,complete,120,59,60,7.566,7101.376,6.276,25,25,30,43,64,30,-5.596,6,3,10.98769,0.002613,0,0.018095,0.018095,193.661,195.2,1.5389999999999873,,0,1,71,142,71,80,78
3,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,27,30,8.756,18,9,11.03464,0.02148,-0.494715,0,0.494715,182.63,195,12.370000000000005,,0,1,55,110,55,55,49
3,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,10,5,11.14843,0.007938,-0.217368,0,0.217368,189.276,195,5.7239999999999895,,0,1,49,98,49,49,48
3,17,complete,122,61,60,5.48,5629.969,2.731,19,19,25,42,47,49,4.747,30,15,11.14835,0.005364,-0.116209,0,0.116209,191.208,195,3.7920000000000016,,0,1,58,116,58,59,60
3,18,complete,119,58,60,3.562,630.087,1.933,18,18,18,19,21,18,-2.896,4,2,10.88455,0.133407,-0.24576,0.390875,0.636635,194.653,207.765,13.111999999999995,,0,1,86,172,86,97,82
3,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,9,9.832,6,3,10.9318,0.119057,-0.826948,0.016967,0.843915,175.192,195,19.807999999999993,,0,1,72,144,72,73,59
3,20,complete,120,59,60,4.246,1052.603,1.069,5,5,5,6,27,6,1.359,6,3,10.93985,0.050708,-0.474729,0.130347,0.605076,191.878,195.844,3.966000000000008,,0,0,122,244,122,127,82
3,21,complete,121,60,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,20,10,11.04141,0,0,0,0,195,195.001,0.0010000000000047748,,0,1,50,100,50,50,44
3,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,7,17,15,-2.468,14,7,11.04068,0.081549,0,0.426505,0.426505,185.508,195,9.49199999999999,,0,1,67,134,67,70,54
3,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,36,18,11.15506,0.007031,-0.016349,0.003638,0.019986999999999998,193.75,195.054,1.304000000000002,,0,1,71,142,71,78,70
