run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_span_from_com_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_com_distance_px,landing_contact_asymmetry_px,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
1,21,complete,120,59,60,8.592,8519.244,3.325,59,0,-27.264,1,1,-0.16388,0,-0.00294,-0.16388,-11.07286,-0.00294,0.16388,0.08971,0.003291,0.24699999999998568,0.07600000000002183,0.002334,0.04600000000004911,,0,1,50,100,50,50,44,-27.264,-27.264,27.264,1.570796,-27.264118,27.264,27.264,1610,-27.264:37.713,-27.264118
1,22,complete,121,60,60,3.966,1328.128,2.502,5,6,1.032,6,3,0,0,0,1.36913,-11.37001,-0.173732,2.5494,1.78785,0.298271,60.554,16.920999999999992,2.60145,3.524000000000001,,0,1,67,134,67,70,54,-1.968,4.032,4.032,1.570796,1.031518,1.032,1.032,1678;1678;1679;1679;1680;1680,4.032:33.539;-1.968:33.539;3.032:34.539;-1.968:34.539;3.032:35.539;-0.968:35.539,4.031518;-1.968482;3.031518;-1.968482;3.031518;-0.968482
1,23,complete,122,61,60,3.404,1817.289,0.999,56,9,14.324,2,1,0,0,0.004915,0.42243,-11.25145,0.004915,0.30366,0.12964,0.009272,0.8549999999999898,0.4689999999999941,0.035669,0.18799999999998818,,0,1,71,142,71,78,70,9.824,18.824,18.824,1.570796,14.323711,14.324,14.324,1753;1753,18.824:27.125;9.824:27.099,18.823692;9.823730
1,24,complete,121,60,60,4.054,1448.135,12.846,7,6,13.557,4,2,0,2.61894,0,-0.35298,-8.38333,-0.238841,1.55331,2.86081,0.235208,33.144000000000005,14,1.872029,0,,0,1,66,132,66,67,62,10.557,16.557,16.557,1.570796,13.556734,13.557,13.557,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734
1,25,complete,126,65,60,2.958,422.016,3.375,16,0,10.2,1,1,0.5053,-1.43368,0.105901,0.14134,-3.35662,-0.297409,1.64211,1.43368,0.105901,46.769000000000005,9.129999999999995,1.6715620000000002,3.815999999999974,,0,1,85,170,85,88,80,10.2,10.2,10.2,1.570796,10.200495,10.2,10.2,1826,10.200:33.730,10.200495
1,26,complete,121,60,60,4.034,1163.861,2.725,11,0,-15.881,1,1,0,3.78606,0,0.39696,-7.2232,0.307647,1.91104,3.78606,0.099891,24.412000000000006,17.199000000000012,1.626482,0,,0,1,76,152,76,82,72,-15.881,-15.881,15.881,1.570796,-15.881331,15.881,15.881,1986,-15.881:36.341,-15.881331
1,27,complete,121,60,60,4.88,2744.433,3.428,6,0,12.887,1,1,0,1.30604,0,-1.37494,-9.70314,-0.099627,1.12625,1.39646,0.027624,18.11500000000001,5.362000000000023,0.47412699999999997,0,,0,1,66,132,66,70,66,12.887,12.887,12.887,1.570796,12.887339,12.887,12.887,2054,12.887:39.459,12.887339
1,28,complete,120,59,60,3.352,665.675,2.082,3,1.994,-13.393,2,1,0,2.92538,0,0.44812,-8.05684,0.301864,1.64282,2.92538,0.072772,31.10300000000001,16.95599999999996,1.4491690000000002,0.8689999999999714,,0,1,92,184,92,95,80,-14.39,-12.396,14.39,1.570796,-13.393061,13.393,13.393,2148;2148,-12.396:39.211;-14.390:39.053,-12.396161;-14.389961
1,29,complete,120,59,60,4.632,1624.548,2.816,3,1.997,10.825,2,1,0,1.56004,0,-0.88023,-9.42898,-0.15309,2.1733,1.56004,0.073946,64.75199999999998,11.451000000000022,2.192324,0,,0,1,83,166,83,91,70,9.826,11.823,11.823,1.570796,10.824614,10.825,10.825,2233;2233,9.826:38.577;11.823:38.475,9.825899;11.823329
1,30,complete,122,61,60,3.614,888.625,5.169,11,0,10.532,1,1,-1.08514,0.3469,-0.036787,-0.22664,-0.11835,0.025754,1.86704,2.29382,0.087082,46.53799999999998,22.959000000000003,1.71587,0,,0,1,61,122,61,63,64,10.532,10.532,10.532,1.570796,10.532251,10.532,10.532,2296,10.532:41.764,10.532251
