run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,31,1,240,241,2,2303;2314,195.000,195.060,0.060,481.610,481.666,0.057,0.000000,0.077811,0.077811,0.234639,0.364082,0.129444,1.090776,1.157437,0.066661,0.306313,0.215341,-0.090972,4.066,7.000,10.405,0.234639,240,7.000,6.863,-9.952333,-0.234639,0.306313,240,0.234639,0.364082,2
1,31,2,275,480,206,2356;2338;2352;2339,197.975,188.209,-9.767,500.813,503.514,2.701,1.802332,1.314708,-0.487624,0.483338,0.000000,-0.483338,-0.437281,0.000000,0.437281,0.077414,-0.000000,-0.077414,0.948,27.612,24.899,0.179034,370,24.736,4.581,-0.531430,-0.179034,0.112688,275,0.179034,4.183028,13
1,32,1,239,239,1,2362,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.174809,1.174809,0.000000,-0.334087,-0.334087,0.000000,1.000,1.000,3.859,0.138110,239,1.000,3.859,-9.878443,0.138110,0.334087,239,0.138110,0.138110,1
1,32,2,248,248,1,2360,194.697,194.697,0.000,486.306,486.306,0.000,-0.732912,-0.732912,0.000000,-0.263787,-0.263787,0.000000,1.437833,1.437833,0.000000,-0.292555,-0.292555,0.000000,2.155,2.155,5.236,0.129756,248,2.155,5.236,-0.249242,0.129756,0.031664,248,0.129756,0.129756,1
1,32,3,267,280,14,2359;2363;2365,193.481,197.767,4.285,495.570,490.077,-5.493,-2.081082,-2.270838,-0.189756,-0.213460,1.774430,1.987890,1.534050,-0.896147,-2.430197,-0.175834,-0.023342,0.152492,1.392,3.400,29.641,0.491626,268,3.400,27.919,-1.056471,-0.491626,0.097467,267,0.491626,2.153233,6
1,32,4,289,290,2,2359,201.659,202.088,0.429,488.847,488.783,-0.064,-2.322045,-2.324676,-0.002632,1.687962,1.625613,-0.062348,-0.267657,-0.195800,0.071857,-0.010360,0.008114,0.018474,1.413,1.414,23.238,0.062348,290,1.414,23.155,0.071857,0.062348,0.018474,290,0.062348,0.096796,1
1,32,5,301,302,2,2359,206.451,206.841,0.389,489.300,489.439,0.139,-2.302898,-2.296961,0.005937,1.533261,1.474439,-0.058822,0.532116,0.600914,0.068798,0.023370,0.040393,0.017022,1.412,1.412,24.020,0.058822,302,1.412,24.020,0.068798,0.058822,0.017022,302,0.058822,0.091468,1
1,32,6,314,339,26,2359,211.158,219.998,8.840,492.500,505.061,12.560,-2.178697,-1.790883,0.387814,1.406206,1.289510,-0.116697,1.357978,2.742923,1.384945,0.048825,0.080730,0.031906,1.194,1.392,35.979,0.020608,339,1.194,35.979,0.060573,0.020608,0.010064,314,0.020608,0.236559,1
1,32,7,341,488,148,2369;2372;2387;2359;2360;2363,220.652,222.303,1.651,506.338,506.335,-0.002,-1.749947,-1.755804,-0.005857,1.224239,0.000012,-1.224227,2.312631,0.000002,-2.312629,0.021063,0.000000,-0.021063,0.983,69.224,29.610,0.161992,343,2.955,29.530,-0.010819,0.161992,0.059359,341,0.161992,1.457575,6
1,33,1,245,246,2,2429;2431;2439,195.000,195.107,0.107,490.664,490.630,-0.034,0.000000,0.041940,0.041940,0.421492,0.666387,0.244895,0.602852,0.671380,0.068527,0.165101,0.155192,-0.009909,5.038,18.000,18.202,0.421492,245,18.000,12.437,-10.520511,-0.421492,0.165101,245,0.421492,0.666387,2
1,33,2,261,504,244,2435;2442;2483;2485;2484;2431,197.542,190.608,-6.934,495.125,494.176,-0.949,0.608944,0.363078,-0.245866,0.810778,-0.383412,-1.194191,-0.290563,-0.198165,0.092398,0.135688,-0.014281,-0.149968,0.423,32.185,27.161,0.359674,262,0.600,1.536,0.071945,-0.359674,0.039156,273,0.359674,5.695551,20
1,34,1,240,480,241,2488;2492;2507;2514;2551,195.000,223.604,28.604,484.896,492.815,7.919,0.000000,0.880647,0.880647,0.112030,-0.000000,-0.112030,3.102663,0.000000,-3.102663,0.057128,-0.000000,-0.057128,0.296,38.414,20.926,0.701417,245,2.045,18.804,-0.009831,-0.701417,0.057128,240,0.701417,5.342767,15
1,35,1,250,251,2,2565;2569,195.000,194.726,-0.274,503.760,503.362,-0.398,0.000000,-0.015791,-0.015791,-1.080587,-1.087994,-0.007407,-0.041341,0.029651,0.070991,-0.062162,-0.061746,0.000416,5.015,14.000,9.060,1.080587,250,14.000,6.288,-11.298363,1.080587,0.062162,250,1.080587,1.087994,2
1,35,2,261,504,244,2569;2571;2577;2595;2597;2565,192.071,194.211,2.140,504.374,503.542,-0.832,-0.166416,-0.042143,0.124273,-1.015580,-0.365179,0.650401,0.126576,0.146853,0.020277,-0.060990,-0.020886,0.040104,0.181,29.393,29.349,0.243294,269,22.123,18.384,-0.744614,-0.243294,0.017305,269,0.243294,2.648306,14
