run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,11,1,242,484,243,844;850;854,195.000,194.883,-0.117,485.654,484.646,-1.008,0.000000,-0.000894,-0.000894,-0.062585,-0.020687,0.041898,-0.009147,0.000524,0.009671,-0.001519,0.000651,0.002170,16.000,28.000,1.517,0.062585,242,28.000,0.004,-11.087573,0.062585,0.001842,390,0.062585,3.454415,3
1,12,1,246,247,2,917;920;922,195.000,195.093,0.093,492.525,492.344,-0.181,0.000000,0.049776,0.049776,0.366254,0.594414,0.228160,2.538663,2.599786,0.061123,0.195948,0.185818,-0.010130,4.045,8.000,19.148,0.366254,246,8.000,16.727,-8.613150,-0.366254,0.195948,246,0.366254,0.594414,2
1,12,2,255,258,4,960;961,196.259,197.262,1.003,497.577,495.451,-2.126,0.414296,0.508337,0.094041,0.974731,1.870489,0.895758,-1.159739,-2.028138,-0.868399,0.139658,0.103679,-0.035979,0.462,1.767,21.307,0.395789,255,1.720,21.307,-4.173888,-0.395789,0.041323,255,0.395789,1.291547,4
1,12,3,268,272,5,970,201.825,203.869,2.043,491.266,489.753,-1.513,0.761253,0.839945,0.078692,1.903055,2.161620,0.258565,-1.702583,-1.394970,0.307612,0.083075,0.069201,-0.013874,1.380,1.489,21.052,0.094756,268,1.380,21.052,-0.357584,-0.094756,0.017157,268,0.094756,0.353321,1
1,12,4,279,496,218,970;924;921;919;915;928;931;972;973;971;959;962;913,207.669,276.256,68.587,487.806,496.986,9.180,0.961592,3.103867,2.142274,2.119488,-0.206350,-2.325838,-0.919802,0.108604,1.028407,0.065611,-0.008590,-0.074201,0.292,37.636,25.833,0.225720,427,37.636,0.125,-1.961688,0.225720,0.046013,427,0.225720,3.674765,18
1,13,1,248,486,239,977;978;997;982,195.000,190.411,-4.589,497.870,497.984,0.114,0.000000,-0.196562,-0.196562,-0.162276,-0.000000,0.162276,-0.020986,-0.000000,0.020986,-0.006844,-0.000000,0.006844,2.017,37.851,29.306,0.162276,248,14.000,3.891,-11.222263,0.162276,0.006900,343,0.162276,1.010763,8
1,14,1,241,484,244,1052;1056;1062;1071,195.000,205.016,10.016,487.093,485.853,-1.241,0.000000,0.169910,0.169910,0.891332,-0.081087,-0.972419,-0.064863,-0.003611,0.061253,0.003844,-0.003499,-0.007343,0.128,30.000,9.862,1.184998,245,20.003,5.485,-0.064661,-1.184998,0.006163,242,1.184998,5.507148,9
1,15,1,240,242,3,1116;1117,195.000,194.842,-0.158,483.593,484.253,0.660,0.000000,-0.092848,-0.092848,-0.230716,-0.593838,-0.363122,2.310928,2.427412,0.116485,-0.200533,-0.177195,0.023338,13.000,13.037,20.652,0.230716,240,13.000,17.256,-8.757438,0.230716,0.200533,240,0.230716,0.593838,3
1,15,2,251,253,3,1137;1141;1145,193.522,192.867,-0.655,489.676,489.048,-0.628,-0.486695,-0.541006,-0.054311,-1.086889,-1.759586,-0.672697,-1.029095,-0.884223,0.144872,-0.121641,-0.088133,0.033509,1.030,6.290,7.257,0.510721,251,6.290,6.258,-3.935303,0.510721,0.050281,251,0.510721,1.183418,3
1,15,3,277,480,204,1161;1162;1159;1160;1146;1142;1138;1121;1122;1124,182.791,155.306,-27.485,488.812,494.104,5.291,-1.045713,-1.924400,-0.878688,-1.734454,0.889618,2.624072,-0.314728,0.096675,0.411404,-0.065300,0.033302,0.098602,0.000,26.019,26.125,0.248967,358,26.019,15.373,-0.623507,-0.248967,0.021340,358,0.248967,3.928628,24
