run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,26,1,241,242,2,1919;1933;1941,195.000,195.073,0.073,484.559,484.790,0.231,0.000000,0.084479,0.084479,0.286080,0.370799,0.084720,3.473405,3.530952,0.057548,0.332562,0.320556,-0.012006,4.070,14.000,18.070,0.286080,241,14.000,17.004,-7.596615,-0.286080,0.332562,241,0.286080,0.370799,2
1,26,2,246,247,2,1911;1915;1918,195.447,195.668,0.221,487.886,487.527,-0.359,0.408331,0.460186,0.051855,0.868227,1.464409,0.596182,-1.347189,-1.271203,0.075986,0.204133,0.133741,-0.070393,3.576,4.862,4.493,0.596182,247,3.576,2.137,0.075986,-0.596182,0.112759,246,0.596182,1.097848,2
1,26,3,297,540,244,1966;1942;1953;1925;1983,212.337,204.529,-7.808,493.750,501.891,8.142,1.982549,1.673604,-0.308946,1.163845,0.000000,-1.163845,0.413440,-0.000000,-0.413440,0.037449,0.000000,-0.037449,2.985,43.186,27.130,0.274393,372,43.186,8.286,-1.620907,-0.274393,0.073796,297,0.274393,3.862399,11
1,27,1,242,484,243,1990;1991;1999;1997,195.000,183.226,-11.774,481.478,486.927,5.449,0.000000,-0.356399,-0.356399,-0.409529,0.000001,0.409530,2.214273,-0.000000,-2.214273,-0.172130,0.000000,0.172130,1.043,47.166,23.910,1.676002,249,1.148,17.062,0.013638,1.676002,0.172130,242,1.676002,7.575258,11
1,28,1,238,239,2,2059;2061,195.000,195.058,0.058,481.461,481.690,0.229,0.000000,0.068558,0.068558,0.227379,0.325143,0.097764,3.048864,3.071996,0.023132,0.269885,0.251525,-0.018360,2.064,3.000,12.959,0.227379,238,3.000,9.773,-7.989249,-0.227379,0.269885,238,0.227379,0.325143,2
1,28,2,241,244,4,2058,195.218,195.652,0.434,483.042,482.490,-0.551,0.192370,0.241867,0.049497,0.418350,0.837221,0.418871,-0.431203,-0.434748,-0.003546,0.100431,0.029577,-0.070855,2.154,2.181,10.792,0.195978,242,2.168,9.893,-0.140750,-0.195978,0.150132,241,0.195978,0.513322,3
1,28,3,247,484,238,2058;2072;2080;2082;2146;2148,196.287,238.890,42.603,482.285,497.899,15.614,0.264321,1.440467,1.176147,0.872071,-0.003890,-0.875961,-0.218090,-0.000318,0.217772,0.020574,-0.000058,-0.020631,0.992,64.727,31.919,0.294832,453,64.727,0.536,-2.142717,0.294832,0.064195,453,0.294832,4.295420,6
1,29,1,238,240,3,2155,195.000,194.866,-0.134,482.000,482.746,0.746,0.000000,-0.079348,-0.079348,-0.130104,-0.672708,-0.542603,1.752993,1.336916,-0.416077,-0.165997,-0.131495,0.034502,2.000,2.073,11.884,0.274455,240,2.073,11.884,-0.089214,0.274455,0.165997,238,0.274455,0.672708,3
1,29,2,249,251,3,2152,193.390,192.938,-0.452,486.427,487.263,0.836,-0.367818,-0.426751,-0.058932,-0.772244,-1.349153,-0.576908,1.659009,1.332055,-0.326954,-0.124363,-0.101244,0.023119,1.293,1.324,15.444,0.342900,251,1.324,15.444,-0.223571,0.342900,0.016731,250,0.342900,0.696167,3
1,29,3,261,480,220,2220;2223;2159;2171;2176;2226;2231;2185,189.647,146.222,-43.425,491.401,493.912,2.511,-0.673726,-2.183513,-1.509787,-1.477121,-0.117582,1.359538,0.295789,-0.013494,-0.309283,-0.096783,-0.000464,0.096319,0.624,33.833,25.237,0.446674,282,25.899,1.128,-1.441940,-0.446674,0.030276,404,0.446674,5.660661,20
1,30,1,241,242,2,2243;2260,195.000,194.931,-0.069,478.793,478.703,-0.090,0.000000,-0.059487,-0.059487,-0.272992,-0.417026,-0.144033,0.345126,0.414639,0.069513,-0.234179,-0.212584,0.021595,5.051,11.000,10.384,0.272992,241,11.000,6.887,-10.664148,0.272992,0.234179,241,0.272992,0.417026,2
1,30,2,283,524,242,2262;2254;2261;2263;2268;2270;2272;2292;2291;2280;2288;2289;2290;2285;2287,190.968,202.358,11.391,496.912,502.350,5.438,-2.079680,-1.576112,0.503568,-0.315275,0.080905,0.396180,0.735137,0.031090,-0.704047,-0.118826,0.004329,0.123155,0.847,28.000,23.619,0.458711,366,23.998,1.523,-1.003649,0.458711,0.106280,284,0.458711,6.167673,29
