run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
4,1,complete,80,19,60,4.348,1775.255,7.415,3,12,0.713,20,10,-0.06297,-0.55972,0.078316,-0.06297,-11.33748,0.078316,2.98952,1.01118,0.153655,123.60600000000001,5.177999999999997,0.9197930000000001,2.6340000000000146,,0,0,88,176,88,91,83
4,2,complete,80,19,60,4.144,971.803,3.723,6,8,-1.594,8,4,-0.54353,-0.37656,0.059514,-0.54353,-11.17511,0.059514,1.73056,2.24287,0.135128,34.214,21.420000000000016,1.538797,2.3850000000000477,69,1,0,83,166,83,90,76
4,3,complete,81,20,60,6.218,2680.781,8.535,8,61,-10.188,16,8,0.03364,0,0,-0.00745,0,0,0.57612,0.66999,0.06768,6.585000000000008,3.687000000000012,0.196014,3.687000000000012,47,1,0,89,178,89,93,68
4,4,complete,80,19,60,2.636,378.793,10.821,9,11,-3.944,14,7,0.77763,-0.57833,0.16437,0.77763,-11.37578,0.16437,2.69308,2.28792,0.269214,19.427999999999997,24.174000000000035,1.86525,3.5300000000000296,56,1,0,54,108,54,54,62
4,5,complete,80,19,60,4.202,918.333,0.519,9,11,8.374,6,3,-0.77576,-0.27872,-0.103744,-0.77576,-11.08432,-0.103744,1.7607,1.80702,0.111576,24.170000000000016,18.29699999999997,2.017574,0,51,1,0,84,168,84,91,85
4,6,complete,80,19,60,4.956,1754.612,4.805,35,37,1.422,16,8,-0.68676,-1.00867,0.036923,-0.68676,-11.80613,0.036923,2.77101,2.33365,0.157423,91.84700000000001,24.51800000000003,2.215742,4.583000000000027,64,1,0,63,126,63,66,67
4,7,complete,80,19,60,4.74,1831.832,2.853,4,42,5.897,24,12,-1.265,-0.878,0.034481,-1.265,-11.73969,0.034481,2.64471,1.13883,0.096957,80.02000000000001,6.236000000000047,0.488452,5.255000000000052,,0,1,102,204,102,107,84
4,8,complete,80,19,60,5.508,2566.696,2.475,5,8,-24.468,8,4,3.27044,0.68436,0.063221,3.27044,-10.12021,0.063221,3.34599,4.70589,0.111887,138.171,48.66699999999997,4.443643,27.492999999999995,,0,1,68,136,68,69,57
4,9,complete,80,19,60,5.038,2670.843,2.201,5,9,-32.175,10,5,3.84048,1.1927,0.057766,3.84048,-9.61222,0.057766,3.84048,1.1927,0.058938,44.258999999999986,11.55400000000003,0.686077,0,48,1,0,78,156,78,82,79
4,10,complete,80,19,60,6.51,5147.624,3.157,50,54,3.177,22,11,0.93939,-0.50213,0.011778,0.93939,-11.40557,0.011778,0.93939,0.50213,0.011778,2.2620000000000005,3.2889999999999873,0.048632999999999996,3.2889999999999873,36,1,0,97,194,97,102,84
