run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
2,21,complete,120,59,60,8.592,8519.244,3.325,59,1,1,-0.001122,0,10.98901,0,-0.13515,0,-0.003653,-0.13515,-11.08665,-0.003653,0.13515,0.09752,0.003653,0.18999999999999773,0.10000000000002274,0.004386,0.07999999999998408,119,1,0,50,100,50,50,44,-27.266,-27.266,1.570796,-27.26613,1610,-27.266:37.711,-27.266130,1,
2,22,complete,121,60,60,3.966,1328.128,2.502,5,2,1,-0.007148,0,11.02288,0,0.02967,0,0,0.02967,-11.037,-0.020481,1.33482,0.69535,0.045377,32.166,7.668000000000006,1.046891,0.007999999999981355,,0,1,67,134,67,70,54,-0.714,3.285,1.570796,1.28552,1680;1680,-0.714:35.545;3.285:35.516,-0.714429;3.285469,1,
2,23,complete,121,60,60,3.404,1817.289,0.999,56,6,3,0,0,11.08345,0,0.29757,0,0.011373,0.29757,-11.2972,0.011373,0.30774,0.11491,0.01162,0.8600000000000136,0.8930000000000291,0.033741,0.8930000000000291,,0,1,71,142,71,78,70,-36.098,19.902,1.570796,-8.09812,1751;1751;1752;1752;1753;1753,-32.098:26.071;-36.098:26.071;19.902:26.071;7.902:26.071;18.902:27.071;9.902:27.071,-32.098120;-36.098120;19.901880;7.901880;18.901880;9.901880,1,
2,24,complete,121,60,60,4.054,1448.135,12.846,7,4,2,0,0,11.00927,0,-0.19897,2.7062,0,-0.19897,-8.30307,-0.206298,1.44918,2.7062,0.085562,45.375,14.009000000000015,1.863737,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734,1,
2,25,complete,120,59,60,2.958,422.016,3.375,16,2,1,0,0,10.90709,0,0.07978,5.27999,0,0.07978,-5.6271,0.224744,0.37535,5.27999,0.145775,6.284999999999997,20.052999999999997,1.891338,0,,0,1,85,170,85,88,80,-12.436,-11.436,1.570796,-11.935767,1908;1908,-11.436:43.203;-12.436:43.203,-11.435767;-12.435767,1,
2,26,complete,120,59,60,4.034,1163.861,2.725,11,2,1,0,0,10.9686,0,0.07973,4.3501,0,0.07973,-6.6185,0.193135,1.71858,4.3501,0.089832,47.10300000000001,18.35699999999997,1.694929,0,,0,1,76,152,76,82,72,-17.004,-13.004,1.570796,-15.004214,1986;1986,-13.004:37.467;-17.004:37.467,-13.004214;-17.004214,1,
2,27,complete,120,59,60,4.88,2744.433,3.428,6,2,1,-0.02474,0,10.9686,0,0,1.10064,0,-0.40941,-9.86795,-0.092128,1.30473,1.10064,0.036423,14.573000000000008,5.849999999999966,0.38352200000000003,0,,0,1,66,132,66,70,66,11.285,12.285,1.570796,11.785332,2054;2054,11.285:39.947;12.285:39.922,11.285485;12.285179,1,
2,28,complete,120,59,60,3.352,665.675,2.082,3,3,2,0.065716,0,10.98902,0,0,2.43171,0,0.56634,-8.55731,0.234333,0.93288,2.43171,0.024247,11.232,1.8879999999999768,0.371676,0.7919999999999732,,0,1,92,184,92,95,80,-13.879,-10.82,1.570796,-12.349737,2147;2148;2148,-10.820:38.437;-11.884:39.369;-13.879:39.238,-10.820140;-11.883650;-13.879333,1,
2,29,complete,121,60,60,4.632,1624.548,2.816,3,2,1,0.047416,0,11.02288,0,0,0,0,-1.7976,-12.24832,0.134542,1.77185,2.99906,0.132615,26.631,19.093000000000018,2.013765,4.069999999999993,,0,1,83,166,83,91,70,5.999,7.997,1.570796,6.998255,2233;2233,7.997:39.448;5.999:39.354,7.997131;5.999379,1,
2,30,complete,129,68,60,3.614,888.625,5.169,11,3,2,-1.800054,-0.24166,3.3522,-0.198364,-0.91741,-0.41348,-0.052794,-0.67574,-3.76567,0.14557,1.01355,0.67975,0.05348,12.492999999999995,5.168999999999983,0.5978900000000003,2.5289999999999964,,0,1,61,122,61,63,64,-9.664,-8.69,1.570796,-9.176938,2261;2261;2262,-9.664:21.368;-8.690:21.141;-8.690:21.141,-9.663856;-8.690021;-8.690021,1,
