run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
4,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,42,2.004,16,8,11.01502,0.002481,-0.021441,0.001796,0.023237,194.555,195.403,0.8479999999999848,,0,1,78,156,78,80,67
4,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,8,-16.727,6,3,11.04092,0.02195,0,0.347439,0.347439,195,204.937,9.937000000000012,,0,1,65,130,65,66,71
4,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,72,0.891,26,13,11.15512,0,0,0,0,194.77,195,0.22999999999998977,,0,1,57,114,57,60,65
4,14,complete,120,59,60,7.566,7101.376,6.276,25,25,30,43,64,43,-3.096,10,5,11.00819,0.00238,0,0.019226,0.019226,193.985,195.169,1.1839999999999975,,0,1,71,142,71,80,78
4,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,25,34,6.756,20,10,11.04134,0.020679,-0.442948,0.020773,0.463721,181.927,195,13.073000000000008,,0,1,55,110,55,55,49
4,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,14,7,11.15512,0.007963,-0.21547,0,0.21547,189.427,195,5.5730000000000075,,0,1,49,98,49,49,48
4,17,complete,122,61,60,5.48,5629.969,2.731,19,19,25,42,47,49,4.747,30,15,11.15507,0.005307,-0.111178,0,0.111178,191.367,195,3.6330000000000098,,0,1,58,116,58,59,60
4,18,complete,120,59,60,3.562,630.087,1.933,18,18,18,19,21,19,-2.396,12,6,10.92579,0.074052,-0.485783,0.04529,0.531073,194.566,214.87,20.304000000000002,,0,1,86,172,86,97,82
4,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,9,9.832,6,3,10.93185,0.093596,-1.386985,0.027533,1.414518,176.13,195,18.870000000000005,,0,1,72,144,72,73,59
4,20,complete,120,59,60,4.246,1052.603,1.069,5,5,5,6,27,26,-8.641,10,5,10.95352,0.056802,-0.262677,0.145026,0.407703,189.112,200.707,11.594999999999999,,0,1,122,244,122,127,82
4,21,complete,121,60,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,20,10,11.04788,0,0,0,0,195,195.001,0.0010000000000047748,,0,1,50,100,50,50,44
4,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,6,15,17,-3.468,16,8,11.04758,0.04309,-0.017868,0.460078,0.477946,186.811,195.994,9.182999999999993,,0,1,67,134,67,70,54
4,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,36,18,11.15506,0.007031,-0.016349,0.003638,0.019986999999999998,193.75,195.054,1.304000000000002,,0,1,71,142,71,78,70
4,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.02969,-0.362218,0,0.362218,179.73,195,15.27000000000001,,0,1,66,132,66,67,62
4,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,16,8,10.9315,0.075406,-0.126717,1.231692,1.358409,195,223.506,28.506,,0,1,85,170,85,88,80
4,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,41,43,-3.504,24,12,11.04748,0.111992,-0.007786,0.63754,0.645326,195,218.929,23.929000000000002,,0,1,76,152,76,82,72
4,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,6,13.294,6,3,10.9314,0.024253,-0.195266,0,0.195266,155.04,195,39.96000000000001,,0,1,66,132,66,70,66
4,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,3,-9.773,4,2,10.93239,0.09271,0,0.73169,0.73169,195,216.297,21.296999999999997,,0,1,92,184,92,95,80
4,29,complete,120,59,60,4.632,1624.548,2.816,3,3,12,16,22,2,8.858,2,1,10.9253,0.092533,-0.819956,0,0.819956,166.096,195,28.903999999999996,,0,1,83,166,83,91,70
4,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,11,6.887,4,2,10.9314,0.089827,-1.089863,0.061209,1.151072,163.755,195,31.245000000000005,,0,1,61,122,61,63,64
4,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,4,-7.363,2,1,10.92446,0.066489,0,1.287671,1.287671,195,247.806,52.80600000000001,,0,0,58,116,58,65,67
4,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,26,-6.641,16,8,11.04065,0.194863,-2.162062,0,2.162062,186.877,204.225,17.347999999999985,,0,1,65,130,65,69,61
4,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,21,-12.937,10,5,11.04065,0.012682,0,0.408198,0.408198,195,210.815,15.814999999999998,,0,1,60,120,60,61,58
4,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,38,-6.145,28,14,11.04065,0.039526,0,0.301375,0.301375,195,209.311,14.311000000000007,,0,1,74,148,74,79,73
4,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,14,6.288,4,2,11.15506,0.009455,-0.142661,0,0.142661,191.6,195,3.4000000000000057,,0,1,38,76,38,38,48
4,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,5,-19.524,4,2,10.93166,0.020277,0,0.784668,0.784668,195,217.302,22.301999999999992,,0,1,63,126,63,63,48
4,37,complete,120,59,60,3.776,957.905,2.374,13,13,14,23,27,14,15.43,8,4,10.92492,0.060102,-0.607942,0.049344,0.657286,141.716,195,53.28399999999999,,0,1,71,142,71,83,62
