run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
5,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,40,20,11.15506,0.004358,-0.016474,0,0.016474,194.529,195,0.47100000000000364,,0,1,71,142,71,78,70
5,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.086754,-0.531958,0,0.531958,192.569,219.529,26.960000000000008,,0,1,66,132,66,67,62
5,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,16,8,10.93171,0.057054,0,1.037387,1.037387,195,208.815,13.814999999999998,,0,1,85,170,85,88,80
5,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,23,43,-3.504,24,12,11.04749,0.118845,-0.058756,0.430304,0.48906000000000005,195,217.206,22.20599999999999,,0,1,76,152,76,82,72
5,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,6,13.294,6,3,10.9314,0.022292,-0.300221,0,0.300221,164.856,195,30.144000000000005,,0,1,66,132,66,70,66
5,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,3,-9.773,4,2,10.92579,0.134908,0,0.978132,0.978132,189.325,200.051,10.725999999999999,,0,0,92,184,92,95,80
5,29,complete,120,59,60,4.632,1624.548,2.816,3,3,12,16,19,2,8.858,2,1,10.92579,0.044194,-0.539052,0,0.539052,171.27,195,23.72999999999999,,0,1,83,166,83,91,70
5,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,11,6.887,4,2,10.9314,0.133893,-1.400311,0.20458,1.604891,176.19,195,18.810000000000002,,0,0,61,122,61,63,64
5,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,4,-7.363,2,1,10.92448,0.093405,0,1.494404,1.494404,195,224.994,29.994,,0,1,58,116,58,65,67
5,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,25,-7.141,12,6,11.04067,0.108101,0,1.375325,1.375325,195,201.746,6.746000000000009,,0,1,65,130,65,69,61
5,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,21,-12.937,10,5,11.04065,0.012682,0,0.408717,0.408717,195,210.849,15.84899999999999,,0,1,60,120,60,61,58
5,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,38,-6.145,28,14,11.04065,0.013126,0,0.307295,0.307295,195,204.886,9.885999999999996,,0,1,74,148,74,79,73
5,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,14,6.288,4,2,11.15514,0.00945,-0.142963,0,0.142963,191.583,195,3.4170000000000016,,0,1,38,76,38,38,48
5,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,5,-19.524,4,2,10.92492,0.030596,-0.147698,0.16123,0.308928,195,232.92,37.91999999999999,,0,1,63,126,63,63,48
5,37,complete,120,59,60,3.776,957.905,2.374,13,13,14,23,27,14,15.43,8,4,10.93209,0.089308,-1.035038,0,1.035038,177.357,195,17.643,,0,1,71,142,71,83,62
