run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
3,21,complete,121,60,60,8.592,8519.244,3.325,59,59,2.212,4,2,-0.05585,0,-0.001441,-0.05585,-11.05754,-0.001441,0.05585,0.02418,0.001441,0.04399999999998272,0.03699999999997772,0.001201,0.03699999999997772,,0,1,50,100,50,50,44
3,22,complete,121,60,60,3.966,1328.128,2.502,5,4,1.14,2,1,-0.22841,0,-0.00784,-0.22841,-11.01583,-0.00784,1.41097,0.73105,0.05804,43.718999999999994,10.62299999999999,1.374425,0.009000000000014552,,0,1,67,134,67,70,54
3,23,complete,122,61,60,3.404,1817.289,0.999,56,3.993,-32.523,2,1,0,0,-0.01458,-0.40863,-11.89881,-0.01458,0.6524,0.92541,0.025716,3.323999999999984,3.680000000000007,0.13511800000000002,2.408999999999992,,0,1,71,142,71,78,70
3,24,complete,121,60,60,4.054,1448.135,12.846,7,7,14.057,6,3,0,2.52682,0,-0.51956,-8.48221,-0.226249,1.69565,2.52682,0.080114,48.156000000000006,13.666999999999973,1.877073,0,,0,1,66,132,66,67,62
3,25,complete,126,65,60,2.958,422.016,3.375,16,0,9.397,1,1,0.53514,-1.4737,0.114758,0.17119,-3.39664,-0.288552,1.67418,2.10621,0.114758,52.69200000000001,20.115999999999985,2.121041,3.608000000000004,,0,1,85,170,85,88,80
3,26,complete,121,60,60,4.034,1163.861,2.725,11,0,-16.025,1,1,0,3.76594,0,0.44679,-7.23627,0.302052,1.89469,3.76594,0.095445,29.422000000000025,17.13299999999998,1.6244560000000001,0,,0,1,76,152,76,82,72
3,27,complete,121,60,60,4.88,2744.433,3.428,6,0,12.929,1,1,0,1.18594,0,-1.52095,-9.81639,-0.091902,1.13533,1.38064,0.026762,18.346000000000004,5.350999999999999,0.48107700000000003,0,,0,1,66,132,66,70,66
3,28,complete,120,59,60,3.352,665.675,2.082,3,4,-9.273,6,3,0,2.27584,0,0.55587,-8.68595,0.280924,1.79691,2.27584,0.133073,28.48599999999999,2.6070000000000277,0.417231,1.4599999999999795,,0,1,92,184,92,95,80
3,29,complete,120,59,60,4.632,1624.548,2.816,3,1.997,10.825,2,1,0,1.56004,0,-0.88023,-9.42898,-0.15309,2.21543,1.56004,0.074006,64.60199999999998,11.43100000000004,2.1913180000000003,0,,0,1,83,166,83,91,70
3,30,complete,122,61,60,3.614,888.625,5.169,11,0,10.532,1,1,-1.085,0.3468,-0.036816,-0.2265,-0.11845,0.025726,1.77992,2.18096,0.086998,51.91199999999998,22.973000000000013,1.9170479999999999,0,,0,1,61,122,61,63,64
