run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,16,1,1,247,START,12127;12132,12.000,10.808,0.000000,-0.265190,-0.265190,11.222914,0.548138,-10.674776,0.000000,-0.112222,-0.112222,-10.674776,0.265190,195.000,0.000000,0.000,0.000000,4,4
3,16,1,2,248,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,12127,6.025,13.361,-0.265190,-0.524525,-0.259334,0.548138,0.612831,0.064693,-0.112222,-0.106810,0.005411,0.064693,0.259334,194.937,-0.026836,-0.063,-0.026836,2,2
3,16,2,1,256,START,12128;12140;12148,14.311,36.935,-0.510641,-0.508467,0.002174,1.086790,-1.139676,-2.226465,-0.103983,-0.025989,0.077994,-2.226465,-0.002174,193.885,-0.241012,0.000,0.000000,3,6
3,16,2,2,257,PART_CHANGE+WIDTH_CHANGE,12128;12140,11.155,35.245,-0.508467,-0.511264,-0.002797,-1.139676,-1.068906,0.070769,-0.025989,-0.025811,0.000178,0.070769,0.002797,193.763,-0.247227,-0.122,-0.006215,2,4
3,16,2,3,259,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12140,0.257,40.462,-0.503884,-0.491358,0.012527,-1.016895,-0.975149,0.041747,-0.025132,-0.024182,0.000950,0.041747,-0.012527,193.520,-0.259409,-0.364,-0.018397,1,2
3,16,2,4,269,PART_CHANGE+WIDTH_CHANGE,12140;12148,3.466,41.003,-0.341678,-0.309161,0.032517,-0.607446,-0.588945,0.018501,-0.015434,-0.013883,0.001551,0.018501,-0.032517,192.462,-0.309332,-1.423,-0.068320,2,4
3,16,2,5,305,PART_CHANGE+WIDTH_CHANGE,12140,0.292,39.704,0.354534,0.370521,0.015987,0.639112,0.673449,0.034336,0.016193,0.017022,0.000829,0.034336,-0.015987,192.753,-0.296267,-1.131,-0.055255,1,2
3,16,2,6,314,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12128;12140,11.152,35.172,0.474273,0.509749,0.035476,0.947627,0.929349,-0.018278,0.023467,0.025551,0.002084,-0.018278,-0.035476,193.700,-0.251158,-0.185,-0.010146,2,4
3,16,2,7,318,PART_CHANGE+WIDTH_CHANGE,12128,7.047,33.604,0.537794,0.546390,0.008596,1.030520,1.064486,0.033966,0.028018,0.028842,0.000824,0.033966,-0.008596,194.232,-0.223942,0.347,0.017070,1,2
3,16,2,8,319,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,12127;12128;12132,58.032,8.243,0.546390,0.291387,-0.255003,1.064486,-0.219724,-1.284210,0.028842,0.015513,-0.013329,-1.284210,0.255003,194.371,-0.216616,0.486,0.024396,3,6
