run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,21,1,241,484,244,1562;1590,195.000,195.615,0.615,483.343,483.330,-0.013,0.000000,0.000501,0.000501,-0.167790,0.000000,0.167790,-0.395051,-0.000000,0.395051,-0.014626,0.000000,0.014626,,,,54.002,59.003,2.192,0.167790,241,59.000,2.192,-11.444909,0.167790,0.014626,241,0.167790,1.434732,3
1,22,1,243,245,3,1616;1618;1620,195.000,195.584,0.584,486.487,485.519,-0.968,0.000000,-0.077702,-0.077702,0.930850,1.763715,0.832865,0.011343,-0.075925,-0.087269,-0.130033,-0.211013,-0.080979,,,,4.066,6.000,3.748,1.763715,245,4.066,3.748,-0.075925,-1.763715,0.211013,245,1.763715,3.129951,3
1,22,2,286,289,4,1643;1635;1642;1650,212.299,213.152,0.853,498.309,497.119,-1.190,-2.077566,-2.126840,-0.049274,1.454324,0.682865,-0.771459,0.068184,-0.842743,-0.910928,-0.125080,-0.015259,0.109820,,,,0.849,6.179,24.077,0.294439,287,6.179,23.475,-1.055490,0.294439,0.076276,287,0.294439,0.834636,4
1,22,3,306,484,179,1643;1664;1665;1668;1676;1663,215.974,224.222,8.248,495.699,499.757,4.058,-2.189902,-1.860677,0.329225,0.565160,-0.240144,-0.805304,0.128387,-0.016284,-0.144671,-0.008076,-0.012051,-0.003975,,,,0.813,28.634,25.277,0.102066,471,5.093,0.153,-0.002068,-0.102066,0.012958,380,0.102066,3.201405,14
1,23,1,244,482,239,1691;1714;1721,195.000,194.477,-0.523,494.622,494.182,-0.440,0.000000,-0.021426,-0.021426,0.210054,0.000000,-0.210054,-0.153003,0.000000,0.153003,0.007930,0.000000,-0.007930,,,,9.001,56.000,14.886,0.210054,244,56.000,8.098,-11.321451,-0.210054,0.009190,273,0.210054,1.238069,3
1,24,1,240,244,5,1759;1761;1762,195.000,194.261,-0.739,487.068,489.509,2.441,0.000000,-0.199522,-0.199522,-0.295523,-1.484289,-1.188766,3.221043,2.399686,-0.821358,-0.262915,-0.153869,0.109046,,,,2.213,7.000,17.925,0.351435,244,2.357,17.925,-0.159466,0.351435,0.262915,240,0.351435,1.484289,5
1,24,2,249,480,232,1817;1818;1819;1820;1821;1813;1814;1816;1804;1808;1810;1811;1812;1784;1799,192.478,151.773,-40.704,492.528,500.749,8.220,-0.384438,-1.833617,-1.449178,-1.541091,-0.000000,1.541091,-0.615979,-0.000000,0.615979,-0.104314,-0.000000,0.104314,,,,0.375,44.375,27.332,0.208020,341,2.887,25.689,-0.057268,-0.208020,0.082708,338,0.208020,3.855766,21
1,25,1,238,238,1,1825;1829;1832,195.000,195.000,0.000,478.489,478.489,0.000,0.000000,0.000000,0.000000,0.358630,0.358630,0.000000,-0.982604,-0.982604,0.000000,0.253161,0.253161,0.000000,,,,16.000,16.000,4.436,0.358630,238,16.000,4.436,-11.986869,-0.358630,0.253161,238,0.358630,0.358630,1
1,25,2,286,288,3,1878,198.939,199.198,0.259,486.541,486.268,-0.273,2.780850,2.816448,0.035598,0.418698,0.749721,0.331023,-0.524092,-0.387232,0.136860,0.097015,0.034649,-0.062366,,,,0.319,0.353,6.900,0.244284,287,0.331,6.108,0.068553,-0.244284,0.115039,286,0.244284,0.449323,2
1,25,3,293,485,193,1878;1830;1863;1869,200.143,176.074,-24.069,486.052,497.318,11.266,2.860121,2.098581,-0.761540,0.767858,-0.908091,-1.675949,-0.121686,-0.216731,-0.095046,0.023233,-0.131178,-0.154411,,,,0.225,30.526,25.589,0.260359,484,3.079,2.271,-0.108605,-0.260359,0.038618,484,0.260359,3.434193,8
1,25,4,495,528,34,1906;1908,173.859,162.697,-11.162,497.547,500.777,3.230,1.778584,1.252981,-0.525602,-1.051863,-1.455803,-0.403940,0.208609,0.766008,0.557399,-0.100884,-0.067961,0.032923,,,,0.978,3.000,11.608,0.176253,496,0.983,2.105,-0.011382,0.176253,0.028500,496,0.176253,0.873663,4
