run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
4,31,1,240,241,2,7783;7794;7800,195.000,195.093,0.093,482.110,481.580,-0.530,0.000000,0.069482,0.069482,0.364949,0.480311,0.115362,0.442359,0.511501,0.069141,0.273524,0.246955,-0.026569,4.060,9.000,10.082,0.480311,241,4.060,10.082,0.069141,-0.480311,0.273524,240,0.480311,0.845260,2
4,31,2,276,480,205,7801;7809;7816;7818;7834;7830;7817;7829,199.046,183.276,-15.771,495.276,503.527,8.251,2.102342,1.316914,-0.785428,0.206458,0.000000,-0.206458,0.477513,0.000000,-0.477513,-0.024476,-0.000000,0.024476,0.867,27.613,24.769,0.262710,349,24.731,4.427,-0.743505,-0.262710,0.241653,276,0.262710,5.360327,14
4,32,1,241,241,1,7844,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.173634,1.173634,0.000000,-0.333737,-0.333737,0.000000,1.000,1.000,3.859,0.138110,241,1.000,3.859,-9.869491,0.138110,0.333737,241,0.138110,0.138110,1
4,32,2,250,250,1,7842,194.697,194.697,0.000,486.304,486.304,0.000,-0.732146,-0.732146,0.000000,-0.280888,-0.280888,0.000000,1.408902,1.408902,0.000000,-0.286957,-0.286957,0.000000,2.156,2.156,5.210,0.146826,250,2.156,5.210,-0.273232,0.146826,0.036995,250,0.146826,0.146826,1
4,32,3,270,512,243,7837;7838;7839;7854;7866,193.344,199.063,5.719,495.132,506.336,11.204,-2.114406,-1.755572,0.358835,-0.212472,0.000012,0.212484,1.526596,0.000002,-1.526595,0.053571,0.000000,-0.053571,0.983,67.262,36.345,0.163592,304,66.282,3.947,-0.011945,0.163592,0.320678,270,0.163592,2.337797,11
4,33,1,245,246,2,7908;7913;7920,195.000,195.107,0.107,490.664,490.630,-0.034,0.000000,0.041940,0.041940,0.421492,0.666387,0.244895,0.602852,0.671380,0.068527,0.165101,0.155192,-0.009909,5.038,18.000,18.202,0.421492,245,18.000,12.437,-10.520511,-0.421492,0.165101,245,0.421492,0.666387,2
4,33,2,261,504,244,7912;7917;7963;7962;7913,197.532,190.366,-7.166,495.126,494.042,-1.084,0.606753,0.353315,-0.253438,0.790199,-0.294912,-1.085111,-0.299326,-0.148794,0.150532,0.136238,-0.010930,-0.147167,0.421,33.574,27.294,0.352261,263,0.620,0.873,0.067500,-0.352261,0.042732,273,0.352261,5.743930,21
4,34,1,241,484,244,7968;7970;7986;7993;8029,195.000,224.585,29.585,484.896,489.229,4.333,0.000000,1.083689,1.083689,0.112030,-0.760331,-0.872361,3.101232,0.381425,-2.719807,0.190339,-0.026429,-0.216768,0.319,38.416,20.633,2.546006,253,0.380,3.812,0.051884,-2.546006,0.190339,241,2.546006,11.734456,15
4,35,1,247,248,2,8043;8047,195.000,194.725,-0.275,503.760,503.362,-0.398,0.000000,-0.015794,-0.015794,-1.080781,-1.088184,-0.007403,-0.041348,0.029643,0.070991,-0.062173,-0.061757,0.000416,5.015,14.000,9.060,1.080781,247,14.000,6.288,-11.300363,1.080781,0.062173,247,1.080781,1.088184,2
4,35,2,258,488,231,8047;8049;8055;8073;8075;8043,192.071,193.548,1.477,504.374,503.820,-0.553,-0.166445,-0.079935,0.086510,-1.015755,-0.351492,0.664263,0.126628,0.157026,0.030398,-0.061001,-0.020428,0.040573,0.181,29.402,29.353,0.340509,266,29.402,14.777,-1.067777,-0.340509,0.022877,266,0.340509,2.548657,13
