run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
4,16,1,247,248,2,6649;6654,195.000,194.937,-0.063,500.245,500.016,-0.229,0.000000,-0.026836,-0.026836,-0.265190,-0.524525,-0.259334,0.548137,0.612831,0.064693,-0.112222,-0.106810,0.005411,6.025,12.000,13.361,0.265190,247,12.000,10.808,-10.674764,0.265190,0.112222,247,0.265190,0.524525,2
4,16,2,256,488,233,6650;6662;6670;6649;6654,193.885,194.346,0.461,501.570,502.285,0.715,-0.241011,-0.217883,0.023129,-0.508465,0.000000,0.508465,-1.139674,0.000000,1.139674,-0.025989,0.000000,0.025989,0.212,58.032,41.197,0.254994,319,58.032,8.243,-1.284261,0.254994,0.077994,256,0.254994,2.379402,17
4,17,1,245,246,2,6696;6704,195.000,194.922,-0.078,494.579,494.177,-0.401,0.000000,-0.017972,-0.017972,-0.307786,-0.626533,-0.318747,0.020361,0.091116,0.070755,-0.070750,-0.062132,0.008618,5.017,19.000,9.747,0.318747,246,5.017,8.221,0.070755,0.318747,0.070750,245,0.318747,0.626533,2
4,17,2,254,496,243,6697;6696,193.684,197.624,3.940,494.704,494.112,-0.592,-0.140758,-0.006456,0.134302,-0.676798,0.487802,1.164600,-0.608865,-0.185512,0.423353,-0.040038,0.018153,0.058192,0.363,29.272,12.062,0.102733,475,29.272,1.153,-0.686857,0.102733,0.020463,254,0.102733,2.129770,5
4,18,1,241,243,3,6767;6768;6777;6782,195.000,195.251,0.251,479.188,478.155,-1.033,0.000000,0.051189,0.051189,0.556200,0.154840,-0.401361,-0.540261,-0.710111,-0.169850,0.088655,0.176238,0.087583,5.992,18.000,3.855,0.556200,241,18.000,2.896,-11.556385,-0.556200,0.088655,241,0.556200,0.957561,3
4,18,2,298,540,243,6783;6795;6798;6802;6803;6806;6763;6766;6791;6759;6792;6784;6761;6775;6776;6782;6790;6799,197.175,173.943,-23.232,493.220,499.884,6.665,2.241365,1.207721,-1.033644,-0.142540,-0.000008,0.142532,1.175166,-0.000004,-1.175170,-0.058446,0.000000,0.058446,0.957,39.557,32.158,0.311706,322,21.531,18.458,-0.872139,0.311706,0.202257,298,0.311706,6.082031,27
4,19,1,238,238,1,6857,195.000,195.000,0.000,479.359,479.359,0.000,0.000000,0.000000,0.000000,-0.110734,-0.110734,0.000000,2.312438,2.312438,0.000000,-0.309144,-0.309144,0.000000,7.000,7.000,10.832,0.110734,238,7.000,10.832,-8.691827,0.110734,0.309144,238,0.110734,0.110734,1
4,19,2,263,504,242,6884;6912;6909;6904,194.345,196.839,2.494,498.325,501.891,3.566,-1.829507,-1.650518,0.178988,-0.071331,0.000835,0.072166,0.866515,-0.000440,-0.866955,0.030007,-0.000083,-0.030090,0.989,28.284,27.329,0.136221,277,28.284,16.673,-0.989419,-0.136221,0.312624,263,0.136221,4.801602,20
4,20,1,238,240,3,6950;6962,195.000,194.488,-0.512,479.464,478.811,-0.653,0.000000,0.055840,0.055840,-0.793230,-1.453610,-0.660380,-0.135371,-0.375102,-0.239731,0.071605,0.180212,0.108607,4.017,5.000,1.859,0.793230,238,5.000,1.859,-11.151495,0.793230,0.090296,239,0.793230,1.453610,2
4,20,2,291,293,3,6963;6979;6984;6989;6992;6997;7000;7003;7008,177.636,176.902,-0.734,495.251,495.213,-0.038,2.145115,2.117102,-0.028013,-1.450735,-1.430631,0.020105,0.598464,0.735290,0.136826,-0.054838,-0.055420,-0.000582,1.709,21.088,25.512,0.246257,291,21.088,20.620,-2.264574,0.246257,0.204164,291,0.246257,0.266361,3
4,20,3,299,480,182,7033;7036;7037;7034;7022;6973;7014;7025;7002,174.805,156.663,-18.142,496.586,497.366,0.780,2.035867,1.334382,-0.701485,-1.300053,0.235363,1.535416,-0.161798,-0.015161,0.146637,-0.046378,0.011591,0.057970,0.871,21.161,12.889,0.161248,372,21.152,2.540,-0.569564,-0.161248,0.019324,372,0.161248,3.683342,15
