run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
1,1,complete,121,60,60,4.348,1775.255,7.415,3,1,0.652,2,1,0,0,0.01024,1.03507,-11.37547,0.01024,1.39358,1.13811,0.077561,36.20099999999999,6.251999999999953,0.9056200000000001,1.433999999999969,,0,1,88,176,88,91,83
1,2,complete,132,71,60,4.144,971.803,3.723,6,0,10.564,1,1,0.6983,1.80686,-0.168064,-0.20763,-0.86969,-0.024083,0.6983,1.80686,0.168064,0.7469999999999857,0.6329999999999814,0.0733109999999999,0,131,1,0,83,166,83,90,76
1,3,complete,121,60,60,6.218,2680.781,8.535,8,0,19.161,1,1,0,0,0.014422,-1.02235,-11.41526,0.014422,0.75848,0.31278,0.0232,3.790999999999997,0.742999999999995,0.05432000000000001,0.13700000000000045,,0,1,89,178,89,93,68
1,4,complete,120,59,60,2.636,378.793,10.821,9,5,-1.944,2,1,0.23495,0,0,0.23495,-10.92014,0.052003,1.75557,2.60806,0.07072,42.34299999999999,22.843999999999994,1.122498,0.0009999999999763531,,0,1,54,108,54,54,62
1,5,complete,131,70,60,4.202,918.333,0.519,9,0,-21.547,1,1,0.14981,0.15448,0.005915,0.57609,-2.07007,0.208652,0.87766,1.09674,0.04101,5.995999999999981,5.160000000000025,0.25624199999999986,0,,0,1,84,168,84,91,85
1,6,complete,140,79,60,4.956,1754.612,4.805,35,5.385,22.459,3,3,-1.05212,0.70083,-0.035805,-0.57726,-2.32734,-0.124767,1.47209,1.33169,0.067674,12.184999999999974,8.488999999999976,0.4379550000000001,0,,0,1,63,126,63,66,67
1,7,complete,120,59,60,4.74,1831.832,2.853,4,2,-13.103,2,1,0.15361,3.08503,0,0.15361,-7.82205,0.249794,1.87769,3.31982,0.245994,26.123999999999995,4.933999999999969,0.354718,0,,0,1,102,204,102,107,84
1,8,complete,123,62,60,5.508,2566.696,2.475,5,2.228,9.012,2,2,0.84368,-0.52078,0.018923,0.418,-6.42723,-0.216313,0.84368,0.52078,0.025261,9.256,2.0400000000000205,0.33552400000000004,1.4610000000000127,,0,1,68,136,68,69,57
1,9,complete,124,63,60,5.038,2670.843,2.201,5,0,22.835,1,1,1.62199,-2.00805,0.086806,0.12141,-0.49023,-0.045304,1.9037,2.00805,0.086806,44.628000000000014,7.071000000000026,1.325857,7.071000000000026,,0,1,78,156,78,82,79
1,10,complete,121,60,60,6.51,5147.624,3.157,50,0,-18.516,1,1,0,0,0,-0.58773,-12.56277,-0.068332,1.13844,1.20157,0.067293,21.019999999999982,7.286000000000001,0.579178,6.4739999999999895,,0,1,97,194,97,102,84
