run,piece,transition_index,previous_event_index,next_event_index,previous_end_substep,next_start_substep,gap_substeps,previous_duration_substeps,next_duration_substeps,previous_end_x,next_start_x,delta_x_during_gap,previous_end_y,next_start_y,delta_y_during_gap,previous_end_angle,next_start_angle,delta_angle_during_gap,previous_end_vx,next_start_vx,delta_vx_across_gap,previous_end_vy,next_start_vy,delta_vy_across_gap,previous_end_angular_velocity,next_start_angular_velocity,delta_angular_across_gap,next_start_contact_width_px,next_start_contact_offset_px,previous_max_abs_delta_vx,previous_max_abs_delta_angular,previous_max_delta_vt,loop_class,angular_persistence,linear_persistence
1,5,1,1,2,239,250,10,1,2,195.000,194.659,-0.341,480.386,484.885,4.500,0.000000,-0.693273,-0.693273,-0.126928,-0.302505,-0.175577,1.399164,0.298229,-1.100935,-0.258288,-0.228479,0.029809,2.947,2.118,0.126928,0.258288,0.126928,ANGULAR_RECONTACT_LOOP,1,0
1,5,2,2,3,251,285,33,2,244,194.582,189.371,-5.212,484.992,497.074,12.083,-0.751313,-2.098089,-1.346777,-0.655078,-0.371339,0.283739,0.367922,0.959684,0.591762,-0.169284,0.038900,0.208183,10.655,24.379,0.352574,0.059195,0.352574,MIXED_RECONTACT_LOOP,0,0
