run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids,narrow_landing_evaluated,narrow_landing_contact_width_px,narrow_landing_contact_source,narrow_landing_contact_offset_px,narrow_landing_angular_before,narrow_landing_angular_delta,narrow_landing_angular_after,narrow_landing_width_condition,narrow_landing_offset_condition,narrow_landing_delta_condition,narrow_landing_correction,narrow_landing_correction_applied
1,11,complete,121,60,60,7.92,8547.864,7.191,25,1,1,-0.00286,0,11.06329,0,-0.07447,0,-0.002453,-0.07447,-11.08271,-0.002453,0.07447,0.01638,0.002453,0.14699999999999136,0.03100000000000591,0.0046359999999999995,0.021000000000015007,119,1,0,78,156,78,80,67,-6.892,-6.892,1.570796,-6.8919,906,-6.892:36.392,-6.891900,1,,0,,,,0.000000,,0.000000,0,0,0,0.000000,0
1,12,complete,122,61,60,3.718,2601.283,4.837,6,1,1,0.078277,0,11.13021,0,0,1.82776,0,0.85778,-9.30246,0.101067,1.09465,1.82776,0.046838,8.776999999999987,5.865000000000009,0.316245,0,,0,1,65,130,65,66,71,-17.986,-17.986,1.570796,-17.985709,973,-17.986:28.180,-17.985709,1,,1,50.920,geometry-edge,3.158,0.000000,-0.000000,0.000000,0,0,0,0.000000,0
1,13,complete,122,61,60,4.536,3981.248,4.575,14,2,1,-0.018625,0,11.20316,0,0,0.00802,0,-0.57306,-11.19514,-0.024449,0.57943,0.37094,0.025085,5.164000000000016,0.6229999999999905,0.19911399999999999,0.19599999999996953,,0,1,57,114,57,60,65,0.328,2.328,1.570796,1.327936,1031;1031,0.328:23.486;2.328:23.449,0.328110;2.327763,1,,1,37.851,geometry-edge,12.431,0.000000,-0.000000,0.000000,0,1,0,0.000000,0
1,14,complete,121,60,60,7.566,7101.376,6.276,25,1,1,0.011202,0,11.09016,0,0,0,0.014665,0.49266,-11.14672,0.014665,0.49277,0.09352,0.014665,10.424000000000007,0.35199999999997544,0.28092100000000003,0.3240000000000123,,0,1,71,142,71,80,78,4.013,4.013,1.570796,4.012755,1105,4.013:34.978,4.012755,1,,1,0.190,geometry-edge,2.213,0.000659,0.000151,0.000810,1,0,0,0.000000,0
1,15,complete,120,59,60,5.814,3593.304,4.465,13,4,2,0,0,10.97541,0,-0.231,2.31623,0,-0.231,-8.65918,-0.207036,1.64711,2.79123,0.181408,48.03899999999999,10.48599999999999,2.349167,0,,0,1,55,110,55,55,49,10.756,23.756,1.570796,17.255934,1161;1161;1162;1162,23.756:36.932;11.756:36.932;23.756:37.932;10.756:37.932,23.755934;11.755934;23.755934;10.755934,1,,1,4.107,geometry-edge,13.452,0.024233,-0.000461,0.023772,1,1,0,0.000000,0
1,16,complete,125,64,60,3.306,3597.108,6.323,12,3,3,-0.230133,-0.59766,0.93349,-0.08291,-0.27286,-0.62081,-0.01415,0.3248,-1.5543,0.06876,0.27533,0.62081,0.014289,1.413000000000011,1.5710000000000264,0.07327599999999998,1.2900000000000205,,0,1,49,98,49,49,48,-44.06,-36.788,1.570796,-40.423674,1196;1198;1201,-44.060:18.825;-40.910:19.114;-36.788:19.176,-44.059507;-40.910492;-36.787840,1,,1,46.315,geometry-edge,14.065,0.000000,0.000000,0.000000,0,1,0,0.000000,0
1,17,complete,122,61,60,5.48,5629.969,2.731,19,2,1,-0.017141,0,11.1167,0,0,0.19993,0,-0.57553,-10.91677,-0.063531,0.93732,0.54743,0.062564,11.705000000000013,3.7770000000000437,0.48061299999999996,3.13900000000001,,0,1,58,116,58,59,60,5.708,10.707,1.570796,8.20746,1273;1273,5.708:26.853;10.707:26.767,5.707827;10.707093,1,,1,5.065,geometry-edge,9.896,0.023695,-0.000364,0.023331,1,1,0,0.000000,0
1,18,complete,120,59,60,3.562,630.087,1.933,18,1,1,0.021836,0,10.98221,0,0,0,0.012856,-0.60518,-11.37776,0.012856,0.59651,0.20688,0.020763,5.780000000000001,0.4490000000000123,0.082982,0.3090000000000259,,0,1,86,172,86,97,82,5.172,5.172,1.570796,5.172287,1359,5.172:42.711,5.172287,1,,1,18.000,geometry-edge,2.922,0.001738,-0.002243,-0.000505,0,0,0,0.000000,0
1,19,complete,129,68,60,4.006,1049.179,2.425,8,2,2,-1.761395,-0.43443,3.30097,-0.197217,-0.36601,1.43935,0.047696,0.06841,-1.86162,0.244913,0.53231,1.43935,0.047696,2.8770000000000095,1.169999999999959,0.19203199999999998,0,,0,1,72,144,72,73,59,-31.123,-29.951,1.570796,-30.536925,1369;1370,-31.123:19.925;-29.951:20.718,-31.122594;-29.951256,1,,1,17.023,geometry-edge,3.821,-0.000012,-0.000068,-0.000080,0,0,0,0.000000,0
1,20,complete,137,76,60,4.246,1052.603,1.069,5,1,1,1.959065,-0.73553,1.00889,-0.04848,-0.84392,-0.05122,-0.030199,-0.10839,-1.06011,0.018281,0.90984,0.28417,0.075646,19.47800000000001,1.478999999999985,0.8531660000000001,0.04099999999999682,,0,1,122,244,122,127,82,-1.495,-1.495,1.570796,-1.494528,1462,-1.495:24.626,-1.494528,1,,1,2.894,geometry-edge,3.675,-0.004316,0.000881,-0.003435,1,0,0,0.000000,0
