run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,11,1,1,242,START,844,16.000,1.004,0.000000,-0.040074,-0.040074,11.064988,0.004900,-11.060088,0.000000,-0.005200,-0.005200,-11.060088,0.040074,195.000,0.000000,0.000,0.000000,2,2
1,12,1,1,246,START,917;920;925,8.000,16.727,0.000000,0.366254,0.366254,11.151862,2.538675,-8.613187,0.000000,0.195949,0.195949,-8.613187,-0.366254,195.000,0.000000,0.000,0.000000,6,6
1,12,1,2,247,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,917,4.045,19.148,0.366254,0.594414,0.228160,2.538675,2.599798,0.061123,0.195949,0.185819,-0.010130,0.061123,-0.228160,195.093,0.049776,0.093,0.049776,2,2
1,12,2,1,255,START,960;961,1.717,21.369,0.579203,0.989306,0.410103,3.007156,-1.158896,-4.166051,0.181064,0.139510,-0.041554,-4.166051,-0.410103,196.250,0.411604,0.000,0.000000,2,4
1,12,2,2,256,RESPONSE,960;961,1.766,20.541,0.989306,1.375545,0.386238,-1.158896,-2.046782,-0.887887,0.139510,0.126764,-0.012746,-0.887887,-0.386238,196.502,0.447043,0.251,0.035439,2,4
1,12,2,3,257,PART_CHANGE+WIDTH_CHANGE+RESPONSE,960,0.461,19.093,1.375545,1.672315,0.296771,-2.046782,-2.107486,-0.060704,0.126764,0.111723,-0.015042,-0.060704,-0.296771,196.851,0.479244,0.601,0.067640,1,2
1,12,2,4,258,RESPONSE,960,0.486,18.388,1.672315,1.875206,0.202891,-2.107486,-2.028592,0.078894,0.111723,0.103655,-0.008068,0.078894,-0.202891,197.276,0.507624,1.026,0.096020,1,2
1,12,3,1,268,START,970,1.379,21.075,1.813268,1.920557,0.107288,-1.349924,-1.697332,-0.347409,0.100231,0.082655,-0.017577,-0.347409,-0.107288,201.850,0.760481,0.000,0.000000,1,2
1,12,3,2,304,PART_CHANGE+WIDTH_CHANGE,923;970,5.091,4.156,1.931781,1.871876,-0.059905,-0.111913,-0.298449,-0.186536,0.051918,0.052312,0.000393,-0.186536,0.059905,220.258,1.316595,18.408,0.556114,2,4
1,12,3,3,306,PART_CHANGE+WIDTH_CHANGE,923,0.974,5.252,1.833817,1.875076,0.041259,-0.267082,-0.247532,0.019550,0.053400,0.050347,-0.003053,0.019550,-0.041259,221.199,1.343448,19.349,0.582967,1,2
1,12,3,4,322,PART_CHANGE,921;923,1.999,1.377,1.748366,1.733037,-0.015329,0.094190,0.066648,-0.027541,0.047791,0.048273,0.000482,-0.027541,0.015329,228.333,1.539838,26.483,0.779357,3,4
1,12,3,5,323,PART_CHANGE+WIDTH_CHANGE,919;921;923,2.999,1.296,1.733037,1.739817,0.006780,0.066648,0.037655,-0.028993,0.048273,0.047533,-0.000740,-0.028993,-0.006780,228.748,1.551382,26.897,0.790901,5,6
1,12,3,6,324,PART_CHANGE+WIDTH_CHANGE,915;919;921;923,4.000,1.209,1.739817,1.715802,-0.024015,0.037655,-0.035490,-0.073146,0.047533,0.048125,0.000592,-0.073146,0.024015,229.164,1.562749,27.314,0.802268,8,8
1,12,3,7,325,PART_CHANGE+WIDTH_CHANGE,915;919;921;923;928;930;972,10.000,1.348,1.715802,1.653329,-0.062473,-0.035490,-0.287565,-0.252074,0.048125,0.048066,-0.000058,-0.252074,0.062473,229.600,1.574974,27.749,0.814492,14,14
1,12,3,8,326,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,928;930;972,3.000,4.404,1.653329,1.710149,0.056820,-0.287565,-0.276726,0.010839,0.048066,0.044087,-0.003979,0.010839,-0.056820,230.020,1.587184,28.169,0.826702,6,6
1,12,3,9,327,PART_CHANGE+WIDTH_CHANGE,930;972,1.999,4.497,1.710149,1.676386,-0.033763,-0.276726,-0.254776,0.021950,0.044087,0.044944,0.000857,0.021950,0.033763,230.454,1.598383,28.604,0.837902,3,4
1,12,3,10,331,PART_CHANGE,972,0.997,3.343,1.634975,1.607658,-0.027318,-0.190703,-0.168560,0.022143,0.044589,0.045251,0.000661,0.022143,0.027318,232.141,1.643652,30.290,0.883170,1,2
1,12,3,11,394,PART_CHANGE+WIDTH_CHANGE,972;973,2.135,20.116,1.590810,1.611009,0.020199,1.032427,1.001659,-0.030769,0.051353,0.052663,0.001310,-0.030769,-0.020199,256.336,2.336810,54.486,1.576329,2,4
1,12,3,12,395,PART_CHANGE+WIDTH_CHANGE,971;972;973,3.540,19.812,1.611009,1.632630,0.021621,1.001659,0.970455,-0.031204,0.052663,0.053787,0.001124,-0.031204,-0.021621,256.745,2.350188,54.895,1.589706,3,6
1,12,3,13,397,PART_CHANGE+WIDTH_CHANGE,971;973,2.106,19.898,1.633176,1.633756,0.000581,1.001248,1.031603,0.030355,0.054249,0.054658,0.000409,0.030355,-0.000581,257.551,2.376824,55.700,1.616343,2,4
1,12,3,14,399,PART_CHANGE+WIDTH_CHANGE,971,0.673,19.958,1.633812,1.632437,-0.001375,1.062146,1.091060,0.028914,0.055099,0.055663,0.000564,0.028914,0.001375,258.332,2.403071,56.482,1.642590,1,2
1,12,3,15,415,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,959;962;971,13.009,19.982,1.566301,1.736150,0.169849,1.650403,0.977281,-0.673122,0.064437,0.072389,0.007952,-0.673122,-0.169849,264.758,2.641793,62.908,1.881312,3,6
1,12,3,16,416,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,959;962,2.699,15.264,1.736150,1.725746,-0.010404,0.977281,1.013711,0.036429,0.072389,0.072852,0.000463,0.036429,0.010404,265.199,2.660181,63.349,1.899700,2,4
1,12,3,17,418,PART_CHANGE+WIDTH_CHANGE,959,0.430,14.997,1.713524,1.703500,-0.010024,1.052375,1.090327,0.037952,0.073341,0.073785,0.000444,0.037952,0.010024,266.073,2.697318,64.222,1.936837,1,2
1,12,3,18,427,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,913;959,37.635,0.098,1.606004,1.381271,-0.224733,1.403355,-0.561592,-1.964948,0.077781,0.031734,-0.046046,-1.964948,0.224733,269.764,2.865886,67.913,2.105405,2,4
1,12,3,19,428,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,913,1.493,18.006,1.381271,1.229207,-0.152065,-0.561592,-0.592177,-0.030585,0.031734,0.033286,0.001552,-0.030585,0.152065,270.115,2.873948,68.264,2.113466,1,2
1,13,1,1,248,START,978;979;998,14.000,3.891,0.000000,-0.162276,-0.162276,11.201263,-0.020986,-11.222249,0.000000,-0.006844,-0.006844,-11.222249,0.162276,195.000,0.000000,0.000,0.000000,6,6
1,13,1,2,249,PART_CHANGE+WIDTH_CHANGE,978;979,7.002,3.431,-0.162276,-0.160602,0.001673,0.000000,0.004906,0.004906,-0.006844,-0.006843,0.000001,0.004906,-0.001673,194.959,-0.001739,-0.041,-0.001739,4,4
1,13,1,3,257,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,978,2.015,1.245,-0.157196,-0.156934,0.000263,0.001438,0.001653,0.000216,-0.006698,-0.006685,0.000013,0.000216,-0.000263,194.639,-0.015398,-0.361,-0.015398,2,2
1,13,1,4,343,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,978;981,37.850,12.469,-0.294603,-0.236675,0.057928,0.056502,-0.145714,-0.202215,-0.012771,-0.004668,0.008103,-0.202215,-0.057928,190.396,-0.197198,-4.604,-0.197198,2,4
1,13,1,5,345,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,981,4.119,29.287,-0.192248,-0.170017,0.022231,-0.126928,-0.097671,0.029257,-0.004077,-0.003135,0.000942,0.029257,-0.022231,190.291,-0.199350,-4.709,-0.199350,1,2
1,13,1,6,354,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,978;981,37.851,12.448,0.002632,0.045957,0.043325,0.131192,-0.009004,-0.140197,0.004211,0.001995,-0.002217,-0.140197,-0.043325,190.101,-0.198141,-4.899,-0.198141,2,4
1,14,1,1,240,START,1052,20.000,5.596,0.000000,0.141305,0.141305,11.075086,-0.148974,-11.224060,0.000000,0.035892,0.035892,-11.224060,-0.141305,195.000,0.000000,0.000,0.000000,2,2
1,14,1,2,268,WIDTH_CHANGE+OFFSET_CHANGE,1052,0.130,0.115,0.505781,0.503527,-0.002254,0.000621,0.002579,0.001958,0.015328,0.015295,-0.000033,0.001958,0.002254,198.457,0.130547,3.457,0.130547,1,2
1,14,1,3,299,PART_CHANGE+WIDTH_CHANGE,1052;1072,12.610,2.156,0.508164,0.562112,0.053948,0.058218,-0.112133,-0.170352,0.015941,0.011688,-0.004253,-0.170352,-0.053948,202.409,0.243543,7.409,0.243543,2,4
1,14,1,4,301,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1072,0.247,8.132,0.531972,0.517201,-0.014771,-0.098899,-0.096311,0.002588,0.012184,0.012026,-0.000157,0.002588,0.014771,202.687,0.249607,7.687,0.249607,1,2
1,14,1,5,433,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1052;1072,12.614,2.037,-0.350259,-0.365803,-0.015544,0.093679,-0.044652,-0.138331,-0.011717,-0.010093,0.001624,-0.138331,0.015544,203.833,0.247011,8.833,0.247011,2,4
1,14,1,6,436,PART_CHANGE+WIDTH_CHANGE,1052,0.237,3.882,-0.370717,-0.363074,0.007643,-0.043336,-0.036143,0.007192,-0.009111,-0.009036,0.000075,0.007192,-0.007643,203.563,0.239302,8.563,0.239302,1,2
