run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,26,1,1,243,START,1920;1935,11.000,16.504,0.000000,0.188117,0.188117,11.059968,3.765912,-7.294056,0.000000,0.337020,0.337020,-7.294056,-0.188117,195.000,0.000000,0.000,0.000000,4,4
1,26,1,2,244,PART_CHANGE+WIDTH_CHANGE,1920,4.071,18.110,0.188117,0.282964,0.094847,3.765912,3.822341,0.056429,0.337020,0.323735,-0.013286,0.056429,-0.094847,195.048,0.085611,0.048,0.085611,1,2
1,26,2,1,248,START,1911;1916;1919,4.867,4.353,0.279729,0.782717,0.502988,3.990336,-1.338192,-5.328528,0.320034,0.207310,-0.112724,-5.328528,-0.502988,195.334,0.412675,0.000,0.000000,5,6
1,26,2,2,249,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,1911;1916,3.577,2.069,0.282964,1.266593,0.983629,0.000000,-1.266708,-1.266708,0.000000,0.150042,0.150042,-1.266708,-0.983629,195.521,0.462250,0.187,0.049575,2,4
1,26,3,1,296,START,1941;1944;1949;1953;1954;1966,11.076,21.000,1.065485,0.684878,-0.380608,1.874752,0.049949,-1.824803,0.126219,-0.001541,-0.127760,-1.824803,0.380608,209.148,2.076575,0.000,0.000000,8,12
1,26,3,2,297,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,1941;1953;1966,5.343,23.878,0.684878,0.455768,-0.229110,0.049949,-0.100929,-0.150879,-0.001541,0.004533,0.006075,-0.150879,0.229110,209.322,2.076183,0.174,-0.000392,3,6
1,26,3,3,298,PART_CHANGE+RESPONSE,1941;1953,5.342,23.844,0.455768,0.271079,-0.184690,-0.100929,-0.194816,-0.093887,0.004533,0.008717,0.004184,-0.093887,0.184690,209.438,2.077335,0.290,0.000760,2,4
1,26,3,4,299,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1941,0.873,26.013,0.271079,0.253128,-0.017951,-0.194816,-0.162465,0.032351,0.008717,0.006825,-0.001892,0.032351,0.017951,209.507,2.079549,0.359,0.002974,1,2
1,26,3,5,323,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1941;1953,5.364,24.890,-0.359032,-0.417244,-0.058211,0.469776,0.444347,-0.025429,-0.017745,-0.019339,-0.001594,-0.025429,0.058211,209.237,2.040993,0.089,-0.035582,2,4
1,26,3,6,324,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1941;1953;1966,11.177,22.124,-0.417244,-0.521978,-0.104734,0.444347,0.383914,-0.060433,-0.019339,-0.018284,0.001055,-0.060433,0.104734,209.131,2.036080,-0.017,-0.040494,3,6
1,26,3,7,326,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1953;1966,6.726,20.147,-0.545002,-0.568373,-0.023371,0.406104,0.428378,0.022274,-0.019212,-0.020116,-0.000904,0.022274,0.023371,208.860,2.026555,-0.288,-0.050019,2,4
1,26,3,8,331,PART_CHANGE+WIDTH_CHANGE,1966,4.547,19.750,-0.657682,-0.679793,-0.022111,0.518565,0.542617,0.024051,-0.023641,-0.024320,-0.000678,0.024051,0.022111,208.109,1.999761,-1.040,-0.076813,1,2
1,26,3,9,364,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,1966;1983,42.190,8.716,-1.104553,-0.942951,0.161602,1.677527,-0.065819,-1.743346,-0.056805,-0.008165,0.048640,-1.743346,-0.161602,200.267,1.669107,-8.881,-0.407468,2,4
1,26,3,10,365,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1983,2.986,10.849,-0.942951,-0.803058,0.139893,-0.065819,-0.123218,-0.057398,-0.008165,-0.013181,-0.005016,-0.057398,-0.139893,200.042,1.667154,-9.107,-0.409420,1,2
1,26,3,11,388,PART_CHANGE,1925;1983,4.000,9.731,-0.199828,-0.140766,0.059061,-0.055180,-0.079069,-0.023889,-0.007104,-0.007563,-0.000459,-0.023889,-0.059061,197.721,1.584071,-11.427,-0.492504,3,4
1,26,3,12,389,PART_CHANGE+WIDTH_CHANGE,1925;1979;1983,5.000,10.195,-0.140766,-0.125754,0.015012,-0.079069,-0.073295,0.005774,-0.007563,-0.006233,0.001330,0.005774,-0.015012,197.687,1.582262,-11.461,-0.494313,5,6
1,26,3,13,409,PART_CHANGE,1925;1983,3.999,9.924,0.188013,0.202354,0.014340,0.074892,0.081124,0.006233,0.009508,0.010203,0.000695,0.006233,-0.014340,197.915,1.593810,-11.233,-0.482765,3,4
1,26,3,14,411,PART_CHANGE,1983,2.999,9.531,0.216174,0.239450,0.023276,0.087250,0.097244,0.009994,0.010941,0.010931,-0.000010,0.009994,-0.023276,198.022,1.599181,-11.127,-0.477394,1,2
1,26,3,15,428,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1966;1983,42.189,8.634,0.454979,0.336258,-0.118720,0.222071,-0.004612,-0.226683,0.023428,0.000527,-0.022901,-0.226683,0.118720,199.481,1.673439,-9.667,-0.403135,2,4
1,27,1,1,239,START,1991,1.000,10.794,0.000000,-0.116888,-0.116888,11.029625,1.771097,-9.258528,0.000000,-0.097958,-0.097958,-9.258528,0.116888,195.000,0.000000,0.000,0.000000,2,2
1,27,1,2,240,RESPONSE,1991,1.023,11.721,-0.116888,-0.362911,-0.246023,1.771097,1.121869,-0.649228,-0.097958,-0.094501,0.003457,-0.649228,0.246023,194.972,-0.023425,-0.028,-0.023425,2,2
1,27,1,3,241,RESPONSE,1991,1.046,12.665,0.000000,-0.623414,-0.623414,1.121869,0.990104,-0.131765,0.000000,-0.035567,-0.035567,-0.131765,0.623414,194.880,-0.047431,-0.120,-0.047431,1,2
1,27,1,4,242,RESPONSE,1991,1.055,13.018,-0.623414,-0.826427,-0.203013,0.990104,0.444200,-0.545904,-0.035567,-0.035045,0.000522,-0.545904,0.203013,194.721,-0.056466,-0.279,-0.056466,2,2
1,27,1,5,245,RESPONSE,1991,1.078,13.976,0.000000,-0.982385,-0.982385,0.401037,0.399005,-0.002032,0.000000,-0.010217,-0.010217,-0.002032,0.982385,194.043,-0.081116,-0.957,-0.081116,1,2
1,27,1,6,283,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1991;1992,47.168,1.123,-1.272094,-1.130874,0.141220,0.923555,-0.092873,-1.016428,-0.039428,-0.004940,0.034488,-1.016428,-0.141220,183.881,-0.359131,-11.119,-0.359131,2,4
1,27,1,7,284,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,1992,2.224,21.307,-1.130874,-0.978942,0.151932,-0.092873,-0.171381,-0.078508,-0.004940,-0.008022,-0.003082,-0.078508,-0.151932,183.594,-0.360386,-11.406,-0.360386,1,2
1,27,1,8,335,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1991;1992,47.165,0.938,0.441539,0.336007,-0.105532,0.358206,-0.053578,-0.411783,0.016172,0.002227,-0.013945,-0.411783,0.105532,181.980,-0.353585,-13.020,-0.353585,2,4
1,27,1,9,336,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,1991,1.284,23.859,0.336007,0.291666,-0.044342,-0.053578,-0.051100,0.002478,0.002227,0.001962,-0.000265,0.002478,0.044342,182.066,-0.353020,-12.934,-0.353020,1,2
