run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,6,1,239,241,3,5906;5894,195.000,195.078,0.078,478.567,477.956,-0.611,0.000000,0.102244,0.102244,0.106551,0.426283,0.319732,1.185908,-1.983078,-3.168986,0.227453,0.059033,-0.168420,0.240099,0.007307,0.247407,2.106,11.000,14.697,0.219579,241,2.194,12.704,-1.983078,-0.219579,0.227453,239,0.219579,0.426283,3
2,6,2,305,480,176,5890;5891;5938,201.136,219.252,18.116,481.713,499.784,18.071,0.941139,1.536617,0.595478,0.419841,-0.000000,-0.419841,1.642670,0.000000,-1.642670,0.056698,-0.000000,-0.056698,-0.022971,-0.023609,-0.046580,1.041,62.068,38.113,0.231140,307,1.390,21.203,-0.200614,-0.231140,0.065043,353,0.231140,3.404063,10
2,7,1,240,480,241,5955;5961;5958,195.000,206.074,11.074,477.735,482.162,4.427,0.000000,0.272997,0.272997,0.209599,-0.000473,-0.210072,2.833911,0.023499,-2.810413,0.144990,-0.000073,-0.145063,0.426867,-0.239988,0.186879,2.035,42.720,24.309,0.841493,245,2.081,16.917,-0.067272,-0.841493,0.144990,240,0.841493,5.284320,15
2,8,1,242,244,3,6059;6060;6062,195.000,195.125,0.125,480.837,482.456,1.619,0.000000,0.098973,0.098973,0.199898,0.442068,0.242171,5.803259,5.351518,-0.451741,0.198373,0.204952,0.006579,0.271077,-0.066124,0.204952,2.089,6.000,29.364,0.199898,242,6.000,24.468,-5.233101,-0.199898,0.198373,242,0.199898,0.442068,3
2,8,2,252,253,2,6085;6095;6110;6120;6123;6124,196.012,196.417,0.405,493.249,492.712,-0.537,0.509943,0.524514,0.014571,1.692900,1.631306,-0.061594,-1.620963,-1.548461,0.072502,0.060932,0.064170,0.003238,-0.135358,0.000000,-0.135358,2.733,24.674,9.894,1.262533,252,24.674,2.045,-7.321008,-1.262533,0.138595,252,1.262533,1.324128,2
2,8,3,289,484,196,6109;6108;6125;6096,210.144,229.245,19.100,489.983,495.021,5.038,1.064509,1.619731,0.555222,1.470633,0.000000,-1.470633,0.071631,-0.000000,-0.071631,0.055526,0.000000,-0.055526,-0.056254,0.000000,-0.056254,0.875,46.043,28.536,0.185632,331,43.045,7.922,-0.961622,0.185632,0.053096,331,0.185632,3.321458,11
2,9,1,239,248,10,6130;6132;6134;6148;6163,195.000,196.959,1.959,479.795,487.584,7.789,0.000000,0.301583,0.301583,0.176096,2.174553,1.998457,6.953254,1.219294,-5.733959,0.203831,0.126300,-0.077531,0.706195,-0.235581,0.470614,0.264,36.131,40.454,0.822680,245,3.145,40.454,-0.046786,-0.822680,0.203831,239,0.822680,2.816074,9
2,9,2,259,480,222,6160;6202;6135,202.796,222.979,20.184,491.701,483.372,-8.329,0.640586,1.173087,0.532501,2.211717,-0.793180,-3.004897,-0.808059,0.335381,1.143440,0.086016,-0.023184,-0.109200,-0.161413,0.016568,-0.144845,0.759,22.012,25.707,0.213092,270,22.012,15.422,-0.751087,0.213092,0.035645,259,0.213092,3.759720,4
2,10,1,242,244,3,6220;6224;6229;6244;6253,195.000,195.333,0.333,487.376,485.911,-1.465,0.000000,0.009798,0.009798,0.691227,0.701352,0.010126,-1.124862,-0.983684,0.141178,0.020814,0.019990,-0.000824,0.019990,0.000000,0.019990,8.009,52.000,22.840,0.691227,242,52.000,4.177,-12.221707,-0.691227,0.020814,242,0.691227,0.702037,3
2,10,2,265,484,220,6224;6220,198.896,195.191,-3.705,483.376,486.669,3.293,0.111350,-0.024605,-0.135955,0.582331,0.000001,-0.582331,-0.093170,0.000000,0.093170,0.003981,0.000000,-0.003981,-0.018532,0.000000,-0.018532,7.024,48.036,23.972,0.103578,324,48.036,4.059,-0.739510,-0.103578,0.015994,324,0.103578,2.924870,6
