run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,31,1,240,241,2,7783;7794;7800,195.000,195.093,0.093,482.110,481.580,-0.530,0.000000,0.069482,0.069482,0.364949,0.480311,0.115362,0.442360,0.511501,0.069141,0.273524,0.175172,-0.098352,0.520479,-0.071783,0.448697,4.060,9.000,10.082,0.480311,241,4.060,10.082,0.069141,-0.480311,0.273524,240,0.480311,0.845260,2
2,31,2,283,480,198,7834;7816;7830;7817;7829,199.762,190.835,-8.927,500.988,503.507,2.519,1.772286,1.313025,-0.459261,0.501622,0.000000,-0.501622,-0.265911,-0.000000,0.265911,0.041188,-0.000000,-0.041188,-0.150108,0.000000,-0.150108,0.954,27.609,24.917,0.250752,386,24.733,4.492,-0.568030,-0.250752,0.108920,283,0.250752,4.656148,12
2,32,1,241,241,1,7844,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.173634,1.173634,0.000000,-0.312845,-0.312845,0.000000,-0.333737,0.020892,-0.312845,1.000,1.000,3.859,0.138110,241,1.000,3.859,-9.869491,0.138110,0.312845,241,0.138110,0.138110,1
2,32,2,250,250,1,7842,194.697,194.697,0.000,486.133,486.133,0.000,-0.686314,-0.686314,0.000000,-0.298312,-0.298312,0.000000,0.893963,0.893963,0.000000,-0.272909,-0.272909,0.000000,0.032049,-0.001284,0.030765,2.181,2.181,3.661,0.164251,250,2.181,3.661,-0.788171,0.164251,0.030765,250,0.164251,0.164251,1
2,32,3,272,512,241,7837;7838;7842;7849;7854;7866,193.128,204.876,11.748,494.377,506.333,11.956,-2.121744,-1.756784,0.364960,-0.244415,-0.000013,0.244403,1.258616,-0.000002,-1.258618,-0.163400,-0.000000,0.163400,0.792538,-0.540334,0.252204,0.983,69.220,36.454,0.198024,274,2.209,26.754,-0.546572,-0.198024,0.088804,272,0.198024,3.006156,9
2,33,1,245,246,2,7908;7913;7920,195.000,195.107,0.107,490.664,490.630,-0.034,0.000000,0.041940,0.041940,0.421492,0.666387,0.244895,0.602853,0.671381,0.068527,0.165101,0.155192,-0.009909,0.155192,0.000000,0.155192,5.038,18.000,18.202,0.421492,245,18.000,12.437,-10.520525,-0.421492,0.165101,245,0.421492,0.666387,2
2,33,2,261,504,244,7912;7917;7961;7963;7962;7913,197.542,190.657,-6.884,495.125,494.324,-0.801,0.608945,0.373617,-0.235328,0.810778,-0.432244,-1.243022,-0.290560,-0.196608,0.093952,0.135688,-0.013885,-0.149573,-0.161104,0.000000,-0.161104,0.425,33.576,27.248,0.359674,262,0.600,1.536,0.071945,-0.359674,0.039156,273,0.359674,5.656701,21
2,34,1,241,242,2,7968;7970;7971;7973;7980,195.000,195.185,0.185,486.096,485.791,-0.305,0.000000,0.042048,0.042048,0.727932,1.315564,0.587632,0.027228,0.097957,0.070729,0.165528,0.135087,-0.030441,0.135087,0.000000,0.135087,17.069,20.000,11.113,0.727932,241,20.000,10.145,-11.056228,-0.727932,0.165528,241,0.727932,1.315564,2
2,34,2,269,512,244,8029;8032;8033;7969;7976,203.614,247.389,43.775,492.284,487.801,-4.483,0.907533,2.207071,1.299538,1.198599,-0.031121,-1.229720,-0.870894,0.023439,0.894333,0.098832,-0.000911,-0.099743,-0.194844,0.071436,-0.123408,0.788,41.995,24.279,0.269706,384,41.995,7.122,-0.875565,0.269706,0.023665,269,0.269706,5.306643,12
2,35,1,247,248,2,8043;8047,195.000,194.739,-0.261,503.759,503.354,-0.405,0.000000,-0.014825,-0.014825,-1.091599,-1.088556,0.003043,-0.041758,0.025059,0.066817,-0.061993,-0.061753,0.000240,-0.061753,0.000000,-0.061753,5.014,14.000,9.043,1.091599,247,14.000,6.288,-11.297499,1.091599,0.061993,247,1.091599,1.094642,2
2,35,2,258,488,231,8047;8049;8055;8073;8075;8051;8043,192.052,193.935,1.883,504.374,503.654,-0.720,-0.167244,-0.057754,0.109490,-1.015401,-0.318303,0.697099,0.127409,0.133811,0.006403,-0.060986,-0.018322,0.042664,0.041351,0.000000,0.041351,0.181,33.512,29.391,0.243168,266,22.123,18.386,-0.742249,-0.243168,0.017372,266,0.243168,2.601118,14
