run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
2,26,1,241,244,4,7398,195.000,195.153,0.153,483.559,485.680,2.121,0.000000,0.136720,0.136720,0.090004,0.561667,0.471663,4.342937,2.940299,-1.402639,0.165129,0.172356,0.007227,0.351646,-0.179290,0.172356,4.000,4.099,19.903,0.231652,244,4.099,19.903,-0.073279,-0.231652,0.165129,241,0.231652,0.561667,2
2,26,2,248,250,3,7389;7394,195.688,196.164,0.476,488.323,487.933,-0.390,0.300698,0.333791,0.033093,0.823984,1.093449,0.269465,-0.553527,-0.407905,0.145622,0.083454,0.041159,-0.042295,-0.058148,0.012259,-0.045889,1.265,3.458,7.324,1.049655,249,1.265,5.536,-0.480577,-1.049655,0.087048,248,1.049655,1.361810,2
2,26,3,255,484,230,7389;7394;7397;7403;7457;7461;7444,197.542,237.044,39.502,487.705,501.906,14.202,0.385669,1.672100,1.286431,1.107490,0.000000,-1.107490,-0.140753,0.000000,0.140753,0.035167,0.000000,-0.035167,-0.040532,0.000000,-0.040532,0.741,42.189,27.178,0.271800,373,17.029,17.681,-0.921533,-0.271800,0.087441,381,0.271800,4.153883,15
2,27,1,239,480,242,7468;7469;7474;7475;7478;7470,195.000,181.929,-13.071,482.012,486.927,4.915,0.000000,-0.357534,-0.357534,-0.700228,-0.000011,0.700217,1.607161,-0.000009,-1.607170,-0.190314,0.000001,0.190314,-0.341725,0.112813,-0.228912,1.086,47.168,23.929,1.950174,245,1.131,16.274,0.020642,1.950174,0.190314,239,1.950174,8.846644,10
2,28,1,238,239,2,7537;7541,195.000,195.058,0.058,481.461,481.578,0.117,0.000000,0.059054,0.059054,0.227379,0.327772,0.100393,3.048864,2.756581,-0.292283,0.232472,0.232063,-0.000409,0.358756,-0.126693,0.232063,2.056,3.000,12.590,0.227379,238,3.000,9.773,-7.989249,-0.227379,0.232472,238,0.227379,0.327772,2
2,28,2,242,243,2,7536;7544,195.297,195.537,0.240,483.117,482.650,-0.467,0.228369,0.228894,0.000525,1.004525,1.192683,0.188158,-0.588679,-0.519893,0.068786,0.002194,-0.020441,-0.022635,-0.333386,0.082601,-0.250784,2.175,4.123,9.422,0.679182,242,4.123,8.694,-3.462076,-0.679182,0.228149,242,0.679182,0.867340,2
2,28,3,263,504,242,7537;7536,201.299,204.102,2.803,482.510,483.220,0.710,0.130146,0.178115,0.047969,1.079687,0.011878,-1.067809,0.352370,0.017252,-0.335118,-0.006334,-0.000799,0.005535,0.066585,-0.048357,0.018228,2.112,30.590,16.986,0.146007,274,30.590,2.986,-0.578375,0.146007,0.013732,265,0.146007,4.936258,12
2,29,1,242,244,3,7634,195.000,194.865,-0.135,482.000,482.614,0.614,0.000000,-0.066978,-0.066978,-0.130104,-0.678205,-0.548101,1.754094,1.061070,-0.693024,-0.138743,-0.112790,0.025953,-0.179753,0.066963,-0.112790,2.000,2.062,11.416,0.278277,244,2.062,11.416,-0.128860,0.278277,0.138743,242,0.278277,0.678205,3
2,29,2,254,484,231,7631;7670;7699;7701;7637;7647;7654;7704;7709;7660;7662,193.211,140.156,-53.055,486.101,493.813,7.712,-0.342119,-2.167523,-1.825404,-0.780574,-0.137736,0.642837,1.350255,0.032108,-1.318147,-0.108304,-0.002612,0.105692,0.106452,0.000000,0.106452,0.621,37.439,25.256,0.267741,256,1.307,14.307,-0.179928,0.267741,0.031338,420,0.267741,6.234229,23
2,30,1,238,239,2,7721;7739,195.000,194.931,-0.069,478.793,478.703,-0.089,0.000000,-0.059542,-0.059542,-0.272992,-0.417008,-0.144016,0.345432,0.414944,0.069512,-0.234396,-0.214394,0.020002,-0.208522,-0.005871,-0.214394,5.051,11.000,10.386,0.272992,238,11.000,6.887,-10.672386,0.272992,0.234396,238,0.272992,0.417008,2
2,30,2,280,520,241,7737;7740;7746;7750;7770;7769;7768;7758;7766;7767;7763;7765,190.968,201.494,10.527,496.694,502.408,5.715,-2.096940,-1.571220,0.525720,-0.194207,0.000000,0.194207,0.660449,-0.000000,-0.660449,-0.017761,0.000000,0.017762,0.238311,-0.053888,0.184423,0.863,28.000,23.566,0.459549,347,25.999,0.549,-1.027093,0.459549,0.166661,280,0.459549,5.945140,29
