run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,36,1,1,239,START,2605;2608,5.000,19.524,0.000000,0.188422,0.188422,11.033001,4.442062,-6.590939,0.000000,0.160993,0.160993,0.257589,-0.096596,0.160993,-6.590939,-0.188422,195.000,0.000000,0.000,0.000000,4,4
1,36,1,2,240,PART_CHANGE+WIDTH_CHANGE,2605,3.038,21.123,0.188422,0.280776,0.092354,4.442062,3.708094,-0.733968,0.160993,0.170415,0.009422,0.024808,-0.015386,0.009422,-0.733968,-0.092354,195.048,0.040896,0.048,0.040896,2,2
1,36,1,3,241,RESPONSE,2605,3.073,22.777,0.280776,0.421545,0.140769,3.708094,3.575763,-0.132331,0.000000,0.064056,0.064056,0.166733,-0.102677,0.064056,-0.132331,-0.140769,195.119,0.084186,0.119,0.084186,1,2
1,36,1,4,242,RESPONSE,2605,3.085,23.388,0.421545,0.688796,0.267251,3.575763,2.348285,-1.227477,0.064056,0.079943,0.015887,0.041196,-0.025309,0.015887,-1.227477,-0.267251,195.226,0.100457,0.226,0.100457,2,2
1,36,1,5,243,RESPONSE,2605,3.099,24.142,0.688796,0.959081,0.270285,2.348285,1.897146,-0.451140,0.079943,0.082656,0.002713,0.002713,0.000000,0.002713,-0.451140,-0.270285,195.401,0.120765,0.401,0.120765,1,2
1,36,1,6,244,RESPONSE,2605,3.111,24.911,0.959081,1.253577,0.294496,1.897146,1.693697,-0.203448,0.082656,0.072076,-0.010580,-0.010580,0.000000,-0.010580,-0.203448,-0.294496,195.645,0.141762,0.645,0.141762,1,2
1,36,1,7,245,RESPONSE,2605,3.120,25.533,0.280776,1.445112,1.164336,1.693697,1.576838,-0.116860,0.000000,0.025579,0.025579,0.065576,-0.039997,0.025579,-0.116860,-1.164336,195.945,0.158998,0.945,0.158998,1,2
1,36,1,8,249,RESPONSE,2605,3.137,26.787,0.280776,1.533760,1.252984,1.050008,1.090274,0.040266,0.000000,0.016639,0.016639,0.042439,-0.025799,0.016639,0.040266,-1.252984,197.387,0.194356,2.387,0.194356,1,2
1,36,1,9,253,RESPONSE,2605,3.148,27.917,0.280776,1.407837,1.127061,1.010788,1.072389,0.061600,0.000000,0.015647,0.015647,0.039763,-0.024116,0.015647,0.061600,-1.127061,198.882,0.227056,3.882,0.227056,1,2
1,36,1,10,257,RESPONSE,2605,3.156,28.943,0.280776,1.298973,1.018196,0.999911,1.052020,0.052109,0.000000,0.015134,0.015134,0.038366,-0.023232,0.015134,0.052109,-1.018196,200.260,0.257531,5.260,0.257531,1,2
1,36,1,11,278,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2604;2605;2611,12.075,30.675,1.357312,1.521505,0.164193,1.626190,1.377302,-0.248888,0.048271,0.054902,0.006631,0.006631,0.000000,0.006631,-0.248888,-0.164193,206.977,0.464224,11.977,0.464224,3,6
1,36,1,12,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2604;2611,3.584,26.801,1.521505,1.522397,0.000892,1.377302,1.418304,0.041002,0.054902,0.055643,0.000740,0.000740,0.000000,0.000740,0.041002,-0.000892,207.363,0.478171,12.363,0.478171,2,4
1,36,1,13,280,PART_CHANGE+WIDTH_CHANGE,2611,0.473,25.617,1.522397,1.523080,0.000684,1.418304,1.458812,0.040508,0.055643,0.056436,0.000793,0.000793,0.000000,0.000793,0.040508,-0.000684,207.750,0.492305,12.750,0.492305,1,2
1,36,1,14,294,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2611;2624,9.870,26.097,1.435375,1.624267,0.188891,2.060736,1.701677,-0.359060,0.067189,0.078010,0.010821,0.010821,0.000000,0.010821,-0.359060,-0.188891,212.976,0.707983,17.976,0.707983,2,4
1,36,1,15,295,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2624,0.665,21.888,1.624267,1.609464,-0.014803,1.701677,1.750205,0.048529,0.078010,0.078843,0.000832,0.000832,0.000000,0.000832,0.048529,0.014803,213.388,0.727799,18.388,0.727799,1,2
1,36,1,16,297,PART_CHANGE+WIDTH_CHANGE,2624;2626,2.108,21.947,1.589421,1.605875,0.016454,1.802940,1.778187,-0.024753,0.079691,0.082414,0.002723,0.002723,0.000000,0.002723,-0.024753,-0.016454,214.177,0.766884,19.177,0.766884,2,4
1,36,1,17,298,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2624;2626;2628;2658;2660;2662;2665;2666,41.720,2.520,1.605875,0.830770,-0.775105,1.778187,-0.748596,-2.526783,0.082414,0.042018,-0.040396,-0.040396,0.000000,-0.040396,-2.526783,0.775105,214.561,0.786592,19.561,0.786592,8,16
1,36,1,18,299,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2660;2662;2665;2666,4.957,15.675,0.830770,0.798841,-0.031930,-0.748596,-0.722853,0.025743,0.042018,0.041436,-0.000582,-0.000582,0.000000,-0.000582,0.025743,0.031930,214.760,0.796640,19.760,0.796640,4,8
1,36,1,19,300,PART_CHANGE+WIDTH_CHANGE,2662;2665;2666,3.550,16.194,0.798841,0.783406,-0.015434,-0.722853,-0.694991,0.027861,0.041436,0.040274,-0.001162,-0.001162,0.000000,-0.001162,0.027861,0.015434,214.951,0.806549,19.951,0.806549,3,6
1,36,1,20,301,PART_CHANGE+WIDTH_CHANGE,2665;2666,2.142,16.705,0.783406,0.766576,-0.016831,-0.694991,-0.666587,0.028404,0.040274,0.039047,-0.001226,-0.001226,0.000000,-0.001226,0.028404,0.016831,215.150,0.816779,20.150,0.816779,2,4
1,36,1,21,303,PART_CHANGE+WIDTH_CHANGE,2666,0.742,17.032,0.749399,0.732216,-0.017183,-0.638921,-0.611258,0.027663,0.037841,0.036677,-0.001164,-0.001164,0.000000,-0.001164,0.027663,0.017183,215.535,0.836311,20.535,0.836311,1,2
1,36,1,22,388,PART_CHANGE+WIDTH_CHANGE,2665;2666,2.139,16.818,-0.708944,-0.733347,-0.024403,0.612440,0.592199,-0.020240,-0.036039,-0.037645,-0.001606,-0.001606,0.000000,-0.001606,-0.020240,0.024403,215.016,0.810881,20.016,0.810881,2,4
1,36,1,23,389,PART_CHANGE+WIDTH_CHANGE,2662;2665;2666,3.546,16.294,-0.733347,-0.757528,-0.024181,0.592199,0.569345,-0.022855,-0.037645,-0.039230,-0.001585,-0.001585,0.000000,-0.001585,-0.022855,0.024181,214.830,0.801318,19.830,0.801318,3,6
1,36,1,24,390,PART_CHANGE+WIDTH_CHANGE,2658;2660;2662;2665;2666,6.368,15.068,-0.757528,-0.791674,-0.034147,0.569345,0.490887,-0.078457,-0.039230,-0.041310,-0.002080,-0.002080,0.000000,-0.002080,-0.078457,0.034147,214.637,0.791353,19.637,0.791353,5,10
1,36,1,25,391,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2624;2626;2628;2658;2660;2662;2665,40.301,3.120,-0.791674,-0.460166,0.331508,0.490887,-0.286406,-0.777293,-0.041310,-0.012304,0.029006,0.029006,0.000000,0.029006,-0.777293,-0.331508,214.436,0.780859,19.436,0.780859,7,14
1,36,1,26,392,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2624;2626;2628,3.530,21.446,-0.460166,-0.372599,0.087567,-0.286406,-0.285166,0.001239,-0.012304,-0.012280,0.000024,0.000024,0.000000,0.000024,0.001239,-0.087567,214.319,0.777734,19.319,0.777734,3,6
1,36,1,27,402,PART_CHANGE+WIDTH_CHANGE,2624;2626,2.100,21.742,-0.065080,-0.043102,0.021977,-0.075358,-0.049832,0.025526,-0.003304,-0.002186,0.001118,0.001118,0.000000,0.001118,0.025526,-0.021977,213.867,0.756279,18.867,0.756279,2,4
1,36,1,28,414,PART_CHANGE+WIDTH_CHANGE,2624;2626;2628,3.523,21.265,0.196893,0.222120,0.025228,0.217466,0.230685,0.013219,0.010091,0.011428,0.001337,0.001337,0.000000,0.001337,0.013219,-0.025228,214.101,0.768205,19.101,0.768205,3,6
1,36,1,29,419,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,2624;2626;2628;2658;2660;2662;2665;2666,41.719,2.500,0.303396,0.140584,-0.162812,0.323841,-0.123670,-0.447510,0.015834,0.007153,-0.008681,-0.008681,0.000000,-0.008681,-0.447510,0.162812,214.435,0.785519,19.435,0.785519,8,16
1,36,1,30,420,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2658;2660;2662;2665;2666,6.365,15.143,0.140584,0.115838,-0.024745,-0.123670,-0.106771,0.016899,0.007153,0.006060,-0.001093,-0.001093,0.000000,-0.001093,0.016899,0.024745,214.470,0.787336,19.470,0.787336,5,10
1,36,1,31,434,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,2624;2626;2628;2658;2660;2662;2665;2666,41.720,2.504,-0.119806,-0.024739,0.095068,0.074976,-0.030274,-0.105250,-0.006268,-0.001297,0.004971,0.004971,0.000000,0.004971,-0.105250,-0.095068,214.438,0.785689,19.438,0.785689,8,16
1,37,1,1,239,START,2671;2675;2700;2704,14.000,15.430,0.000000,-0.399433,-0.399433,11.026249,3.255685,-7.770565,0.000000,-0.380720,-0.380720,-0.380720,0.000000,-0.380720,-7.770565,0.399433,195.000,0.000000,0.000,0.000000,8,8
1,37,1,2,240,PART_CHANGE+WIDTH_CHANGE,2675,3.083,14.897,-0.399433,-0.495118,-0.095684,3.255685,3.314065,0.058380,-0.380720,-0.363598,0.017122,0.017122,0.000000,0.017122,0.058380,0.095684,194.899,-0.096712,-0.101,-0.096712,2,2
1,37,2,1,256,START,2684;2687;2695;2696;2738,6.988,4.926,-0.467881,-1.270893,-0.803012,4.150472,-1.480894,-5.631367,-0.343596,-0.188432,0.155164,0.158379,-0.003215,0.155164,-5.631367,0.803012,192.971,-1.512422,0.000,0.000000,10,10
1,37,3,1,279,START,2683;2693,1.948,20.023,-1.170247,-1.277543,-0.107295,0.102916,-1.215516,-1.318431,-0.173510,-0.134817,0.038693,0.128977,-0.090284,0.038693,-1.318431,0.107295,185.989,-2.547605,0.000,0.000000,2,4
1,37,3,2,280,RESPONSE,2683;2693,1.909,18.992,-1.277543,-1.532493,-0.254950,-1.215516,-1.510659,-0.295144,-0.134817,-0.116417,0.018400,0.061334,-0.042934,0.018400,-0.295144,0.254950,185.664,-2.581852,-0.325,-0.034247,2,4
1,37,3,3,281,RESPONSE,2683;2693,1.876,18.137,-1.532493,-1.830959,-0.298466,-1.510659,-1.457955,0.052704,-0.116417,-0.104572,0.011845,0.039484,-0.027639,0.011845,0.052704,0.298466,185.298,-2.609691,-0.691,-0.062086,2,4
1,37,3,4,282,PART_CHANGE+WIDTH_CHANGE,2683,0.485,18.037,-1.830959,-1.970294,-0.139335,-1.457955,-1.455370,0.002585,-0.104572,-0.097431,0.007140,0.023800,-0.016660,0.007140,0.002585,0.139335,184.860,-2.634698,-1.129,-0.087093,1,2
1,37,4,1,295,START,2683,6.993,14.201,-2.124746,-2.078653,0.046093,-0.587542,-0.646760,-0.059218,-0.061161,-0.060731,0.000431,0.000431,0.000000,0.000431,-0.059218,-0.046093,177.950,-2.850633,0.000,0.000000,1,2
1,37,4,2,350,WIDTH_CHANGE+OFFSET_CHANGE,2683,0.364,6.317,-1.567087,-1.576153,-0.009066,0.249640,0.282572,0.032932,-0.043935,-0.042514,0.001421,0.001421,0.000000,0.001421,0.032932,0.009066,153.840,-3.513979,-24.111,-0.663347,1,2
1,37,4,3,357,PART_CHANGE+WIDTH_CHANGE,2683;2693,2.668,7.922,-1.602278,-1.649537,-0.047259,0.395367,0.261713,-0.133653,-0.041976,-0.039705,0.002271,0.002271,0.000000,0.002271,-0.133653,0.047259,151.044,-3.588950,-26.907,-0.738318,2,4
1,37,4,4,361,PART_CHANGE+WIDTH_CHANGE,2693,0.471,8.345,-1.597426,-1.639321,-0.041895,0.363333,0.392815,0.029482,-0.047202,-0.041543,0.005659,0.005659,0.000000,0.005659,0.029482,0.041895,149.476,-3.631968,-28.475,-0.781336,1,2
1,37,4,5,384,PART_CHANGE+WIDTH_CHANGE,2693;2697,2.106,16.972,-1.747427,-1.763070,-0.015643,0.937716,0.902071,-0.035645,-0.052053,-0.055540,-0.003486,-0.003486,0.000000,-0.003486,-0.035645,0.015643,139.882,-3.905910,-38.069,-1.055277,2,4
1,37,4,6,385,PART_CHANGE+WIDTH_CHANGE,2693;2697;2701,3.531,16.715,-1.763070,-1.799421,-0.036351,0.902071,0.861600,-0.040471,-0.055540,-0.056514,-0.000975,-0.000975,0.000000,-0.000975,-0.040471,0.036351,139.434,-3.920018,-38.516,-1.069385,3,6
1,37,4,7,387,PART_CHANGE+WIDTH_CHANGE,2697;2701,2.136,16.894,-1.834635,-1.800466,0.034168,0.883272,0.943906,0.060634,-0.053919,-0.057551,-0.003632,-0.003632,0.000000,-0.003632,0.060634,-0.034168,138.511,-3.948071,-39.440,-1.097438,2,4
1,37,4,8,390,PART_CHANGE+WIDTH_CHANGE,2701,0.751,17.537,-1.806830,-1.827416,-0.020587,1.002840,1.054085,0.051245,-0.059740,-0.057269,0.002471,0.002471,0.000000,0.002471,0.051245,0.020587,137.130,-3.991651,-40.821,-1.141019,1,2
