run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,1,1,242,244,3,4;5;6;8;13,195.000,196.305,1.305,474.052,472.726,-1.327,0.000000,-0.087766,-0.087766,1.900282,3.046641,1.146360,-0.219371,-0.229986,-0.010614,-0.093430,-0.230862,-0.137432,-0.136783,-0.000649,-0.137432,0.000000,1,-0.137432,0.000000,0.000000,1,0.000000,-0.093430,0.000000,-0.093430,-0.230213,-0.000649,-0.230862,0.000000,1,1.084,11.000,3.412,1.900282,242,11.000,0.213,-11.176010,-1.900282,0.158644,243,1.900282,3.425003,3
1,1,2,274,275,2,54,217.873,218.491,0.618,478.009,477.724,-0.285,-1.722139,-1.759870,-0.037731,2.583587,2.307562,-0.276025,-1.204680,-1.133676,0.071004,-0.157781,-0.135497,0.022284,0.028855,-0.006571,0.022284,0.000000,1,0.022284,0.000000,0.000000,1,-0.206999,0.075285,-0.026067,0.049218,0.104140,-0.032638,0.071502,0.000000,1,0.982,0.989,7.741,0.276025,275,0.982,6.115,0.071004,0.276025,0.049218,274,0.276025,0.424167,2
1,1,3,335,504,170,24;60;35;47;50,249.505,236.980,-12.525,491.859,498.264,6.405,-3.580956,-4.199131,-0.618175,1.669824,0.000000,-1.669824,0.651147,0.000000,-0.651147,-0.123770,0.000000,0.123770,0.147536,-0.023766,0.123770,-0.000000,1,0.123770,-0.000000,0.000000,1,-0.108493,-0.015277,0.000000,-0.015277,0.132258,-0.023766,0.108493,-0.000000,1,0.425,59.056,40.281,0.508132,337,0.476,6.607,-0.116036,0.508132,0.047441,408,0.508132,4.346038,13
1,2,1,239,596,358,99;111;98;175;104;106;114;118,195.000,246.341,51.341,476.413,496.864,20.452,0.000000,1.282778,1.282778,0.139103,-0.000000,-0.139103,-0.010750,-0.000000,0.010750,0.022898,-0.000000,-0.022898,-0.005972,0.000000,-0.005972,0.016926,0,-0.022898,0.000000,-0.016926,0,0.000000,0.022898,0.000000,0.022898,0.016926,0.000000,0.016926,0.016926,0,0.000,48.765,33.101,0.225314,474,48.765,10.652,-1.144590,0.225314,0.083782,474,0.225314,5.365630,19
1,3,1,244,440,197,184;186;189;190,195.000,193.776,-1.224,488.973,488.216,-0.757,0.000000,-0.038896,-0.038896,-0.051536,0.000000,0.051536,0.007423,0.000000,-0.007423,0.001231,-0.000000,-0.001231,-0.001231,0.000000,-0.001231,-0.000000,1,-0.001231,-0.000000,0.000000,1,0.000000,0.001231,0.000000,0.001231,-0.000000,0.000000,-0.000000,0.000000,1,7.000,60.000,16.969,0.073136,266,59.072,8.940,-0.180679,-0.073136,0.013143,266,0.073136,0.716291,4
1,4,1,238,239,2,272;280;281,195.000,195.348,0.348,477.030,475.873,-1.157,0.000000,-0.046170,-0.046170,1.371444,1.191720,-0.179725,-1.483040,-1.406534,0.076506,-0.181752,-0.126373,0.055380,0.055380,0.000000,0.055380,0.000000,1,0.055380,0.000000,0.000000,1,0.000000,-0.181752,0.000000,-0.181752,-0.126373,0.000000,-0.126373,0.000000,1,5.041,10.000,3.444,1.371444,238,10.000,3.444,-12.473734,-1.371444,0.181752,238,1.371444,1.551169,2
1,4,2,315,342,28,287;290;299,215.026,224.658,9.632,495.479,507.675,12.196,-2.132846,-1.663059,0.469787,1.004520,1.235441,0.230921,2.240945,2.691700,0.450755,0.015111,0.092528,0.077417,0.104328,-0.026911,0.077417,0.000000,1,0.077417,0.000000,0.000000,1,-0.095319,0.198503,-0.088073,0.110430,0.302831,-0.114984,0.187847,0.000000,1,1.724,4.452,29.910,0.256943,317,3.083,21.748,-0.324193,-0.256943,0.110430,315,0.256943,0.933448,4
1,4,3,344,512,169,321;322;318;319;320;296;304;305;308;284,225.248,226.156,0.908,508.992,509.579,0.587,-1.618885,-1.570333,0.048552,1.370894,-0.000000,-1.370894,1.822698,-0.000000,-1.822698,0.123286,0.000000,-0.123286,-0.123286,0.000000,-0.123286,0.000000,1,-0.123286,0.000000,0.000000,1,0.092195,0.065835,-0.034744,0.031092,-0.057451,-0.034744,-0.092195,0.000000,1,1.998,32.000,27.995,0.559925,347,5.998,15.725,-0.201322,0.559925,0.124206,346,0.559925,3.390122,13
1,5,1,239,240,2,327,195.000,194.968,-0.032,480.386,480.760,0.374,0.000000,-0.061182,-0.061182,-0.126928,-0.272428,-0.145500,1.399167,1.464649,0.065482,-0.240852,-0.218856,0.021996,0.027818,-0.005822,0.021996,0.000000,1,0.021996,0.000000,0.000000,1,0.000000,-0.278987,0.038135,-0.240852,-0.251169,0.032313,-0.218856,0.000000,1,5.000,5.052,9.815,0.145500,240,5.052,9.815,0.065482,0.145500,0.240852,239,0.145500,0.272428,2
1,5,2,250,251,2,325,194.303,194.191,-0.112,484.931,484.844,-0.087,-0.595063,-0.634529,-0.039467,-0.440304,-0.797984,-0.357680,-0.419107,-0.346671,0.072436,-0.155365,-0.095277,0.060089,0.060089,0.000000,0.060089,0.000000,1,0.060089,0.000000,0.000000,1,-0.211627,0.056262,0.000000,0.056262,0.116350,0.000000,0.116350,0.000000,1,3.009,3.045,1.306,0.357680,251,3.009,0.070,0.072436,0.357680,0.060089,251,0.357680,0.534554,2
