run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,16,1,247,248,2,1171;1176,195.000,194.924,-0.076,500.247,500.034,-0.213,0.000000,-0.028357,-0.028357,-0.299375,-0.591970,-0.292595,0.545926,0.614671,0.068745,-0.111632,-0.105559,0.006073,0.006073,0.000000,0.006073,0.000000,1,0.006073,0.000000,0.000000,1,0.000000,-0.111632,0.000000,-0.111632,-0.105559,0.000000,-0.105559,0.000000,1,6.026,12.000,13.392,0.299375,247,12.000,10.808,-10.680269,0.299375,0.111632,247,0.299375,0.591970,2
1,16,2,256,480,225,1172;1184;1192;1171;1176,193.737,194.167,0.430,501.609,502.277,0.668,-0.240025,-0.218486,0.021539,-0.505695,0.000000,0.505695,-1.136174,0.000000,1.136174,-0.025898,0.000000,0.025898,0.025898,0.000000,0.025898,0.000000,1,0.025898,0.000000,0.000000,1,-0.102765,0.076867,0.000000,0.076867,0.102765,0.000000,0.102765,0.000000,1,0.213,58.035,41.234,0.252455,319,58.035,8.281,-1.286568,0.252455,0.076867,256,0.252455,2.529015,18
1,17,1,244,246,3,1218;1226;1229,195.000,194.382,-0.618,495.077,494.204,-0.873,0.000000,-0.022638,-0.022638,-1.230377,-1.195319,0.035058,-0.079406,0.062596,0.142002,-0.044343,-0.044667,-0.000324,-0.044667,0.000000,-0.044667,-0.044343,0,-0.000324,0.000000,0.044343,0,0.000000,-0.044343,0.000000,-0.044343,-0.089011,0.000000,-0.089011,-0.044343,0,5.021,25.000,10.033,1.230377,244,25.000,9.747,-11.256134,1.230377,0.044775,245,1.230377,2.439803,3
1,17,2,251,868,618,1218;1219,192.875,191.745,-1.131,494.575,494.944,0.369,-0.078939,-0.122475,-0.043536,-1.174419,0.000006,1.174425,0.326598,-0.000002,-0.326600,-0.044391,0.000000,0.044392,0.044392,0.000000,0.044392,-0.000000,1,0.044392,-0.000000,0.000000,1,-0.043988,-0.000403,0.000000,-0.000403,0.043988,0.000000,0.043988,-0.000000,1,0.361,29.273,12.191,0.245094,255,29.272,1.128,-0.926634,-0.245094,0.009226,255,0.245094,6.165264,18
1,18,1,240,241,2,1289;1290;1304,195.000,195.104,0.104,478.771,478.238,-0.534,0.000000,0.037822,0.037822,0.410694,0.705400,0.294707,-1.006263,-0.931580,0.074682,0.148891,0.076858,-0.072033,0.076858,0.000000,0.076858,0.148891,0,-0.072033,0.000000,-0.148891,0,0.000000,0.148891,0.000000,0.148891,0.225749,0.000000,0.225749,0.148891,0,5.996,18.000,2.896,0.705400,241,5.996,1.491,-0.931580,-0.705400,0.148891,240,0.705400,1.116094,2
1,18,2,305,306,2,1304;1312,205.120,205.258,0.137,497.303,497.981,0.678,1.129122,1.145659,0.016537,0.574067,0.639151,0.065083,3.088975,2.895267,-0.193708,0.069152,0.100540,0.031388,0.031388,0.000000,0.031388,0.000000,1,0.031388,0.000000,0.000000,1,0.060645,0.025092,-0.016586,0.008507,0.056481,-0.016586,0.039895,0.000000,1,2.712,10.347,34.536,0.065083,306,10.347,31.106,-0.193708,-0.065083,0.031388,306,0.065083,0.082552,2
1,18,3,309,672,364,1283;1306;1312;1314;1281;1313;1285;1288,205.724,220.667,14.943,500.038,500.256,0.219,1.219014,1.889725,0.670711,0.891725,0.006238,-0.885487,-0.192610,-0.006183,0.186427,0.052696,-0.000238,-0.052934,-0.052934,0.000000,-0.052934,-0.000000,1,-0.052934,-0.000000,0.000000,1,0.099818,-0.047122,0.000000,-0.047122,-0.100056,0.000000,-0.100056,0.000000,1,0.950,36.053,12.245,0.257168,309,36.053,12.245,-3.200162,-0.257168,0.047122,309,0.257168,6.119894,22
1,19,1,239,240,2,1379;1385;1386,195.000,194.904,-0.096,480.359,479.975,-0.384,0.000000,-0.070071,-0.070071,-0.377058,-0.483368,-0.106310,1.583604,1.648380,0.064776,-0.275844,-0.257980,0.017864,0.017864,0.000000,0.017864,0.000000,1,0.017864,0.000000,0.000000,1,0.000000,-0.275844,0.000000,-0.275844,-0.257980,0.000000,-0.257980,0.000000,1,7.053,9.000,13.687,0.377058,239,9.000,9.832,-9.442646,0.377058,0.275844,239,0.377058,0.483368,2
1,19,2,269,608,340,1406;1434;1431;1426,191.605,193.947,2.342,498.294,501.901,3.607,-1.830739,-1.656721,0.174017,-0.400305,-0.002691,0.397614,0.927938,-0.011582,-0.939520,-0.008697,0.000323,0.009021,0.013833,-0.004812,0.009021,0.000000,1,0.009021,0.000000,0.000000,1,-0.232360,0.264500,-0.040838,0.223662,0.278333,-0.045650,0.232683,0.000000,1,0.990,28.284,27.320,0.133540,296,17.024,3.749,-0.409512,0.133540,0.223662,269,0.133540,6.691901,20
1,20,1,240,241,2,1472;1484,195.000,194.795,-0.205,479.465,478.908,-0.558,0.000000,0.018921,0.018921,-0.855940,-1.557161,-0.701221,-0.268897,-0.516336,-0.247439,0.079122,0.195123,0.116001,0.195123,0.000000,0.195123,0.079122,0,0.116001,0.000000,-0.079122,0,0.000000,0.079122,0.000000,0.079122,0.274245,0.000000,0.274245,0.079122,0,4.018,5.000,1.859,1.557161,241,4.018,0.573,-0.516336,1.557161,0.195123,241,1.557161,2.413100,2
