run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,26,1,242,243,2,1920;1935;1943,195.000,195.073,0.073,484.559,484.790,0.231,0.000000,0.084493,0.084493,0.286080,0.370797,0.084717,3.473972,3.531517,0.057545,0.332616,0.320611,-0.012005,-0.012005,0.000000,-0.012005,0.000000,1,-0.012005,0.000000,0.000000,1,0.000000,0.332616,0.000000,0.332616,0.320611,0.000000,0.320611,0.000000,1,4.070,14.000,18.070,0.286080,242,14.000,17.004,-7.597747,-0.286080,0.332616,242,0.286080,0.370797,2
1,26,2,247,248,2,1911;1916;1919,195.447,195.668,0.221,487.885,487.523,-0.362,0.408401,0.461671,0.053271,0.868259,1.464733,0.596474,-1.347235,-1.271248,0.075987,0.209706,0.139251,-0.070456,-0.070456,0.000000,-0.070456,0.000000,1,-0.070456,0.000000,0.000000,1,0.316946,-0.112734,0.005494,-0.107240,-0.183190,0.005494,-0.177695,0.000000,1,3.577,4.862,4.491,0.596474,248,3.577,2.088,0.075987,-0.596474,0.107240,247,0.596474,1.098175,2
1,26,3,297,484,188,1941;1953;1966;1925;1979;1983,212.031,204.623,-7.408,493.046,501.904,8.859,2.017335,1.672292,-0.345043,1.050700,0.000000,-1.050700,0.456080,-0.000000,-0.456080,-0.020331,0.000000,0.020331,0.020331,0.000000,0.020331,-0.000000,1,0.020331,-0.000000,0.000000,1,0.116273,-0.136604,0.000000,-0.136604,-0.116273,0.000000,-0.116273,0.000000,1,2.986,44.181,27.163,0.381084,359,44.181,7.816,-1.610888,-0.381084,0.136604,297,0.381084,3.944866,8
1,27,1,239,444,206,1990;1991;1996;1997;2000;1992,195.000,182.408,-12.592,482.010,486.926,4.916,0.000000,-0.356416,-0.356416,-0.620271,-0.000001,0.620270,1.644999,0.000000,-1.644999,-0.195314,-0.000000,0.195313,-0.163168,0.122604,-0.040564,-0.235878,0,0.195313,0.000000,0.235878,0,0.000000,-0.195314,0.000000,-0.195314,-0.358482,0.122604,-0.235878,-0.235878,0,1.088,47.170,23.908,1.828448,245,1.137,16.541,0.008534,1.828448,0.195314,239,1.828448,8.329981,10
1,28,1,242,244,3,2059;2063;2075,195.000,195.234,0.234,481.961,482.441,0.480,0.000000,0.125774,0.125774,0.354781,0.737157,0.382376,2.648785,2.526614,-0.122171,0.255398,0.229488,-0.025910,-0.063790,0.037880,-0.025910,0.000000,1,-0.025910,0.000000,0.000000,1,0.000000,0.345768,-0.090371,0.255398,0.281978,-0.052490,0.229488,0.000000,1,2.110,4.000,15.155,0.354781,242,4.000,9.273,-8.396036,-0.354781,0.255398,242,0.354781,0.737157,3
1,28,2,246,247,2,2058;2066,195.586,195.931,0.345,483.046,482.575,-0.471,0.235334,0.236163,0.000829,1.441902,1.641294,0.199392,-0.679912,-0.610797,0.069114,0.003465,-0.021400,-0.024865,-0.039646,0.014781,-0.024865,0.000000,1,-0.024865,0.000000,0.000000,1,0.228662,-0.288605,0.063408,-0.225196,-0.328251,0.078189,-0.250062,0.000000,1,2.178,4.123,9.148,0.707398,246,4.123,8.440,-3.264097,-0.707398,0.225196,246,0.707398,0.906791,2
1,28,3,269,736,468,2059;2058,204.609,208.654,4.045,482.409,483.213,0.804,0.123017,0.176051,0.053033,1.430654,0.016936,-1.413718,0.414623,-0.011588,-0.426211,-0.004470,-0.000617,0.003853,0.024744,-0.020892,0.003853,0.000000,1,0.003853,0.000000,0.000000,1,-0.019767,0.050992,-0.035694,0.015298,0.075736,-0.056586,0.019150,-0.000000,1,2.107,30.591,16.990,0.144135,279,30.591,3.074,-0.684427,0.144135,0.019267,279,0.144135,7.455575,14
1,29,1,242,244,3,2156;2158,195.000,194.792,-0.208,482.500,482.603,0.102,0.000000,-0.065861,-0.065861,-0.275644,-0.823013,-0.547369,1.647522,1.024684,-0.622838,-0.137553,-0.109579,0.027974,0.041018,-0.013044,0.027974,0.000000,1,0.027974,0.000000,0.000000,1,0.000000,-0.205654,0.068101,-0.137553,-0.164636,0.055057,-0.109579,0.000000,1,2.034,3.000,11.374,0.278029,244,2.061,11.374,-0.134841,0.278029,0.137553,242,0.278029,0.823013,3
1,29,2,254,584,331,2153;2192;2221;2223;2159;2169;2176;2226;2231;2184,192.784,139.029,-53.755,485.993,493.910,7.917,-0.333169,-2.183530,-1.850361,-0.922020,0.000040,0.922060,1.284959,-0.000016,-1.284975,-0.105695,0.000001,0.105696,0.105696,0.000000,0.105696,-0.000000,1,0.105696,-0.000000,0.000000,1,-0.105960,0.000265,0.000000,0.000265,0.105961,0.000000,0.105961,-0.000000,1,0.619,33.834,25.169,0.249124,255,1.288,13.202,-0.133733,0.249124,0.026028,428,0.249124,6.038899,23
1,30,1,237,238,2,2243,195.000,194.968,-0.032,478.293,478.671,0.378,0.000000,-0.057092,-0.057092,-0.126609,-0.271957,-0.145347,1.468905,1.534120,0.065215,-0.224748,-0.204585,0.020163,0.025981,-0.005817,0.020163,0.000000,1,0.020163,0.000000,0.000000,1,0.000000,-0.265259,0.040511,-0.224748,-0.239279,0.034693,-0.204585,0.000000,1,5.000,5.049,10.284,0.145347,238,5.049,10.284,0.065215,0.145347,0.224748,237,0.145347,0.271957,2
