run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
5,1,complete,120,59,60,4.348,1775.255,7.415,3,1,-0.265,2,1,0,0,0,1.08916,-10.98124,-0.107659,1.16827,2.75664,0.101623,15.378000000000014,19.15500000000003,1.0741450000000001,0,,0,1,88,176,88,91,83
5,2,complete,119,58,60,4.144,971.803,3.723,6,3,-1.094,2,1,0.09386,0,0,0.09386,-10.89128,0.031485,1.97281,1.51988,0.063108,39.27199999999999,13.442999999999984,0.832012,0,,0,1,83,166,83,90,76
5,3,complete,121,60,60,6.218,2680.781,8.535,8,7,15.812,2,1,-0.15973,3.2595,0,-0.15973,-7.74983,-0.260654,0.23139,3.2595,0.011078,0.7630000000000052,0.7830000000000155,0.058707,0.2740000000000009,,0,1,89,178,89,93,68
5,4,complete,119,58,60,2.636,378.793,10.821,9,5,-1.944,2,1,0.23495,0,0,0.23495,-10.92047,0.052007,1.7575,2.6348,0.071349,39.985000000000014,22.841000000000008,1.226036,0,,0,1,54,108,54,54,62
5,5,complete,120,59,60,4.202,918.333,0.519,9,4.991,9.751,2,1,0,1.16322,0,-0.64329,-9.81219,-0.188714,1.57878,2.2342,0.186011,22.849000000000018,18.399,1.9543119999999998,0,,0,1,84,168,84,91,85
5,6,complete,120,59,60,4.956,1754.612,4.805,35,1.997,14.601,2,1,0,0,0,0.36703,-12.45794,0.083015,1.57172,2.44512,0.081826,16.294999999999987,24.87099999999998,1.535466,3.7309999999999945,,0,1,63,126,63,66,67
5,7,complete,121,60,60,4.74,1831.832,2.853,4,0,13.962,1,1,1.83464,-1.04337,-0.091192,1.66322,-4.29137,-0.33639,1.83464,1.04337,0.091192,24.99800000000002,4.299000000000035,0.292372,3.111000000000047,,0,1,102,204,102,107,84
5,8,complete,122,61,60,5.508,2566.696,2.475,5,26.075,1.549,14,9,-0.03932,-0.4311,0.033306,-0.14212,-6.90405,-0.214223,0.60808,0.4311,0.033306,2.3290000000000077,1.4039999999999964,0.10587399999999997,1.4039999999999964,,0,1,68,136,68,69,57
5,9,complete,120,59,60,5.038,2670.843,2.201,5,3,-32.175,2,1,0.08499,7.11643,0,0.08499,-3.80437,0.229993,1.10509,7.28989,0.291351,15.439999999999998,14.882999999999981,2.409627,3.1750000000000114,,0,1,78,156,78,82,79
5,10,complete,127,66,60,6.51,5147.624,3.157,50,0,22.46,1,1,0.56208,-0.07871,0.003415,-0.15522,-0.5375,-0.016453,0.86135,0.64684,0.026985,7.141999999999996,3.9010000000000105,0.207667,0.19999999999998863,,0,1,97,194,97,102,84
5,11,complete,121,60,60,7.92,8547.864,7.191,25,16,1.039,2,1,-0.0966,0,-0.003522,-0.0966,-11.03885,-0.003522,0.0966,0.017,0.003522,0.2769999999999868,0.036000000000001364,0.005357,0.03299999999995862,120,1,0,78,156,78,80,67
5,12,complete,121,60,60,3.718,2601.283,4.837,6,3.996,-19.05,2,1,0,2.95463,0,0.66937,-8.13553,0.175454,0.75016,3.1914,0.172785,5.5049999999999955,6.4080000000000155,0.49227,0,,0,1,65,130,65,66,71
5,13,complete,122,61,60,4.536,3981.248,4.575,14,14,3.891,6,3,0,0.02193,0,-0.58829,-11.10148,-0.024898,0.58052,0.39438,0.025064,5.13300000000001,0.7029999999999745,0.219824,0.5910000000000082,,0,1,57,114,57,60,65
5,14,complete,121,60,60,7.566,7101.376,6.276,25,22.002,-4.669,3,2,0.25669,0,0.007806,0.25669,-11.07635,0.007806,0.25669,0.07487,0.007806,2.490000000000009,0.6900000000000546,0.064864,0.6900000000000546,,0,1,71,142,71,80,78
5,15,complete,121,60,60,5.814,3593.304,4.465,13,0,14.355,1,1,0,2.34017,0,-0.99586,-8.69622,-0.161426,1.96166,2.34017,0.065585,67.06800000000001,9.747000000000014,2.2477989999999997,0,,0,1,55,110,55,55,49
