piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px,contact_min_y,contact_max_y,contact_mean_y,contact_left_offset_px,contact_right_offset_px,contact_span_from_com_px,contact_normal_angle_rad,contact_torque_proxy,contact_com_distance_px,contact_asymmetry_px
"16","falling","0","6.0","","195.000","96.616","0.00000","0.54390","0.54390","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","0.00000","0.000000","0.00000","0.54390","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","1","15.0","","195.000","96.915","0.00000","0.67297","0.67297","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","0.54390","0.000000","0.00000","0.12907","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","2","31.0","","195.000","97.775","0.00000","0.94445","0.94445","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","0.67297","0.000000","0.00000","0.27147","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","3","48.0","","195.000","98.909","0.00000","1.21179","1.21179","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","0.94445","0.000000","0.00000","0.26734","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","4","65.0","","195.000","100.222","0.00000","1.45967","1.45967","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","1.21179","0.000000","0.00000","0.24787","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","5","81.0","","195.000","101.876","0.00000","1.71917","1.71917","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","1.45967","0.000000","0.00000","0.25951","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","6","98.0","","195.000","103.793","0.00000","1.97473","1.97473","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","1.71917","0.000000","0.00000","0.25556","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","7","115.0","","195.000","105.968","0.00000","2.22640","2.22640","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","12.000","15.000","21.000","23.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","1.97473","0.000000","0.00000","0.25167","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","8","131.0","","195.000","108.246","0.00000","2.45975","2.45975","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","6.000","12.000","18.000","22.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","2.22640","0.000000","0.00000","0.23334","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"16","falling","9","148.0","","195.000","110.911","0.00000","2.70404","2.70404","0.000000","0.000000","0","0","3.30600","3597.108","6.323","12.000","6.000","12.000","18.000","22.000","0.000","0.000","0","0","2.0291","49","98","49","49","48","0.00000","2.45975","0.000000","0.00000","0.24429","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
