run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,6,1,238,241,4,428;416,195.000,195.321,0.321,478.568,477.568,-1.000,0.000000,0.132032,0.132032,0.189021,1.072951,0.883930,1.130203,-1.541796,-2.671998,0.218283,0.056924,-0.161360,2.108,11.000,14.654,1.072951,241,2.246,11.448,-1.541796,-1.072951,0.218283,238,1.072951,1.787725,4
1,6,2,285,480,196,416;412;413;460,206.201,235.929,29.728,477.895,499.772,21.877,0.709290,1.535957,0.826667,1.069624,0.000000,-1.069624,0.781437,0.000000,-0.781437,0.056680,0.000000,-0.056680,1.043,62.067,38.060,0.221778,355,2.999,21.606,-0.081083,0.221778,0.070334,354,0.221778,3.273903,8
1,7,1,240,480,241,477;483;480,195.000,206.973,11.973,477.736,482.166,4.430,0.000000,0.275370,0.275370,0.362809,0.009837,-0.352971,2.693239,0.001127,-2.692111,0.157168,-0.000969,-0.158137,2.038,42.720,24.309,1.332944,245,2.088,17.243,-0.054971,-1.332944,0.157168,240,1.332944,7.179148,14
1,8,1,238,240,3,581;582;584,195.000,195.228,0.228,480.838,482.540,1.702,0.000000,0.101864,0.101864,0.343262,0.751557,0.408295,5.647627,5.155153,-0.492474,0.194295,0.189467,-0.004829,2.091,6.000,29.473,0.343262,238,6.000,24.468,-5.383726,-0.343262,0.194295,238,0.343262,0.751557,3
1,8,2,248,251,4,607;632;642;645;646,196.691,197.608,0.917,492.959,492.147,-0.812,0.470793,0.572652,0.101859,0.934256,1.572377,0.638120,2.196569,-1.259528,-3.456097,0.221126,0.074540,-0.146586,0.454,24.689,9.813,0.269409,250,4.128,9.813,0.076233,-0.269409,0.122665,249,0.269409,0.840217,4
1,8,3,277,480,204,631;630;647;618,207.341,226.113,18.772,489.949,495.019,5.071,1.034056,1.619608,0.585552,1.506041,-0.000000,-1.506041,0.021560,0.000000,-0.021560,0.062659,-0.000000,-0.062659,0.859,43.046,28.455,0.293272,319,43.045,7.917,-1.049145,0.293272,0.052462,319,0.293272,3.290363,10
1,9,1,239,246,8,652;654;656;670,195.000,196.827,1.827,479.795,486.788,6.992,0.000000,0.225863,0.225863,0.268007,3.084463,2.816456,6.869198,0.777601,-6.091598,0.201353,0.091051,-0.110302,3.087,33.953,40.337,1.933832,245,3.144,40.337,-0.152781,-1.933832,0.201353,239,1.933832,5.198255,8
1,9,2,250,480,231,670;724;657,199.853,206.835,6.982,487.740,488.982,1.242,0.315169,0.409951,0.094782,3.002897,-0.244983,-3.247880,1.039590,-0.071305,-1.110895,0.091968,-0.004864,-0.096832,0.310,34.119,25.877,0.334805,262,34.119,3.106,-2.419453,0.334805,0.040217,262,0.334805,5.568684,9
1,10,1,241,243,3,746;742,195.000,194.837,-0.163,486.176,485.888,-0.288,0.000000,-0.065357,-0.065357,-0.133010,-0.891024,-0.758014,3.842507,-1.384653,-5.227159,-0.199281,-0.058567,0.140714,7.050,48.041,23.177,0.415832,242,48.041,4.786,-5.299070,0.415832,0.199281,241,0.415832,0.891024,3
1,10,2,270,512,243,741;742;746,189.128,203.539,14.411,481.523,486.668,5.145,-0.440586,-0.025018,0.415568,-0.814566,0.000017,0.814583,-0.493429,0.000004,0.493433,-0.022276,0.000000,0.022276,0.363,48.036,23.989,0.219274,349,19.212,14.135,-0.375015,-0.219274,0.030844,270,0.219274,5.039504,14
