run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,16,1,247,248,2,1171;1176,195.000,194.903,-0.097,500.245,500.010,-0.236,0.000000,-0.026208,-0.026208,-0.406515,-0.804270,-0.397755,0.532002,0.596754,0.064751,-0.109595,-0.101517,0.008078,6.024,12.000,13.348,0.406515,247,12.000,10.808,-10.690912,0.406515,0.109595,247,0.406515,0.804270,2
1,16,2,256,488,233,1172;1184;1192;1176;1171,193.290,193.241,-0.050,501.863,502.280,0.417,-0.229770,-0.218068,0.011702,-0.719763,0.000000,0.719763,-1.000539,0.000000,1.000539,-0.035760,0.000000,0.035760,0.213,46.315,41.985,0.169906,323,46.315,14.051,-1.296178,0.169906,0.063070,256,0.169906,2.847093,21
1,17,1,247,249,3,1218;1226;1229,195.000,194.420,-0.580,495.079,494.201,-0.877,0.000000,-0.022359,-0.022359,-1.156138,-1.191715,-0.035576,-0.121757,0.016391,0.138147,-0.046015,-0.039905,0.006110,5.021,25.000,10.043,1.191715,249,5.021,8.336,0.016391,1.191715,0.046015,247,1.191715,2.389889,3
1,17,2,255,488,234,1218;1219,192.673,196.979,4.307,494.590,493.355,-1.235,-0.080852,0.078907,0.159759,-1.150081,0.068733,1.218814,0.298661,-0.020097,-0.318758,-0.040327,0.002484,0.042811,0.362,29.272,12.105,0.232089,259,29.272,1.160,-0.868332,-0.232089,0.008680,259,0.232089,2.579507,7
1,18,1,241,243,3,1289;1290;1299;1304,195.000,196.228,1.228,479.186,477.136,-2.050,0.000000,-0.149738,-0.149738,2.024514,2.890633,0.866118,-0.405927,-3.486011,-3.080084,-0.259304,-0.314039,-0.054736,6.082,18.027,2.896,2.024514,241,18.000,2.896,-11.428826,-2.024514,0.259304,241,2.024514,3.328168,3
1,18,2,339,339,1,1290,254.450,254.450,0.000,476.958,476.958,0.000,-6.475074,-6.475074,0.000000,1.759112,1.759112,0.000000,-0.513508,-0.513508,0.000000,-0.080897,-0.080897,0.000000,6.081,6.081,0.706,0.262617,339,6.081,0.706,-3.641904,0.262617,0.138744,339,0.262617,0.262617,1
1,18,3,386,628,243,1290;1300;1278;1355;1358;1361,273.355,269.874,-3.481,489.868,502.999,13.131,-7.344444,-7.760849,-0.416405,1.432875,0.000000,-1.432875,2.467094,-0.000000,-2.467094,-0.078022,0.000000,0.078022,0.873,37.121,38.627,0.667324,415,37.121,3.618,-1.770732,-0.667324,0.073187,415,0.667324,5.263583,17
1,19,1,238,238,1,1379,195.000,195.000,0.000,479.358,479.358,0.000,0.000000,0.000000,0.000000,-0.154141,-0.154141,0.000000,2.260691,2.260691,0.000000,-0.285352,-0.285352,0.000000,7.000,7.000,10.832,0.154141,238,7.000,10.832,-8.748657,0.154141,0.285352,238,0.154141,0.154141,1
1,19,2,265,508,244,1398;1399;1406;1427;1434;1435;1431;1426,194.015,197.695,3.681,499.098,501.900,2.802,-1.824357,-1.657949,0.166408,0.624744,0.000006,-0.624739,0.834852,-0.000002,-0.834854,0.028407,-0.000000,-0.028407,0.990,34.227,27.324,0.764583,265,10.182,26.903,-2.934417,-0.764583,0.287281,265,0.764583,5.447076,23
1,20,1,241,243,3,1472;1484,195.000,194.540,-0.460,479.465,478.853,-0.612,0.000000,0.044299,0.044299,-0.679603,-1.079066,-0.399463,-0.229151,-0.300963,-0.071812,0.049878,0.115704,0.065826,4.012,5.000,1.859,0.679603,241,5.000,1.859,-11.252049,0.679603,0.074633,242,0.679603,1.185689,2
1,20,2,295,295,1,1495,181.803,181.803,0.000,497.318,497.318,0.000,1.409971,1.409971,0.000000,-0.618119,-0.618119,0.000000,-0.153966,-0.153966,0.000000,0.052927,0.052927,0.000000,2.961,2.961,1.214,0.272588,295,2.961,1.214,-3.138084,-0.272588,0.042580,295,0.272588,0.272588,1
1,20,3,299,536,238,1495;1536;1544;1556;1558,181.179,182.986,1.807,497.366,497.682,0.317,1.463442,1.565922,0.102480,-0.362368,-0.019381,0.342988,0.044455,-0.000203,-0.044658,0.029141,0.000207,-0.028934,2.983,12.000,5.815,0.248685,299,2.983,0.042,-0.015027,-0.248685,0.023181,299,0.248685,4.789741,10
