run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
1,1,1,1,240,START,6;13,3.000,0.787,0.000000,0.643862,0.643862,10.948107,-0.138630,-11.086737,0.000000,-0.054572,-0.054572,-0.054572,0.000000,-0.054572,-11.086737,-0.643862,195.000,0.000000,0.000,0.000000,4,4
1,1,1,2,241,PART_CHANGE+WIDTH_CHANGE+RESPONSE,6,1.014,0.124,0.000000,1.178488,1.178488,0.000000,-0.076016,-0.076016,0.000000,-0.117990,-0.117990,-0.117990,0.000000,-0.117990,-0.076016,-1.178488,195.164,-0.013863,0.164,-0.013863,2,2
1,1,2,1,282,START,14;90,2.824,25.348,1.088352,0.969603,-0.118749,2.519774,0.437866,-2.081909,-0.110333,-0.061573,0.048760,0.138130,-0.089369,0.048760,-2.081909,0.118749,207.130,-1.226597,0.000,0.000000,3,4
1,1,2,2,283,PART_CHANGE+WIDTH_CHANGE+RESPONSE,9;14;90,4.108,24.198,0.969603,0.644976,-0.324626,0.437866,-0.063410,-0.501275,-0.061573,-0.030172,0.031401,0.061144,-0.029744,0.031401,-0.501275,0.324626,207.362,-1.241321,0.232,-0.014724,4,6
1,1,2,3,284,PART_CHANGE+WIDTH_CHANGE+RESPONSE,14;90,2.846,24.579,0.644976,0.468117,-0.176859,-0.063410,-0.153225,-0.089815,-0.030172,-0.021444,0.008728,0.024538,-0.015810,0.008728,-0.089815,0.176859,207.516,-1.248536,0.386,-0.021939,3,4
1,1,2,4,285,PART_CHANGE+WIDTH_CHANGE,14,0.950,23.436,0.468117,0.372281,-0.095836,-0.153225,-0.186012,-0.032787,-0.021444,-0.007227,0.014216,0.014216,0.000000,0.014216,-0.032787,0.095836,207.635,-1.253984,0.505,-0.027387,1,2
1,1,3,1,291,START,14,0.949,23.584,0.216670,0.231437,0.014767,0.168986,0.185778,0.016792,0.005995,0.007626,0.001631,0.001631,0.000000,0.001631,0.016792,-0.014767,208.026,-1.249848,0.000,0.000000,1,2
1,1,3,2,332,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,4;14,68.796,2.511,1.031127,0.981139,-0.049988,1.175395,-0.002737,-1.178131,0.038637,0.000416,-0.038221,-0.038221,0.000000,-0.038221,-1.178131,0.049988,214.561,-1.007150,6.535,0.242698,2,4
1,1,3,3,333,RESPONSE,4;14,68.796,2.508,0.981139,0.751931,-0.229208,-0.002737,-0.086659,-0.083923,0.000416,0.002767,0.002351,0.002351,0.000000,0.002351,-0.083923,0.229208,214.811,-1.007044,6.785,0.242803,2,4
1,1,3,4,334,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,4,1.380,36.196,0.751931,0.636291,-0.115640,-0.086659,-0.101561,-0.014902,0.002767,0.003179,0.000412,0.000412,0.000000,0.000412,-0.014902,0.115640,215.002,-1.006341,6.976,0.243506,1,2
