run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,decomposition_residual,decomposition_consistent,observed_delta_angular_velocity,observed_vs_event_residual,observed_vs_total_residual,observed_consistent,start_pre_angular_velocity,start_solver_delta_angular_velocity,start_correction_delta_angular_velocity,start_total_delta_angular_velocity,sum_solver_delta_angular_including_start,sum_correction_delta_angular_including_start,sum_total_delta_angular_including_start,inclusive_decomposition_residual,inclusive_consistent,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,31,1,240,241,2,2305;2316;2322,195.000,195.093,0.093,482.110,481.580,-0.530,0.000000,0.069482,0.069482,0.364949,0.480311,0.115362,0.442360,0.511501,0.069141,0.273524,0.175172,-0.098352,0.246955,-0.071783,0.175172,0.273524,0,-0.098352,0.000000,-0.273524,0,0.000000,0.273524,0.000000,0.273524,0.520479,-0.071783,0.448697,0.273524,0,4.060,9.000,10.082,0.480311,241,4.060,10.082,0.069141,-0.480311,0.273524,240,0.480311,0.845260,2
1,31,2,283,516,234,2356;2338;2352;2339,199.762,190.751,-9.010,500.988,503.518,2.530,1.772286,1.315242,-0.457044,0.501622,-0.000000,-0.501622,-0.265911,-0.000000,0.265911,0.041188,0.000000,-0.041188,-0.041188,0.000000,-0.041188,0.000000,1,-0.041188,0.000000,0.000000,1,0.150108,-0.108920,0.000000,-0.108920,-0.150108,0.000000,-0.150108,0.000000,1,0.958,27.609,24.913,0.177116,386,24.734,4.522,-0.511936,-0.177116,0.108920,283,0.177116,3.592571,12
1,32,1,239,239,1,2366,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.175590,1.175590,0.000000,-0.313391,-0.313391,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,0.000000,-0.334319,0.020928,-0.313391,-0.334319,0.020928,-0.313391,0.000000,1,1.000,1.000,3.859,0.138110,239,1.000,3.859,-9.884401,0.138110,0.313391,239,0.138110,0.138110,1
1,32,2,248,248,1,2364,194.697,194.697,0.000,486.135,486.135,0.000,-0.687510,-0.687510,0.000000,-0.279135,-0.279135,0.000000,0.924847,0.924847,0.000000,-0.279501,-0.279501,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,1,-0.304134,0.025728,-0.001094,0.024633,0.025728,-0.001094,0.024633,0.000000,1,2.180,2.180,3.702,0.145104,248,2.180,3.702,-0.762987,0.145104,0.024633,248,0.145104,0.145104,1
1,32,3,269,444,176,2359;2360;2371;2376;2388,193.283,204.298,11.015,494.659,506.325,11.667,-2.103564,-1.756162,0.347402,-0.245762,0.000203,0.245966,1.267169,0.000026,-1.267143,-0.168735,0.000003,0.168738,0.513060,-0.344322,0.168738,-0.000000,1,0.168738,-0.000000,0.000000,1,-0.259113,0.301259,-0.210881,0.090378,0.814318,-0.555203,0.259115,-0.000000,1,0.983,68.244,36.339,0.208579,271,2.215,27.308,-0.557740,-0.208579,0.090378,269,0.208579,2.997591,9
1,33,1,245,246,2,2430;2435;2442,195.000,195.089,0.089,490.663,490.597,-0.066,0.000000,0.039904,0.039904,0.373363,0.590601,0.217238,0.607465,0.671945,0.064480,0.166866,0.158029,-0.008837,-0.008837,0.000000,-0.008837,0.000000,1,-0.008837,0.000000,0.000000,1,0.000000,0.166866,0.000000,0.166866,0.158029,0.000000,0.158029,0.000000,1,5.036,18.000,18.141,0.373363,245,18.000,12.437,-10.515947,-0.373363,0.166866,245,0.373363,0.590601,2
1,33,2,262,263,2,2434;2439,197.372,197.606,0.233,495.176,495.042,-0.134,0.650762,0.684255,0.033493,0.918778,1.279150,0.360372,-0.324359,-0.252285,0.072074,0.131849,0.119598,-0.012251,-0.012251,0.000000,-0.012251,0.000000,1,-0.012251,0.000000,0.000000,1,0.149404,-0.017555,0.000000,-0.017555,-0.029806,0.000000,-0.029806,0.000000,1,0.632,2.613,2.352,0.360414,262,2.613,2.352,-1.970437,-0.360414,0.017555,262,0.360414,0.720786,2
1,33,3,271,274,4,2485;2483,200.115,201.216,1.101,494.977,493.284,-1.693,0.918871,0.985506,0.066634,1.283956,1.923911,0.639954,-1.502404,-1.918636,-0.416232,0.098371,0.069379,-0.028993,-0.043545,0.014552,-0.028993,0.000000,1,-0.028993,0.000000,0.000000,1,0.116485,-0.060378,0.042265,-0.018114,-0.103923,0.056817,-0.047106,0.000000,1,1.590,3.015,26.931,0.297242,274,1.667,25.177,0.078472,-0.297242,0.018114,271,0.297242,0.678057,4
1,33,4,285,1256,972,2484;2481;2476;2477;2480;2474;2470;2467;2465;2450;2443;2427;2436;2456;2472,206.380,279.109,72.729,489.125,501.427,12.302,1.171725,3.317297,2.145572,1.865073,-0.000955,-1.866029,-1.280654,0.000098,1.280751,0.060918,-0.000049,-0.060967,-0.060967,0.000000,-0.060967,0.000000,1,-0.060967,0.000000,0.000000,1,0.066830,-0.005912,0.000000,-0.005912,-0.066879,0.000000,-0.066879,0.000000,1,0.170,22.048,28.079,0.235338,526,14.833,7.480,-0.893603,0.235338,0.012214,526,0.235338,10.882673,93
1,34,1,240,540,301,2490;2492;2508;2515;2551,195.000,224.015,29.015,484.896,492.816,7.920,0.000000,0.879339,0.879339,0.112030,-0.000000,-0.112030,3.100762,-0.000000,-3.100762,0.057093,-0.000000,-0.057093,0.114922,-0.082093,0.032829,0.089922,0,-0.057093,-0.000000,-0.089922,0,0.000000,0.190310,-0.133217,0.057093,0.305232,-0.215310,0.089922,0.089922,0,0.294,38.414,20.927,0.695209,245,2.043,18.737,-0.008620,-0.695209,0.057093,240,0.695209,5.299396,17
