run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_span_from_com_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_com_distance_px,landing_contact_asymmetry_px,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
3,11,complete,121,60,60,7.92,8547.864,7.191,25,16,1.039,2,1,-0.0966,0,-0.003522,-0.0966,-11.03885,-0.003522,0.0966,0.017,0.003522,0.2769999999999868,0.036000000000001364,0.005378,0.03299999999995862,,0,1,78,156,78,80,67,-6.961,9.039,9.039,1.570796,1.039243,1.039,1.039,6384;6384,-6.961:36.379;9.039:36.363,-6.960753;9.039239
3,12,complete,121,60,60,3.718,2601.283,4.837,6,0,-17.164,1,1,0,3.14027,0,0.46606,-7.92975,0.181923,1.06701,3.14027,0.038154,13.548999999999978,6.341000000000008,0.575662,0,,0,1,65,130,65,66,71,-17.164,-17.164,17.164,1.570796,-17.164184,17.164,17.164,6451,-17.164:28.688,-17.164184
3,13,complete,122,61,60,4.536,3981.248,4.575,14,7,3.391,4,2,-0.09395,0,-0.008822,-0.09395,-11.11751,-0.008822,0.29257,0.13099,0.012677,4.902999999999992,0.44299999999998363,0.20158,0,,0,1,57,114,57,60,65,-0.109,6.891,6.891,1.570796,3.390653,3.391,3.391,6509;6509;6510;6510,1.891:23.489;-0.109:23.489;6.891:23.489;4.891:23.489,1.890653;-0.109347;6.890653;4.890653
3,14,complete,121,60,60,7.566,7101.376,6.276,25,22.002,-4.669,3,2,0.25684,0,0.007811,0.25684,-11.08308,0.007811,0.25684,0.04965,0.007811,2.201999999999998,0.6800000000000068,0.060399999999999995,0.6800000000000068,120,1,0,71,142,71,80,78,-15.67,6.332,15.67,1.570796,-4.669329,4.669,4.669,6582;6583;6583,6.332:33.944;4.330:34.940;-15.670:34.897,6.331715;4.329580;-15.670374
3,15,complete,121,60,60,5.814,3593.304,4.465,13,0,12.671,1,1,0,2.29056,0,-0.70922,-8.71876,-0.179054,2.04192,2.29056,0.062726,67.99599999999998,10.316000000000031,2.2842,0,,0,1,55,110,55,55,49,12.671,12.671,12.671,1.570796,12.671243,12.671,12.671,6640,12.671:37.336,12.671243
3,16,complete,124,63,60,3.306,3597.108,6.323,12,0,12.953,1,1,-1.50071,0.8549,-0.066003,0.30084,0.09633,-0.005951,1.50071,0.87043,0.066003,3.2319999999999993,3.069000000000017,0.143418,2.291999999999973,,0,1,49,98,49,49,48,12.953,12.953,12.953,1.570796,12.952746,12.953,12.953,6691,12.953:19.524,12.952746
3,17,complete,122,61,60,5.48,5629.969,2.731,19,5,8.049,2,1,0,0.2193,0,-1.42023,-10.89089,-0.041495,1.28737,0.55227,0.046751,15.825999999999993,3.9610000000000127,0.5521739999999999,3.3740000000000236,,0,1,58,116,58,59,60,5.549,10.549,10.549,1.570796,8.048915,8.049,8.049,6751;6751,5.549:26.886;10.549:26.830,5.549072;10.548757
3,18,complete,120,59,60,3.562,630.087,1.933,18,11.985,-3.739,3,2,0,0,0,1.70694,-13.19483,-0.076405,1.87193,3.82695,0.096879,38.262,34.485000000000014,1.4980740000000001,9.682000000000016,,0,1,86,172,86,97,82,-9.731,2.254,9.731,1.570796,-3.738538,3.739,3.739,6837;6839;6839,2.254:42.528;-9.731:43.134;-3.739:42.831,2.253808;-9.730885;-3.738538
3,19,complete,120,59,60,4.006,1049.179,2.425,8,8,10.332,4,2,0,1.85893,0,-0.37758,-9.0687,-0.257995,0.52352,3.51341,0.230628,3.9829999999999757,22.023000000000025,1.761985,0,,0,1,72,144,72,73,59,6.332,14.332,14.332,1.570796,10.331752,10.332,10.332,6912;6912;6913;6913,14.332:40.666;6.332:40.666;14.332:41.666;7.332:41.666,14.331752;6.331752;14.331752;7.331752
3,20,complete,120,59,60,4.246,1052.603,1.069,5,0,-0.295,1,1,-0.28422,0,-0.007787,-0.28422,-10.98611,-0.007787,0.78959,0.23393,0.018778,16.826999999999998,1.3770000000000095,0.417884,0,,0,1,122,244,122,127,82,-0.295,-0.295,0.295,1.570796,-0.295493,0.295,0.295,7037,-0.295:42.064,-0.295493
