run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_span_from_com_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_com_distance_px,landing_contact_asymmetry_px,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
3,1,complete,120,59,60,4.348,1775.255,7.415,3,1,-0.899,2,1,0.13917,0.00043,0.004699,0.13917,-10.91348,0.004699,1.23623,0.45032,0.026978,27.632000000000005,4.28000000000003,0.457407,0,,0,1,88,176,88,91,83,-1.399,-0.399,1.399,1.570796,-0.898699,0.899,0.899,5568;5568,-0.399:48.372;-1.399:48.370,-0.398700;-1.398698
3,2,complete,120,59,60,4.144,971.803,3.723,6,2.999,-0.18,2,1,0,0,0,1.16449,-11.26243,-0.186335,1.1523,2.77625,0.183666,18.308999999999997,17.901999999999987,2.052188,1.367999999999995,,0,1,83,166,83,90,76,-1.68,1.32,1.68,1.570796,-0.179877,0.18,0.18,5653;5653,-1.680:44.655;1.320:44.594,-1.679563;1.319808
3,3,complete,121,60,60,6.218,2680.781,8.535,8,7,15.812,2,1,-0.15973,3.25951,0,-0.15973,-7.74984,-0.260655,0.23139,3.25951,0.011078,0.7630000000000052,0.7830000000000155,0.058707,0.2740000000000009,,0,1,89,178,89,93,68,12.312,19.312,19.312,1.570796,15.811837,15.812,15.812,5744;5744,19.312:33.303;12.312:33.303,19.311837;12.311837
3,4,complete,120,59,60,2.636,378.793,10.821,9,5,-1.944,2,1,0.20813,0,0,0.20813,-10.93027,0.06039,1.7001,2.4626,0.067152,38.733000000000004,22.997000000000014,1.116397,0,,0,1,54,108,54,54,62,-4.444,0.556,4.444,1.570796,-1.943854,1.944,1.944,5800;5800,0.556:44.995;-4.444:44.995,0.556146;-4.443854
3,5,complete,120,59,60,4.202,918.333,0.519,9,4.992,9.689,2,1,0,1.18996,0,-0.59581,-9.78545,-0.196698,1.58089,2.29575,0.193705,14.572000000000003,18.413999999999987,1.9539589999999998,0,,0,1,84,168,84,91,85,7.193,12.185,12.185,1.570796,9.68874,9.689,9.689,5886;5886,7.193:40.294;12.185:40.008,7.192840;12.184639
3,6,complete,120,59,60,4.956,1754.612,4.805,35,35,0.422,6,3,0,0,0,-0.51529,-11.70655,-0.056044,1.02905,0.4786,0.032492,19.35900000000001,3.369000000000028,0.393444,3.369000000000028,,0,1,63,126,63,66,67,-17.078,17.922,17.922,1.570796,0.421711,0.422,0.422,5949;5949;5950;5950;5951;5951,17.922:41.457;15.922:41.457;-5.078:41.457;-17.078:41.457;-5.078:42.457;-16.078:42.457,17.921711;15.921711;-5.078289;-17.078289;-5.078289;-16.078289
3,7,complete,122,61,60,4.74,1831.832,2.853,4,0,15.461,1,1,0.88343,-0.62544,0.032527,0.06585,-3.15461,-0.145847,1.05585,0.62544,0.032527,16.533000000000015,3.132000000000005,0.317818,2.629000000000019,,0,1,102,204,102,107,84,15.461,15.461,15.461,1.570796,15.461113,15.461,15.461,6045,15.461:39.491,15.461113
3,8,complete,122,61,60,5.508,2566.696,2.475,5,26.075,1.549,14,9,0.0448,-0.38503,0.029275,-0.05809,-6.84709,-0.218477,0.49792,0.38503,0.029275,4.695999999999998,1.4629999999999654,0.17536999999999997,1.4629999999999654,,0,1,68,136,68,69,57,-11.488,14.586,14.586,1.570796,1.549106,1.549,1.549,6097;6100;6100;6101;6101;6102;6102;6103;6103;6104;6104;6105;6112;6113,14.586:26.867;14.061:27.718;14.586:26.867;12.684:28.042;13.210:27.192;11.308:28.367;11.834:27.517;9.932:28.692;10.457:27.842;7.705:28.492;8.230:27.641;3.776:27.240;-10.112:26.886;-11.488:27.211,14.586375;14.060682;14.586375;12.684315;13.210007;11.307948;11.833640;9.931581;10.457273;7.704539;8.230231;3.776148;-10.111796;-11.488163
3,9,complete,120,59,60,5.038,2670.843,2.201,5,3,-32.175,2,1,0.08499,7.11642,0,0.08499,-3.80437,0.229992,1.06939,7.28987,0.292743,14.908000000000015,14.19300000000004,2.368571,2.4960000000000377,,0,1,78,156,78,82,79,-33.675,-30.675,33.675,1.570796,-32.174672,32.175,32.175,6205;6205,-30.675:42.230;-33.675:42.230,-30.674672;-33.674672
3,10,complete,121,60,60,6.51,5147.624,3.157,50,0,-18.516,1,1,0,0,0,-0.58773,-12.56277,-0.068332,1.15148,1.20157,0.067293,20.480999999999995,7.271000000000015,0.5684009999999999,6.466000000000008,,0,1,97,194,97,102,84,-18.516,-18.516,18.516,1.570796,-18.51587,18.516,18.516,6302,-18.516:35.163,-18.515870
