run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
2,1,complete,80,19,60,4.348,1775.255,7.415,3,12,0.713,20,10,1.41821,-0.14206,-0.07146,1.41821,-10.93384,-0.07146,1.89813,1.30321,0.094088,58.79900000000001,5.325999999999965,0.71949,2.7690000000000055,,0,0,88,176,88,91,83
2,2,complete,80,19,60,4.144,971.803,3.723,6,26,0.406,30,19,-0.1974,-0.11982,0.080526,-0.1974,-11.03714,0.080526,1.716,2.17345,0.099959,25.983000000000004,21.315999999999974,1.293495,13.675000000000011,56,1,0,83,166,83,90,76
2,3,complete,81,20,60,6.218,2680.781,8.535,8,61,-10.188,16,8,0.03365,0,0,-0.00745,0,0,0.58075,0.66996,0.074419,6.325000000000017,6.350999999999999,0.25634,6.350999999999999,44,1,0,89,178,89,93,68
2,4,complete,80,19,60,2.636,378.793,10.821,9,18,-0.444,16,15,2.10221,0.1522,-0.169474,2.10221,-10.76512,-0.169474,3.49895,3.2703,0.169474,90.757,40.087999999999965,2.270955,22.516999999999996,51,1,0,54,108,54,54,62
2,5,complete,80,19,60,4.202,918.333,0.519,9,17,8.374,16,8,-1.54508,-1.06031,0.069992,-1.54508,-11.94293,0.069992,1.54508,1.9856,0.082796,8.062999999999988,19.645999999999958,1.985749,4.697000000000003,51,1,0,84,168,84,91,85
2,6,complete,80,19,60,4.956,1754.612,4.805,35,39,0.422,38,19,1.74389,-1.09104,-0.046207,1.74389,-11.94589,-0.046207,2.43894,1.09104,0.11387,53.59,7.123999999999967,0.7450600000000001,7.123999999999967,,0,1,63,126,63,66,67
2,7,complete,80,19,60,4.74,1831.832,2.853,4,10,-10.103,16,8,1.67842,-0.21896,-0.014051,1.67842,-11.03902,-0.014051,2.76316,0.79016,0.133408,89.22500000000002,7.758000000000038,0.8866830000000001,5.3110000000000355,,0,1,102,204,102,107,84
2,8,complete,80,19,60,5.508,2566.696,2.475,5,24,-19.468,20,10,2.51625,0.28487,0.026994,2.51625,-10.58386,0.026994,2.51625,0.98517,0.066537,46.58699999999999,12.038000000000011,0.661984,2.384999999999991,68,1,0,68,136,68,69,57
2,9,complete,80,19,60,5.038,2670.843,2.201,5,36,-18.675,18,9,2.76753,0.0316,0.029055,2.76753,-10.8093,0.029055,2.76753,0.9458,0.039334,40.375,10.877999999999986,0.66904,1.1689999999999827,50,1,0,78,156,78,82,79
2,10,complete,80,19,60,6.51,5147.624,3.157,50,53,3.677,14,7,0.78944,-0.52682,0.009819,0.78944,-11.40245,0.009819,0.78944,0.52682,0.010396,1.8160000000000025,2.1370000000000005,0.035488,2.1370000000000005,36,1,0,97,194,97,102,84
2,11,complete,80,19,60,7.92,8547.864,7.191,25,16,1.004,2,1,-0.11428,0,-0.001342,-0.11428,-10.82708,-0.001342,0.11428,0,0.001342,0.37700000000000955,0.5020000000000095,0.006705,0.009000000000014552,36,1,0,78,156,78,80,67
2,12,complete,81,20,60,3.718,2601.283,4.837,6,12.975,-17.702,12,6,1.37592,0.2203,0.02148,-0.76681,0.00128,-0.010526,1.37592,0.4131,0.02148,11.63500000000002,5.081000000000017,0.299772,0.5440000000000396,43,1,0,65,130,65,66,71
2,13,complete,81,20,60,4.536,3981.248,4.575,14,81,-4.609,28,27,0,0,0,0,-11.14236,0,0.02806,0,0.000945,0.4939999999999998,15.662000000000035,0.006119,15.662000000000035,37,1,0,57,114,57,60,65
2,14,complete,80,19,60,7.566,7101.376,6.276,25,25,-6.096,4,2,1.1076,-0.08473,-0.003146,1.1076,-10.93958,-0.003146,1.1076,0.08473,0.00518,3.842000000000013,0.5710000000000264,0.021378,0.5710000000000264,37,1,0,71,142,71,80,78
2,15,complete,80,19,60,5.814,3593.304,4.465,13,13,17.256,4,2,-3.56468,0.33291,-0.006604,-3.56468,-10.49409,-0.006604,3.56468,0.79034,0.065379,41.03,7.286999999999978,0.57411,0,65,1,0,55,110,55,55,49
2,16,complete,81,20,60,3.306,3597.108,6.323,12,15.026,10.011,6,3,-0.4851,0.02402,-0.010305,0.413,0.01027,0.008348,0.4851,0.0322,0.010305,4.635999999999996,2.0539999999999736,0.157165,0.25099999999997635,37,1,0,49,98,49,49,48
2,17,complete,81,20,60,5.48,5629.969,2.731,19,10.039,6.667,3,2,-0.58841,0.0148,-0.009924,-0.13065,-0.12016,0.018203,0.58841,0.0148,0.009924,2.051000000000016,0.5589999999999691,0.034478999999999996,0,37,1,0,58,116,58,59,60
2,18,complete,80,19,60,3.562,630.087,1.933,18,22,-0.896,30,15,-1.60368,-0.85153,0.088041,-1.60368,-11.74106,0.088041,2.03217,1.53294,0.168102,36.56899999999999,24.086000000000013,1.925083,7.5779999999999745,67,1,0,86,172,86,97,82
2,19,complete,80,19,60,4.006,1049.179,2.425,8,25,3.832,36,19,2.26173,-0.71092,-0.047753,2.26173,-11.62129,-0.047753,2.26173,2.16173,0.078205,25.266999999999996,22.348000000000013,1.7094,8.243000000000052,50,1,0,72,144,72,73,59
2,20,complete,80,19,60,4.246,1052.603,1.069,5,28,-8.641,26,13,4.62353,-1.04035,-0.073925,4.62353,-11.92293,-0.073925,4.62353,2.61368,0.144188,48.334,19.744000000000028,1.842385,6.2970000000000255,,0,1,122,244,122,127,82
2,21,complete,80,19,60,8.592,8519.244,3.325,59,60,1.692,18,9,-0.00037,0,0,-0.00037,-10.88955,0,0.00045,0,0,0.15399999999999636,2.335999999999956,0,2.335999999999956,36,1,0,50,100,50,50,44
2,22,complete,80,19,60,3.966,1328.128,2.502,5,12,-0.968,12,6,0.93045,-0.19317,-0.066616,0.93045,-11.08966,-0.066616,2.32212,1.36385,0.131472,44.143,15.11099999999999,2.086571,2.910000000000025,69,1,0,67,134,67,70,54
2,23,complete,81,20,60,3.404,1817.289,0.999,56,68,0.902,40,42,0,0,0,0,-11.14195,0,0.06013,0,0.001231,0.546999999999997,19.614999999999952,0.009416,19.614999999999952,37,1,0,71,142,71,78,70
2,24,complete,81,20,60,4.054,1448.135,12.846,7,11.017,14.624,16,8,-2.25709,-0.30652,-0.018097,0.34972,-0.44102,-0.008462,2.25709,0.99465,0.091405,36.80699999999999,4.948000000000036,0.528519,0.5020000000000095,47,1,0,66,132,66,67,62
2,25,complete,80,19,60,2.958,422.016,3.375,16,17,-4.936,30,15,1.56038,-2.72076,0.138735,1.56038,-13.56861,0.138735,2.58387,2.72076,0.193467,61.358000000000004,25.357000000000028,1.542427,5.5160000000000196,,0,1,85,170,85,88,80
2,26,complete,81,20,60,4.034,1163.861,2.725,11,19.996,-15.633,12,6,0.36278,-0.39659,0.051082,0.47789,0.17191,0.040954,2.51298,1.57099,0.15485,95.82800000000003,18.373999999999967,1.9188660000000002,1.92999999999995,,0,1,76,152,76,82,72
2,27,complete,80,19,60,4.88,2744.433,3.428,6,9,11.794,10,5,-2.65768,0.03793,0.007244,-2.65768,-10.76729,0.007244,2.65768,0.77121,0.043716,15.895999999999987,6.314000000000021,0.356492,0.6030000000000086,42,1,0,66,132,66,70,66
2,28,complete,80,19,60,3.352,665.675,2.082,3,32,2.727,34,17,0.84441,-1.68215,-0.060376,0.84441,-12.57862,-0.060376,2.98511,1.68215,0.286005,71.39999999999998,18.58299999999997,2.406157,7.893999999999949,55,1,0,92,184,92,95,80
2,29,complete,80,19,60,4.632,1624.548,2.816,3,29,4.358,32,16,-2.31349,-0.25428,0.02473,-2.31349,-11.16465,0.02473,4.94123,1.26024,0.107927,77.929,11.007999999999981,2.195554,4.079999999999984,,0,1,83,166,83,91,70
2,30,complete,80,19,60,3.614,888.625,5.169,11,12,6.387,6,3,-1.63682,0.18903,0.019679,-1.63682,-10.61626,0.019679,1.76504,1.79081,0.055371,43.370000000000005,25.307000000000016,1.614021,2.4669999999999845,48,1,0,61,122,61,63,64
2,31,complete,80,19,60,3.292,592.235,0.868,7,7,-6.863,4,2,1.58239,-0.13001,-0.01596,1.58239,-10.92884,-0.01596,1.81287,2.40676,0.076729,35.43799999999999,23.252999999999986,1.350114,0.7030000000000314,47,1,0,58,116,58,65,67
2,32,complete,81,20,60,2.092,204.507,2.907,1,4.445,5.016,8,4,-0.59056,-0.66539,-0.171638,-0.9291,0.0152,-0.132013,2.83088,2.20937,0.279893,104.36200000000001,20.95799999999997,2.4420830000000002,2.733000000000004,,0,1,65,130,65,69,61
2,33,complete,81,20,60,4.174,3360.447,4.337,18,19.98,-13.711,8,4,1.08972,0.05503,0.016036,-0.56445,-0.00771,-0.007036,1.08972,0.18654,0.016036,15.740000000000009,4.802999999999997,0.41484000000000004,0,49,1,0,60,120,60,61,58
2,34,complete,81,20,60,5.678,3952.389,3.007,18,31,-4.645,20,10,0.00189,0,0.001503,-0.01487,0,0.001503,1.80512,0.72619,0.055042,60.99999999999997,8.418000000000006,0.852731,3.062000000000012,74,1,0,74,148,74,79,73
2,35,complete,81,20,60,3.648,4219.988,2.161,14,74,2.288,32,16,-0.00002,0,0,-0.00002,-11.14949,0,0.0861,0.01652,0.003905,1.9470000000000027,5.625,0.090704,5.625,37,1,0,38,76,38,38,48
2,36,complete,80,19,60,4.756,2213.019,1.122,5,15,-15.524,14,7,2.41909,0.14478,0.034572,2.41909,-10.70313,0.034572,2.41909,0.6041,0.034572,35.90899999999999,19.728999999999985,0.807136,1.2270000000000323,48,1,0,63,126,63,63,48
2,37,complete,80,19,60,3.776,957.905,2.374,13,27,8.93,18,9,-0.4765,-1.44268,-0.032031,-0.4765,-12.26968,-0.032031,0.97132,2.10615,0.061078,15.244,20.644000000000005,1.046061,3.70799999999997,47,1,0,71,142,71,83,62
