run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
1,26,1,242,243,2,1920;1935;1943,195.000,195.061,0.061,484.557,484.720,0.163,0.000000,0.080256,0.080256,0.253413,0.329197,0.075784,3.500624,3.554689,0.054064,0.335610,0.324789,-0.010821,,,,4.067,14.000,17.920,0.253413,242,14.000,17.004,-7.569412,-0.253413,0.335610,242,0.253413,0.329197,2
1,26,2,247,248,2,1911;1916;1919,195.388,195.598,0.210,487.909,487.534,-0.375,0.403605,0.457374,0.053769,0.824995,1.419683,0.594688,-1.387689,-1.311548,0.076141,0.211670,0.141456,-0.070214,,,,3.575,4.857,4.647,0.594688,248,3.575,2.230,0.076141,-0.594688,0.109479,247,0.594688,1.094176,2
1,26,3,297,488,192,1941;1953;1966;1983,211.458,202.092,-9.366,492.556,501.885,9.329,2.037672,1.674234,-0.363438,1.007771,0.000000,-1.007771,0.388596,0.000000,-0.388596,-0.017650,0.000000,0.017650,,,,2.985,42.189,27.015,0.361227,298,11.183,22.203,-0.247490,0.361227,0.135764,297,0.361227,4.064996,8
1,27,1,242,484,243,1990;1991;2000;1992,195.000,183.057,-11.943,481.478,486.928,5.450,0.000000,-0.356927,-0.356927,-0.409529,0.000000,0.409529,2.212741,0.000000,-2.212741,-0.163345,0.000000,0.163345,,,,1.041,47.167,23.927,1.639093,249,1.144,16.887,0.009042,1.639093,0.163345,242,1.639093,7.484511,10
1,28,1,239,240,2,2059;2063,195.000,195.058,0.058,481.461,481.578,0.117,0.000000,0.059063,0.059063,0.227379,0.327769,0.100390,3.049348,2.757098,-0.292250,0.232510,0.232100,-0.000410,,,,2.056,3.000,12.590,0.227379,239,3.000,9.773,-7.990407,-0.227379,0.232510,239,0.227379,0.327769,2
1,28,2,243,244,2,2058;2066,195.307,195.505,0.198,483.048,482.503,-0.545,0.235265,0.244299,0.009034,0.781013,0.902421,0.121408,-0.603582,-0.530440,0.073142,0.035563,0.019874,-0.015690,,,,2.182,4.123,8.841,0.455747,243,4.123,8.443,-3.481024,-0.455747,0.194764,243,0.455747,0.577155,2
1,28,3,263,480,218,2058;2076;2077;2146;2148,199.613,241.037,41.423,481.766,497.443,15.677,0.334776,1.456040,1.121265,0.773818,0.541990,-0.231828,-0.076904,-0.155938,-0.079034,0.005247,0.005678,0.000431,,,,0.993,64.733,31.862,0.252683,474,64.733,0.480,-2.137379,0.252683,0.064091,474,0.252683,3.289984,5
1,29,1,239,241,3,2153;2156;2158;2160,195.000,194.364,-0.636,483.249,481.598,-1.651,0.000000,0.044850,0.044850,-0.950425,-2.192803,-1.242379,-0.772385,-1.426892,-0.654507,0.070764,0.127931,0.057167,,,,2.043,12.000,8.713,2.192803,241,2.043,7.122,-1.426892,2.192803,0.127931,241,2.192803,3.802478,3
1,29,2,310,480,171,2231;2232;2233,161.030,160.674,-0.356,496.798,496.613,-0.185,1.989578,2.052898,0.063320,-1.148144,0.188243,1.336387,-0.021692,0.018213,0.039905,0.059238,0.008886,-0.050352,,,,0.886,3.147,3.089,0.549258,310,3.147,1.349,-3.100897,-0.549258,0.039791,310,0.549258,3.300180,4
1,30,1,237,238,2,2243,195.000,194.973,-0.027,478.291,478.647,0.356,0.000000,-0.054243,-0.054243,-0.112152,-0.241721,-0.129569,1.478291,1.539635,0.061345,-0.226828,-0.208728,0.018100,,,,5.000,5.047,10.165,0.129569,238,5.047,10.165,0.061345,0.129569,0.226828,237,0.129569,0.241721,2
1,30,2,272,512,241,2290;2291;2292;2272;2262;2268;2280;2288;2289;2285;2287,193.044,196.226,3.182,500.644,502.273,1.629,-1.720312,-1.560192,0.160120,-0.398759,0.099303,0.498061,-0.327008,-0.071701,0.255307,-0.078748,0.005295,0.084043,,,,0.898,28.000,14.116,0.414745,415,26.999,0.090,-0.915658,0.414745,0.105599,272,0.414745,5.909958,25
