run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
1,21,complete,121,60,60,8.592,8519.244,3.325,59,4,2,-0.000554,0,11.00937,0,-0.05585,0,-0.001441,-0.05585,-11.05756,-0.001441,0.05585,0.02032,0.001441,0.043000000000006366,0.038000000000010914,0.001161,0.038000000000010914,120,1,0,50,100,50,50,44,-27.288,31.712,1.570796,2.212437,1610;1610;1611;1611,-27.288:37.696;26.712:37.666;27.712:37.665;31.712:37.663,-27.287559;26.712433;27.712433;31.712432
1,22,complete,121,60,60,3.966,1328.128,2.502,5,4,2,0,0,11.00251,0,0,0,0,0.67859,-11.12123,-0.08687,1.27198,1.74732,0.116683,30.649,14.399999999999977,2.078511,0.46100000000001273,,0,1,67,134,67,70,54,-1.968,3.032,1.570796,0.531518,1679;1679;1680;1680,3.032:34.539;-1.968:34.539;3.032:35.539;-0.968:35.539,3.031518;-1.968482;3.031518;-0.968482
1,23,complete,122,61,60,3.404,1817.289,0.999,56,2,1,0.002885,0,11.11004,0,0,0,0.004914,0.42243,-11.25155,0.004914,0.30366,0.12964,0.009271,0.8309999999999889,0.4700000000000273,0.035553,0.18799999999998818,,0,1,71,142,71,78,70,9.824,18.824,1.570796,14.32371,1753;1753,18.824:27.125;9.824:27.099,18.823692;9.823729
1,24,complete,121,60,60,4.054,1448.135,12.846,7,4,2,0,0,11.00225,0,0,2.61893,0,-0.35298,-8.38332,-0.238841,1.5633,2.84665,0.23542,32.59,14,1.872517,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734
1,25,complete,126,65,60,2.958,422.016,3.375,16,1,1,2.713106,0.36395,1.92294,0.40331,0.53515,-1.4737,0.114761,0.17119,-3.39664,-0.288549,1.69944,2.28538,0.114761,54.44800000000001,20.11700000000002,2.1325390000000004,3.6090000000000373,,0,1,85,170,85,88,80,9.397,9.397,1.570796,9.396698,1826,9.397:33.963,9.396698
1,26,complete,121,60,60,4.034,1163.861,2.725,11,1,1,0.081879,0,11.0025,0,0,3.76604,0,0.44679,-7.23646,0.302062,0.88877,3.76604,0.126479,11.404000000000025,17.125999999999976,1.80328,0,,0,1,76,152,76,82,72,-16.025,-16.025,1.570796,-16.024975,1986,-16.025:36.278,-16.024975
1,27,complete,121,60,60,4.88,2744.433,3.428,6,1,1,-0.066127,0,11.00237,0,0,1.18595,0,-1.52095,-9.81642,-0.091902,1.19001,1.37942,0.027887,18.825999999999993,5.347000000000037,0.48490099999999997,0,,0,1,66,132,66,70,66,12.929,12.929,1.570796,12.928661,2054,12.929:39.446,12.928661
1,28,complete,120,59,60,3.352,665.675,2.082,3,6,3,0,0,10.96178,0,0,2.27583,0,0.55587,-8.68595,0.280923,1.7969,2.27583,0.133071,35.10499999999999,2.6240000000000236,0.747729,1.4590000000000032,,0,1,92,184,92,95,80,-11.273,-7.273,1.570796,-9.272673,2146;2146;2147;2147;2148;2148,-7.273:38.064;-11.273:38.064;-8.273:39.064;-11.273:39.064;-9.273:40.064;-11.273:40.064,-7.272673;-11.272673;-8.272673;-11.272673;-9.272673;-11.272673
1,29,complete,120,59,60,4.632,1624.548,2.816,3,2,1,-0.050709,0,10.98901,0,0,1.56004,0,-0.88023,-9.42898,-0.15309,2.18457,1.56004,0.07499,64.01399999999998,11.439000000000021,2.180904,0,,0,1,83,166,83,91,70,9.826,11.823,1.570796,10.824613,2233;2233,9.826:38.577;11.823:38.475,9.825899;11.823328
1,30,complete,130,69,60,3.614,888.625,5.169,11,1,1,-2.059112,-0.68601,-0.59193,-0.073204,-0.71493,-0.70901,-0.028076,-0.02892,-0.11708,0.045128,1.23793,0.7594,0.066418,16.77199999999999,7.271000000000015,0.788441,2.2560000000000286,,0,1,61,122,61,63,64,-23.986,-23.986,1.570796,-23.986009,2240,-23.986:23.627,-23.986009
