run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,21,complete,120,59,60,8.592,8519.244,3.325,59,10,5,0,0,10.98901,0,-0.08358,0,-0.002177,-0.08358,-11.04385,-0.002177,0.08358,0.00071,0.002177,0.046999999999997044,0.7989999999999782,0.001225,0.7989999999999782,119,1,0,50,100,50,50,44,-27.308,31.692,1.570796,2.191574,1607;1607;1608;1608;1609;1609;1610;1610;1611;1611,31.692:35.681;-27.308:35.681;25.692:36.681;-27.308:36.681;31.692:36.681;26.692:36.681;26.692:37.681;-27.308:37.681;31.692:37.681;27.692:37.681,31.691574;-27.308426;25.691574;-27.308426;31.691574;26.691574;26.691574;-27.308426;31.691574;27.691574,1,
1,22,complete,121,60,60,3.966,1328.128,2.502,5,2,1,-0.003993,0,11.0161,0,-0.22314,0,-0.00842,-0.22314,-11.02384,-0.00842,1.41621,0.83728,0.059871,43.673,11.366999999999962,1.427805,0.009999999999990905,,0,1,67,134,67,70,54,-0.827,3.173,1.570796,1.1734,1680;1680,-0.827:35.542;3.173:35.526,-0.826584;3.173384,1,
1,23,complete,121,60,60,3.404,1817.289,0.999,56,2,1,0.00262,0,11.11025,0,0,0,0.000961,0.49873,-11.25891,0.000961,0.30593,0.09506,0.009372,0.8550000000000182,0.40100000000001046,0.031193,0.12400000000002365,,0,1,71,142,71,78,70,9.831,18.831,1.570796,14.330894,1753;1753,18.831:27.120;9.831:27.096,18.830879;9.830910,1,
1,24,complete,121,60,60,4.054,1448.135,12.846,7,4,2,0,0,11.00243,0,-0.22462,2.69167,0,-0.22462,-8.31076,-0.204627,1.35701,2.69167,0.085025,45.48400000000001,13.882999999999981,1.853374,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734,1,
1,25,complete,137,76,60,2.958,422.016,3.375,16,1,1,2.623229,0.51955,0.89571,-0.056919,-0.0448,0.12251,-0.014449,-0.56435,-0.77321,0.04247,1.36171,1.41673,0.064368,38.084,13.371999999999957,1.4790949999999998,0,,0,1,85,170,85,88,80,12.407,12.407,1.570796,12.407151,1826,12.407:32.982,12.407151,1,
1,26,complete,120,59,60,4.034,1163.861,2.725,11,2,1,0,0,10.96178,0,0.09,4.34226,0,0.09,-6.61952,0.192563,1.69698,4.34226,0.08739,47.87100000000001,18.357999999999947,1.696506,0,,0,1,76,152,76,82,72,-17.004,-13.004,1.570796,-15.004214,1986;1986,-13.004:37.467;-17.004:37.467,-13.004214;-17.004214,1,
1,27,complete,120,59,60,4.88,2744.433,3.428,6,2,1,-0.033366,0,10.97541,0,0,1.39091,0,-0.70031,-9.58449,-0.117039,1.38071,1.39091,0.041943,14.691999999999979,5.75,0.389989,0,,0,1,66,132,66,70,66,11.63,12.629,1.570796,12.129381,2054;2054,11.630:39.848;12.629:39.815,11.629660;12.629103,1,
1,28,complete,127,66,60,3.352,665.675,2.082,3,1,1,0.608434,0.8113,0.38762,0.068704,1.05008,0.13914,0.028431,0.23877,-0.24848,-0.040273,1.67144,2.17285,0.068137,30.825999999999993,16.350000000000023,0.856561,0,,0,1,92,184,92,95,80,-4.676,-4.676,1.570796,-4.675635,2145,-4.676:39.476,-4.675635,1,
1,29,complete,121,60,60,4.632,1624.548,2.816,3,2,1,0.047524,0,11.02963,0,0,0,0,-1.80268,-12.25795,0.134979,1.77525,2.99679,0.132926,26.849999999999994,19.15100000000001,2.016793,4.081000000000017,,0,1,83,166,83,91,70,5.995,7.993,1.570796,6.994006,2233;2233,7.993:39.449;5.995:39.354,7.992877;5.995135,1,
1,30,complete,128,67,60,3.614,888.625,5.169,11,3,2,-1.824756,-0.21497,3.3486,-0.201763,-0.83495,-0.40559,-0.039345,-0.61998,-3.75419,0.162418,0.97374,0.64116,0.051055,12.22999999999999,4.781000000000006,0.5861459999999998,1.9230000000000018,,0,1,61,122,61,63,64,-9.133,-8.165,1.570796,-8.649174,2261;2261;2262,-9.133:21.600;-8.165:21.349;-8.165:21.349,-9.133137;-8.165212;-8.165212,1,
