piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,angular_velocity,angle,sleeping,ground_contact,contact_width_px,contact_center_offset_px,contact_points,contact_parts,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count
1,falling,0,2.0,,195.000,96.616,0.00000,0.54390,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.00000,0.000000,0.00000,0.54390,0.000000,,,,,0,0,0,0
1,falling,1,6.0,,195.000,96.794,0.00000,0.62465,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.54390,0.000000,0.00000,0.08075,0.000000,,,,,0,0,0,0
1,falling,2,8.0,,195.000,96.871,0.00000,0.65684,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.62465,0.000000,0.00000,0.03219,0.000000,,,,,0,0,0,0
1,falling,3,23.0,,195.000,97.598,0.00000,0.89676,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.65684,0.000000,0.00000,0.23991,0.000000,,,,,0,0,0,0
1,falling,4,40.0,,195.000,98.610,0.00000,1.14914,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.89676,0.000000,0.00000,0.25239,0.000000,,,,,0,0,0,0
1,falling,5,56.0,,195.000,99.951,0.00000,1.41337,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.14914,0.000000,0.00000,0.26423,0.000000,,,,,0,0,0,0
1,falling,6,73.0,,195.000,101.455,0.00000,1.65836,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.41337,0.000000,0.00000,0.24499,0.000000,,,,,0,0,0,0
1,falling,7,90.0,,195.000,103.311,0.00000,1.91484,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.65836,0.000000,0.00000,0.25648,0.000000,,,,,0,0,0,0
1,falling,8,106.0,,195.000,105.425,0.00000,2.16743,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.91484,0.000000,0.00000,0.25258,0.000000,,,,,0,0,0,0
1,falling,9,123.0,,195.000,107.795,0.00000,2.41617,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.16743,0.000000,0.00000,0.24874,0.000000,,,,,0,0,0,0
1,falling,10,140.0,,195.000,110.253,0.00000,2.64679,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.41617,0.000000,0.00000,0.23062,0.000000,,,,,0,0,0,0
1,falling,20,306.0,,195.000,148.446,0.00000,4.86556,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,4.65466,0.000000,0.00000,0.21090,0.000000,,,,,0,0,0,0
1,falling,30,473.0,,195.000,206.831,0.00000,6.76355,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,6.59274,0.000000,0.00000,0.17081,0.000000,,,,,0,0,0,0
1,falling,40,639.0,,195.000,283.247,0.00000,8.40682,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,8.25062,0.000000,0.00000,0.15620,0.000000,,,,,0,0,0,0
