run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
5,36,1,1,239,START,8083,3.000,19.524,0.000000,0.087756,0.087756,11.026242,4.683475,-6.342767,0.000000,0.096576,0.096576,-6.342767,-0.087756,195.000,0.000000,0.000,0.000000,2,2
5,36,1,2,241,RESPONSE,8083,3.051,21.671,0.183305,0.369209,0.185903,3.069459,2.605621,-0.463838,0.000000,0.048419,0.048419,-0.463838,-0.185903,195.069,0.055099,0.069,0.055099,2,2
5,36,1,3,242,RESPONSE,8083,3.061,22.141,0.369209,0.643143,0.273934,2.605621,1.617914,-0.987708,0.048419,0.057522,0.009102,-0.987708,-0.273934,195.163,0.067399,0.163,0.067399,2,2
5,36,1,4,243,RESPONSE,8083,3.072,22.695,0.643143,0.880326,0.237183,1.617914,1.243293,-0.374621,0.057522,0.057579,0.000057,-0.374621,-0.237183,195.326,0.082011,0.326,0.082011,1,2
5,36,1,5,244,RESPONSE,8083,3.082,23.245,0.880326,1.068185,0.187859,1.243293,1.119655,-0.123638,0.057579,0.050596,-0.006982,-0.123638,-0.187859,195.550,0.096637,0.550,0.096637,1,2
5,36,1,6,245,RESPONSE,8083,3.091,23.697,0.183305,1.188373,1.005067,1.119655,1.045780,-0.073875,0.000000,0.018106,0.018106,-0.073875,-1.005067,195.805,0.108736,0.805,0.108736,1,2
5,36,1,7,249,RESPONSE,8083,3.109,24.797,0.183305,1.223273,1.039967,0.804217,0.831198,0.026981,0.000000,0.014146,0.014146,0.026981,-1.039967,196.971,0.138653,1.971,0.138653,1,2
5,36,1,8,282,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,8082;8083;8089,12.075,30.646,1.449548,1.620770,0.171222,1.732210,1.464353,-0.267857,0.051474,0.058447,0.006973,-0.267857,-0.171222,207.899,0.463134,12.899,0.463134,3,6
5,36,1,9,283,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,8082;8089,3.583,26.773,1.620770,1.619106,-0.001664,1.464353,1.505113,0.040760,0.058447,0.059119,0.000672,0.040760,0.001664,208.286,0.477111,13.286,0.477111,2,4
5,36,1,10,284,PART_CHANGE+WIDTH_CHANGE,8089,0.472,25.589,1.619106,1.617083,-0.002023,1.505113,1.545489,0.040376,0.059119,0.059844,0.000725,0.040376,0.002023,208.673,0.491248,13.673,0.491248,1,2
