piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,angular_velocity,angle,sleeping,ground_contact,contact_width_px,contact_center_offset_px,contact_points,contact_parts,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count
16,falling,0,18.0,,195.000,96.393,0.00000,0.44592,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.00000,0.000000,0.00000,0.44592,0.000000,,,,,0,0,0,0
16,falling,1,25.0,,195.000,96.610,0.00000,0.55950,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.44592,0.000000,0.00000,0.11359,0.000000,,,,,0,0,0,0
16,falling,2,42.0,,195.000,97.302,0.00000,0.81672,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.55950,0.000000,0.00000,0.25722,0.000000,,,,,0,0,0,0
16,falling,3,58.0,,195.000,98.307,0.00000,1.08601,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.81672,0.000000,0.00000,0.26929,0.000000,,,,,0,0,0,0
16,falling,4,75.0,,195.000,99.584,0.00000,1.35120,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.08601,0.000000,0.00000,0.26519,0.000000,,,,,0,0,0,0
16,falling,5,92.0,,195.000,101.029,0.00000,1.59708,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.35120,0.000000,0.00000,0.24588,0.000000,,,,,0,0,0,0
16,falling,6,108.0,,195.000,102.822,0.00000,1.85449,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.59708,0.000000,0.00000,0.25742,0.000000,,,,,0,0,0,0
16,falling,7,125.0,,195.000,104.876,0.00000,2.10799,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.85449,0.000000,0.00000,0.25350,0.000000,,,,,0,0,0,0
16,falling,8,142.0,,195.000,107.185,0.00000,2.35764,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.10799,0.000000,0.00000,0.24964,0.000000,,,,,0,0,0,0
16,falling,9,158.0,,195.000,109.588,0.00000,2.58910,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.35764,0.000000,0.00000,0.23146,0.000000,,,,,0,0,0,0
16,falling,10,175.0,,195.000,112.384,0.00000,2.83143,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.58910,0.000000,0.00000,0.24233,0.000000,,,,,0,0,0,0
16,falling,20,343.0,,195.000,152.291,0.00000,5.02439,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,4.81594,0.000000,0.00000,0.20845,0.000000,,,,,0,0,0,0
16,falling,30,509.0,,195.000,212.560,0.00000,6.91078,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,6.73147,0.000000,0.00000,0.17931,0.000000,,,,,0,0,0,0
16,falling,40,676.0,,195.000,289.829,0.00000,8.52445,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,8.37923,0.000000,0.00000,0.14522,0.000000,,,,,0,0,0,0
16,falling,50,842.0,,195.000,382.594,0.00000,9.92156,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,9.78876,0.000000,0.00000,0.13280,0.000000,,,,,0,0,0,0
16,falling,60,1009.0,,195.000,488.330,0.00000,11.12336,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,11.00913,0.000000,0.00000,0.11424,0.000000,,,,,0,0,0,0
16,falling,62,1043.0,,194.500,500.241,-0.74870,0.46678,-0.099773,-0.078061,0,0,0.000,0.000,0,0,0.00000,11.22928,0.000000,-0.74870,-10.76250,-0.099773,,,,,0,0,0,0
16,falling,63,1059.0,,193.744,500.892,-0.73731,0.74139,-0.098255,-0.178861,0,0,0.000,0.000,0,0,-0.74870,0.46678,-0.099773,0.01139,0.27461,0.001518,,,,,0,0,0,0
16,post_landing,64,1076.0,64,193.043,500.716,-0.55804,-1.13063,-0.027456,-0.260477,0,1,4.123,-38.250,2,2,-0.73731,0.74139,-0.098255,0.17927,-1.87202,0.070799,0.000000,1.000000,0.139991,0.050359,2,2,4,2
16,post_landing,65,1093.0,64,192.522,499.672,-0.51180,-0.95365,-0.023968,-0.285590,0,1,0.000,-39.788,1,1,-0.55804,-1.13063,-0.027456,0.04624,0.17698,0.003488,0.000000,1.000000,0.039675,0.023605,1,1,2,1
16,post_landing,66,1109.0,64,192.027,498.789,-0.42742,-0.81600,-0.019227,-0.308442,0,1,3.162,-40.871,2,2,-0.51180,-0.95365,-0.023968,0.08437,0.13765,0.004742,0.000000,1.000000,0.001435,0.005940,2,2,4,2
16,post_landing,67,1126.0,64,191.620,498.055,-0.35426,-0.64839,-0.015421,-0.326520,0,1,3.162,-40.462,2,2,-0.42742,-0.81600,-0.019227,0.07317,0.16761,0.003806,0.000000,1.000000,0.044508,0.032815,2,2,4,2
16,post_landing,68,1143.0,64,191.307,497.510,-0.28037,-0.49752,-0.011918,-0.340009,0,1,3.162,-40.149,2,2,-0.35426,-0.64839,-0.015421,0.07389,0.15087,0.003502,0.000000,1.000000,0.064052,0.052635,2,2,4,2
16,post_landing,69,1159.0,64,191.053,497.035,-0.19856,-0.34328,-0.008277,-0.350726,0,1,0.000,-41.475,1,1,-0.28037,-0.49752,-0.011918,0.08181,0.15423,0.003641,0.000000,1.000000,0.046627,0.027345,1,1,2,1
16,post_landing,70,1176.0,64,190.883,496.745,-0.11430,-0.19444,-0.004707,-0.357770,0,1,0.000,-41.305,1,1,-0.19856,-0.34328,-0.008277,0.08426,0.14885,0.003570,0.000000,1.000000,0.043832,0.025166,1,1,2,1
16,post_landing,71,1193.0,64,190.802,496.607,-0.03435,-0.05799,-0.001407,-0.361085,0,1,0.000,-41.224,1,1,-0.11430,-0.19444,-0.004707,0.07995,0.13645,0.003301,0.000000,1.000000,0.040224,0.023700,1,1,2,1
16,post_landing,72,1209.0,64,190.800,496.605,0.04997,0.08434,0.002046,-0.361195,0,1,0.000,-41.221,1,1,-0.03435,-0.05799,-0.001407,0.08432,0.14233,0.003453,0.000000,1.000000,0.044889,0.023834,1,1,2,1
16,post_landing,73,1226.0,64,190.882,496.745,0.13236,0.22513,0.005451,-0.357815,0,1,0.000,-41.304,1,1,0.04997,0.08434,0.002046,0.08239,0.14079,0.003405,0.000000,1.000000,0.044878,0.023835,1,1,2,1
16,post_landing,74,1243.0,64,191.036,497.006,0.20699,0.35724,0.008617,-0.351463,0,1,0.000,-41.457,1,1,0.13236,0.22513,0.005451,0.07463,0.13211,0.003167,0.000000,1.000000,0.041136,0.022528,1,1,2,1
16,post_landing,75,1259.0,64,191.275,497.424,0.28205,0.49825,0.011950,-0.341435,0,1,0.000,-41.696,1,1,0.20699,0.35724,0.008617,0.07506,0.14100,0.003332,0.000000,1.000000,0.044793,0.023843,1,1,2,1
16,post_landing,76,1276.0,64,191.594,498.005,0.36262,0.61203,0.015755,-0.327776,0,1,3.162,-40.433,2,2,0.28205,0.49825,0.011950,0.08057,0.11379,0.003805,0.000000,1.000000,0.028771,0.014873,2,2,4,2
16,post_landing,77,1293.0,64,191.963,498.661,0.42154,0.73913,0.018843,-0.311598,0,1,3.162,-40.800,2,2,0.36262,0.61203,0.015755,0.05892,0.12710,0.003088,0.000000,1.000000,0.049714,0.039223,2,2,4,2
16,post_landing,78,1309.0,64,192.413,499.451,0.47715,0.87723,0.022115,-0.291204,0,1,0.000,-39.668,1,1,0.42154,0.73913,0.018843,0.05561,0.13810,0.003272,0.000000,1.000000,0.046714,0.023678,1,1,2,1
16,post_landing,79,1326.0,64,192.916,500.398,0.52355,1.01941,0.025379,-0.267490,0,1,0.000,-40.168,1,1,0.47715,0.87723,0.022115,0.04640,0.14217,0.003264,0.000000,1.000000,0.044461,0.023871,1,1,2,1
16,post_landing,80,1343.0,64,193.437,501.428,0.58572,1.09269,0.029884,-0.241768,0,1,4.123,-38.624,2,2,0.52355,1.01941,0.025379,0.06217,0.07329,0.004505,0.000000,1.000000,0.032383,0.030467,2,2,4,2
16,post_landing,81,1360.0,64,193.995,502.220,0.41301,-0.19720,0.021958,-0.212670,0,1,0.000,8.980,1,1,0.58572,1.09269,0.029884,-0.17271,-1.28989,-0.007926,0.000000,1.000000,0.051852,0.023236,1,1,2,1
16,post_landing,82,1376.0,64,194.391,502.020,0.35250,-0.25366,0.018528,-0.191717,0,1,5.099,11.133,2,2,0.41301,-0.19720,0.021958,-0.06051,-0.05646,-0.003430,0.000000,1.000000,0.045264,0.039833,2,2,4,2
16,post_landing,83,1393.0,64,194.713,501.776,0.30951,-0.21484,0.016080,-0.174879,0,1,0.000,13.361,1,1,0.35250,-0.25366,0.018528,-0.04299,0.03881,-0.002448,0.000000,1.000000,0.038958,0.024039,1,1,2,1
16,post_landing,84,1410.0,64,195.010,501.575,0.26393,-0.17725,0.013569,-0.159503,0,1,0.000,13.063,1,1,0.30951,-0.21484,0.016080,-0.04558,0.03759,-0.002511,0.000000,1.000000,0.043712,0.025174,1,1,2,1
16,post_landing,85,1426.0,64,195.261,501.409,0.21858,-0.14275,0.011142,-0.146647,0,1,0.000,12.812,1,1,0.26393,-0.17725,0.013569,-0.04535,0.03450,-0.002427,0.000000,1.000000,0.043741,0.025168,1,1,2,1
16,post_landing,86,1443.0,64,195.454,501.282,0.17624,-0.11264,0.008927,-0.136788,0,1,0.000,12.618,1,1,0.21858,-0.14275,0.011142,-0.04234,0.03011,-0.002215,0.000000,1.000000,0.040175,0.023701,1,1,2,1
