run,piece,compound_mode,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,narrow_landing_correction_latched,narrow_landing_contact_width_latched_px,narrow_landing_contact_source_latched,narrow_landing_contact_offset_latched_px,narrow_landing_angular_before_latched,narrow_landing_angular_delta_latched,narrow_landing_angular_after_latched,narrow_landing_correction_applied_latched,first_ground_contact_substep,first_ground_contact_vx_before,first_ground_contact_vx_after,first_ground_contact_delta_vx,first_ground_contact_vy_before,first_ground_contact_vy_after,first_ground_contact_delta_vy,first_ground_contact_angular_before,first_ground_contact_angular_after,first_ground_contact_delta_angular,first_ground_contact_delta_x,first_ground_contact_delta_y,first_ground_contact_width_px,first_ground_contact_offset_px,first_ground_contact_source,max_ground_delta_vx,max_ground_delta_vx_before,max_ground_delta_vx_after,max_ground_delta_vy,max_ground_delta_angular,max_ground_delta_vx_substep,max_ground_delta_vx_contact_width_px,max_ground_delta_vx_contact_offset_px,max_ground_delta_vx_contact_source,first_ground_response_normal_x,first_ground_response_normal_y,first_ground_response_normal_angle_rad,first_ground_response_tangent_x,first_ground_response_tangent_y,first_ground_response_depth,first_ground_response_separation,first_ground_response_friction,first_ground_response_friction_static,first_ground_response_delta_vn,first_ground_response_delta_vt,first_ground_response_linear_impulse_normal_proxy,first_ground_response_linear_impulse_tangent_proxy,first_ground_response_angular_impulse_proxy,first_ground_response_pair_count,first_ground_response_contact_count,first_ground_response_support_count,first_ground_response_pair_id,max_ground_response_normal_x,max_ground_response_normal_y,max_ground_response_normal_angle_rad,max_ground_response_tangent_x,max_ground_response_tangent_y,max_ground_response_depth,max_ground_response_separation,max_ground_response_friction,max_ground_response_friction_static,max_ground_response_delta_vn,max_ground_response_delta_vt,max_ground_response_linear_impulse_normal_proxy,max_ground_response_linear_impulse_tangent_proxy,max_ground_response_angular_impulse_proxy,max_ground_response_pair_count,max_ground_response_contact_count,max_ground_response_support_count,max_ground_response_pair_id
5,36,intermediate,complete,120,59,60,4.756,2213.019,1.122,5,2,1,0.024533,0,10.9686,0,0.18331,3.06946,0,0.18331,-7.89914,0.120329,1.6652,3.06946,0.08491,26.564999999999998,20.476,1.0474830000000002,0,,0,1,63,126,63,63,48,-21.999,-19,1.570796,-20.499928,8083;8083,-19.000:39.554;-21.999:39.481,-19.000379;-21.999477,0.625000,3.000,geometry-edge,19.524,0.000000,0.257535,0.096576,1,239,0.000000,0.087756,0.087756,11.026242,4.683475,-6.342767,0.000000,0.096576,0.096576,0.000000,2.281447,3.000,19.524,geometry-edge,1.039967,0.183305,1.223273,0.026981,0.014146,249,3.109,24.797,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.563053,,0.350000,1.000000,-6.342767,-0.087756,-30.166200,-0.417367,213.724002,1,2,2,68h:68j,0.000000,1.000000,1.570796,-1.000000,0.000000,0.036988,,0.350000,1.000000,0.026981,-1.039967,0.128323,-4.946085,31.305011,1,1,2,68h:68j
5,37,intermediate,complete,128,67,60,3.776,957.905,2.374,13,2,2,-2.563502,-0.47158,-0.16979,-0.235032,-1.12637,-2.35583,-0.131883,-0.65479,-2.18604,0.103149,1.81301,2.35583,0.131883,40.92700000000002,15.901999999999987,2.191786,9.335999999999956,,0,1,71,142,71,83,62,-20.513,-19.129,1.570796,-19.820717,8161;8171,-20.513:30.654;-19.129:30.363,-20.512683;-19.128750,0.000649,3.972,geometry-edge,5.015,-0.380126,0.131497,-0.248714,1,238,0.000000,-0.172106,-0.172106,11.009348,3.874352,-7.134996,0.000000,-0.400535,-0.400535,0.000000,1.821999,9.000,13.930,geometry-edge,-0.335699,-0.163337,-0.499036,-5.878224,0.131412,253,3.972,5.015,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.850733,,0.350000,1.000000,-7.134996,0.172106,-26.941744,0.649874,-383.674513,2,4,4,6aa:6ad,0.000000,1.000000,1.570796,-1.000000,0.000000,0.379770,,0.350000,1.000000,-5.878224,0.335699,-22.196173,1.267599,125.880407,2,3,4,6aa:6aq
