piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,angular_velocity,angle,sleeping,ground_contact,contact_width_px,contact_center_offset_px,contact_points,contact_parts,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count
36,falling,0,22.0,,195.000,96.616,0.00000,0.54390,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.00000,0.000000,0.00000,0.54390,0.000000,,,,,0,0,0,0
36,falling,1,35.0,,195.000,97.094,0.00000,0.73725,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.54390,0.000000,0.00000,0.19334,0.000000,,,,,0,0,0,0
36,falling,2,50.0,,195.000,97.955,0.00000,0.99192,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.73725,0.000000,0.00000,0.25467,0.000000,,,,,0,0,0,0
36,falling,3,67.0,,195.000,99.137,0.00000,1.25854,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.99192,0.000000,0.00000,0.26662,0.000000,,,,,0,0,0,0
36,falling,4,84.0,,195.000,100.589,0.00000,1.52111,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.25854,0.000000,0.00000,0.26257,0.000000,,,,,0,0,0,0
36,falling,5,101.0,,195.000,102.195,0.00000,1.76455,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.52111,0.000000,0.00000,0.24344,0.000000,,,,,0,0,0,0
36,falling,6,117.0,,195.000,104.158,0.00000,2.01942,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.76455,0.000000,0.00000,0.25487,0.000000,,,,,0,0,0,0
36,falling,7,134.0,,195.000,106.378,0.00000,2.27041,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.01942,0.000000,0.00000,0.25099,0.000000,,,,,0,0,0,0
36,falling,8,151.0,,195.000,108.697,0.00000,2.50312,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.27041,0.000000,0.00000,0.23271,0.000000,,,,,0,0,0,0
36,falling,9,167.0,,195.000,111.406,0.00000,2.74676,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.50312,0.000000,0.00000,0.24363,0.000000,,,,,0,0,0,0
36,falling,10,184.0,,195.000,114.361,0.00000,2.98668,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.74676,0.000000,0.00000,0.23993,0.000000,,,,,0,0,0,0
36,falling,20,351.0,,195.000,155.710,0.00000,5.15794,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,4.95155,0.000000,0.00000,0.20639,0.000000,,,,,0,0,0,0
36,falling,30,518.0,,195.000,216.795,0.00000,7.01528,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,6.84813,0.000000,0.00000,0.16715,0.000000,,,,,0,0,0,0
36,falling,40,684.0,,195.000,295.548,0.00000,8.62336,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,8.47051,0.000000,0.00000,0.15285,0.000000,,,,,0,0,0,0
36,falling,50,851.0,,195.000,389.232,0.00000,10.00665,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,9.87516,0.000000,0.00000,0.13149,0.000000,,,,,0,0,0,0
36,falling,57,969.0,,195.000,462.629,0.00000,10.85889,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,10.74057,0.000000,0.00000,0.11832,0.000000,,,,,0,0,0,0
36,falling,58,985.0,,195.000,473.120,0.00000,10.96860,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,10.85889,0.000000,0.00000,0.10970,0.000000,,,,,0,0,0,0
36,post_landing,59,1001.0,59,195.022,481.471,0.18331,3.06946,0.000000,0.024533,0,1,2.999,-20.500,2,1,0.00000,10.96860,0.000000,0.18331,-7.89914,0.120329,0.000000,1.000000,0.779100,0.025500,1,2,2,1
36,post_landing,60,1018.0,59,195.550,482.945,0.18331,1.11965,0.000000,0.096637,0,1,0.000,-21.801,1,1,0.18331,3.06946,0.000000,0.88488,-1.94980,0.050596,0.000000,1.000000,0.053049,0.023134,1,1,2,1
36,post_landing,61,1035.0,59,196.663,483.681,0.18331,0.80422,0.000000,0.129598,0,1,0.000,-23.044,1,1,0.18331,1.11965,0.000000,1.03000,-0.31544,0.035648,0.000000,1.000000,0.036167,0.022955,1,1,2,1
36,post_landing,62,1051.0,59,197.876,484.339,1.16298,0.76483,0.031280,0.157449,0,1,0.000,-24.075,1,1,0.18331,0.80422,0.000000,0.97967,-0.03939,0.031280,0.000000,1.000000,0.037981,0.024428,1,1,2,1
36,post_landing,63,1068.0,59,199.081,485.152,1.21867,0.85879,0.034476,0.190398,0,1,0.000,-25.270,1,1,1.16298,0.76483,0.031280,0.05569,0.09396,0.003196,0.000000,1.000000,0.033451,0.024817,1,1,2,1
36,post_landing,64,1085.0,59,200.274,486.005,1.28312,0.96804,0.035787,0.223418,0,1,0.000,-26.441,1,1,1.21867,0.85879,0.034476,0.06445,0.10925,0.001311,0.000000,1.000000,0.045778,0.022129,1,1,2,1
36,post_landing,65,1101.0,59,201.598,487.020,1.33094,1.08535,0.039025,0.260836,0,1,0.000,-27.732,1,1,1.28312,0.96804,0.035787,0.04782,0.11731,0.003238,0.000000,1.000000,0.047229,0.023633,1,1,2,1
36,post_landing,66,1118.0,59,202.967,488.180,1.37569,1.21866,0.041878,0.301677,0,1,0.000,-29.098,1,1,1.33094,1.08535,0.039025,0.04475,0.13331,0.002853,0.000000,1.000000,0.042467,0.024043,1,1,2,1
