run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
5,11,1,1,243,START,6322;6328;6333,28.000,0.004,0.000000,-0.062582,-0.062582,11.080109,-0.009149,-11.089258,0.000000,-0.001519,-0.001519,-11.089258,0.062582,195.000,0.000000,0.000,0.000000,6,6
5,11,1,2,244,PART_CHANGE+WIDTH_CHANGE,6322;6328,25.000,1.517,-0.062582,-0.074130,-0.011548,-0.009149,-0.012157,-0.003007,-0.001519,-0.000344,0.001175,-0.003007,0.011548,194.984,-0.000386,-0.016,-0.000386,4,4
5,11,1,3,245,PART_CHANGE+WIDTH_CHANGE,6322,16.000,1.021,-0.074130,-0.061965,0.012164,0.000000,0.000486,0.000486,-0.000344,-0.000503,-0.000159,0.000486,-0.012164,194.966,-0.000468,-0.034,-0.000468,2,2
5,12,1,1,246,START,6395;6398;6403,8.000,16.727,0.000000,0.324433,0.324433,11.150130,2.552228,-8.597902,0.000000,0.197325,0.197325,-8.597902,-0.324433,195.000,0.000000,0.000,0.000000,6,6
5,12,1,2,247,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,6395,4.043,19.075,0.324433,0.526893,0.202460,2.552228,2.609707,0.057479,0.197325,0.188280,-0.009045,0.057479,-0.202460,195.078,0.047188,0.078,0.047188,2,2
5,12,2,1,255,START,6438;6439;6443,3.463,21.995,0.513062,0.981115,0.468053,3.027310,-1.182055,-4.209365,0.183337,0.122135,-0.061202,-4.209365,-0.468053,196.126,0.421997,0.000,0.000000,4,6
5,12,2,2,256,PART_CHANGE+WIDTH_CHANGE+RESPONSE,6438;6439,1.774,20.399,0.981115,1.281374,0.300259,-1.182055,-1.861265,-0.679210,0.122135,0.112132,-0.010003,-0.679210,-0.300259,196.376,0.453022,0.249,0.031025,2,4
5,12,2,3,257,PART_CHANGE+WIDTH_CHANGE+RESPONSE,6438,0.462,19.079,1.281374,1.536279,0.254905,-1.861265,-1.882964,-0.021699,0.112132,0.099884,-0.012248,-0.021699,-0.254905,196.682,0.479837,0.556,0.057840,1,2
5,12,2,4,258,RESPONSE,6438,0.483,18.486,1.536279,1.709282,0.173003,-1.882964,-1.809519,0.073445,0.099884,0.093025,-0.006859,0.073445,-0.173003,197.050,0.503723,0.923,0.081726,1,2
5,12,3,1,268,START,6448,1.339,21.855,1.652078,1.736763,0.084685,-1.129210,-1.515665,-0.386455,0.089912,0.071794,-0.018117,-0.386455,-0.084685,201.268,0.733326,0.000,0.000000,1,2
5,12,3,2,314,PART_CHANGE+WIDTH_CHANGE,6401;6448,5.091,4.139,1.481642,1.447592,-0.034050,-0.080575,-0.230434,-0.149859,0.039887,0.039390,-0.000496,-0.149859,0.034050,220.564,1.317078,19.296,0.583751,2,4
5,12,3,3,316,PART_CHANGE+WIDTH_CHANGE,6401,0.973,5.497,1.466334,1.440809,-0.025525,-0.202973,-0.190192,0.012781,0.037650,0.038112,0.000462,0.012781,0.025525,221.305,1.336648,20.036,0.603322,1,2
5,12,3,4,337,PART_CHANGE,6399;6401,1.998,1.020,1.282754,1.285697,0.002944,0.058496,0.036082,-0.022413,0.035988,0.035577,-0.000411,-0.022413,-0.002944,228.311,1.530026,27.042,0.796700,3,4
5,12,3,5,339,PART_CHANGE+WIDTH_CHANGE,6397;6399;6401,2.999,1.172,1.291531,1.265941,-0.025590,0.046449,0.024308,-0.022142,0.034998,0.036027,0.001029,-0.022142,0.025590,228.965,1.547954,27.697,0.814628,5,6
5,12,3,6,340,PART_CHANGE+WIDTH_CHANGE,6393;6397;6399;6401,4.000,1.004,1.265941,1.266718,0.000777,0.024308,0.000141,-0.024166,0.036027,0.035598,-0.000429,-0.024166,-0.000777,229.287,1.557106,28.019,0.823779,7,8
5,12,3,7,341,PART_CHANGE+WIDTH_CHANGE,6393;6397;6399;6401;6406,8.000,0.668,1.266718,1.216836,-0.049882,0.000141,-0.128683,-0.128824,0.035598,0.036747,0.001149,-0.128824,0.049882,229.609,1.566149,28.340,0.832822,9,10
5,12,3,8,342,PART_CHANGE,6393;6397;6406;6408;6450,8.000,2.329,1.216836,1.219916,0.003080,-0.128683,-0.195573,-0.066890,0.036747,0.034963,-0.001784,-0.066890,-0.003080,229.918,1.575484,28.649,0.842157,9,10
5,12,3,9,343,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,6406;6408;6450,3.000,4.507,1.219916,1.218460,-0.001456,-0.195573,-0.204251,-0.008678,0.034963,0.033974,-0.000989,-0.008678,0.001456,230.228,1.584365,28.959,0.851039,6,6
5,12,3,10,346,PART_CHANGE+WIDTH_CHANGE,6408;6450,1.999,4.129,1.259280,1.225744,-0.033537,-0.185096,-0.152953,0.032143,0.030179,0.031323,0.001144,0.032143,0.033537,231.123,1.608490,29.855,0.875164,3,4
5,12,3,11,351,PART_CHANGE,6450,0.997,3.186,1.184447,1.168188,-0.016259,-0.128421,-0.118670,0.009751,0.030471,0.030645,0.000174,0.009751,0.016259,232.595,1.647955,31.326,0.914629,1,2
5,12,3,12,436,PART_CHANGE+WIDTH_CHANGE,6450;6451,2.134,20.152,1.329343,1.370695,0.041352,0.872684,0.854458,-0.018225,0.044704,0.044839,0.000134,-0.018225,-0.041352,256.666,2.337979,55.397,1.604653,2,4
5,12,3,13,437,PART_CHANGE+WIDTH_CHANGE,6449;6450;6451,3.540,19.788,1.370695,1.393659,0.022964,0.854458,0.826864,-0.027594,0.044839,0.045892,0.001054,-0.027594,-0.022964,257.014,2.349369,55.745,1.616043,3,6
5,12,3,14,440,PART_CHANGE+WIDTH_CHANGE,6449;6451,2.100,20.130,1.403671,1.408708,0.005038,0.877977,0.905337,0.027360,0.046882,0.047356,0.000474,0.027360,-0.005038,258.080,2.384718,56.811,1.651392,2,4
