piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,angular_velocity,angle,sleeping,ground_contact,contact_width_px,contact_center_offset_px,contact_points,contact_parts,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count
26,falling,0,7.0,,195.000,96.427,0.00000,0.46228,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.00000,0.000000,0.00000,0.46228,0.000000,,,,,0,0,0,0
26,falling,1,12.0,,195.000,96.581,0.00000,0.54339,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.46228,0.000000,0.00000,0.08112,0.000000,,,,,0,0,0,0
26,falling,2,28.0,,195.000,97.310,0.00000,0.81684,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.54339,0.000000,0.00000,0.27345,0.000000,,,,,0,0,0,0
26,falling,3,45.0,,195.000,98.315,0.00000,1.08612,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,0.81684,0.000000,0.00000,0.26929,0.000000,,,,,0,0,0,0
26,falling,4,62.0,,195.000,99.508,0.00000,1.33580,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.08612,0.000000,0.00000,0.24967,0.000000,,,,,0,0,0,0
26,falling,5,78.0,,195.000,101.037,0.00000,1.59719,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.33580,0.000000,0.00000,0.26139,0.000000,,,,,0,0,0,0
26,falling,6,95.0,,195.000,102.831,0.00000,1.85460,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.59719,0.000000,0.00000,0.25741,0.000000,,,,,0,0,0,0
26,falling,7,112.0,,195.000,104.755,0.00000,2.09327,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,1.85460,0.000000,0.00000,0.23867,0.000000,,,,,0,0,0,0
26,falling,8,128.0,,195.000,107.049,0.00000,2.34314,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.09327,0.000000,0.00000,0.24987,0.000000,,,,,0,0,0,0
26,falling,9,145.0,,195.000,109.596,0.00000,2.58921,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.34314,0.000000,0.00000,0.24607,0.000000,,,,,0,0,0,0
26,falling,10,162.0,,195.000,112.219,0.00000,2.81735,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,2.58921,0.000000,0.00000,0.22815,0.000000,,,,,0,0,0,0
26,falling,20,329.0,,195.000,151.997,0.00000,5.01228,0.000000,0.000000,0,0,0.000,0.000,0,0,0.00000,4.81603,0.000000,0.00000,0.19625,0.000000,,,,,0,0,0,0
