run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
5,26,1,1,243,START,7398;7413,11.000,16.504,0.000000,0.166637,0.166637,11.063146,3.783559,-7.279587,0.000000,0.339166,0.339166,-7.279587,-0.166637,195.000,0.000000,0.000,0.000000,4,4
5,26,1,2,244,PART_CHANGE+WIDTH_CHANGE,7398,4.068,17.950,0.166637,0.251507,0.084870,3.783559,3.836605,0.053046,0.339166,0.327194,-0.011972,0.053046,-0.084870,195.040,0.081107,0.040,0.081107,1,2
5,26,2,1,248,START,7389;7394;7397,4.866,4.385,0.248632,0.751253,0.502621,4.004436,-1.360778,-5.365215,0.323454,0.209752,-0.113702,-5.365215,-0.502621,195.294,0.411665,0.000,0.000000,5,6
5,26,2,2,249,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7389;7394,3.578,1.981,0.251507,1.266022,1.014514,0.000000,-1.284740,-1.284740,0.000000,0.148822,0.148822,-1.284740,-1.014514,195.485,0.464947,0.191,0.053282,2,4
5,26,3,1,296,START,7419;7431;7444,11.109,21.344,1.065246,0.880439,-0.184807,1.855821,0.229838,-1.625983,0.125221,-0.010433,-0.135654,-1.625983,0.184807,209.090,2.064288,0.000,0.000000,3,6
5,26,3,2,297,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7419;7431,5.352,24.300,0.880439,0.654016,-0.226422,0.229838,0.105282,-0.124556,-0.010433,-0.003847,0.006586,-0.124556,0.226422,209.314,2.061638,0.224,-0.002650,2,4
5,26,3,3,298,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7419,0.882,26.563,0.654016,0.513588,-0.140429,0.105282,0.050303,-0.054980,-0.003847,-0.001646,0.002201,-0.054980,0.140429,209.480,2.060661,0.390,-0.003627,1,2
5,26,3,4,316,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7419;7431,5.363,24.850,-0.230246,-0.322168,-0.091922,0.322315,0.266565,-0.055750,-0.011185,-0.011632,-0.000447,-0.055750,0.091922,209.743,2.042410,0.653,-0.021878,2,4
5,26,3,5,317,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7419;7431;7444,11.169,22.032,-0.322168,-0.362262,-0.040094,0.266565,0.264910,-0.001655,-0.011632,-0.012677,-0.001045,-0.001655,0.040094,209.661,2.039455,0.571,-0.024833,3,6
5,26,3,6,321,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7431;7444,6.729,20.185,-0.437108,-0.461870,-0.024762,0.327560,0.349070,0.021510,-0.015446,-0.016356,-0.000909,0.021510,0.024762,209.255,2.025165,0.165,-0.039123,2,4
5,26,3,7,327,PART_CHANGE+WIDTH_CHANGE,7444,4.551,19.806,-0.579445,-0.601192,-0.021747,0.458521,0.480684,0.022163,-0.020931,-0.021855,-0.000923,0.022163,0.021747,208.485,1.997636,-0.605,-0.066652,1,2
5,26,3,8,362,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,7403;7444;7457;7461;7464,44.181,7.851,-1.082081,-0.325689,0.756392,1.671618,-0.095731,-1.767348,-0.056317,-0.025985,0.030333,-1.767348,-0.756392,200.581,1.662198,-8.509,-0.402091,8,10
5,26,3,9,363,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7403;7457;7461,4.982,11.632,-0.325689,-0.370041,-0.044352,-0.095731,-0.318539,-0.222808,-0.025985,-0.009970,0.016014,-0.222808,0.044352,200.503,1.655984,-8.587,-0.408305,5,6
5,26,3,10,364,PART_CHANGE+WIDTH_CHANGE,7461,2.990,10.590,-0.370041,-0.340586,0.029455,-0.318539,-0.250726,0.067813,-0.009970,-0.011816,-0.001846,0.067813,-0.029455,200.415,1.653599,-8.676,-0.410689,1,2
5,26,3,11,407,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7444;7461,42.188,8.587,0.304014,0.216181,-0.087833,0.181689,0.000479,-0.181209,0.019269,0.000358,-0.018911,-0.181209,0.087833,200.375,1.675886,-8.716,-0.388402,2,4
5,26,3,12,408,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7444,4.972,27.193,0.216181,0.168778,-0.047402,0.000479,0.028535,0.028056,0.000358,-0.000941,-0.001299,0.028056,0.047402,200.429,1.675977,-8.661,-0.388311,1,2
5,26,3,13,412,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7444;7461,42.189,8.630,0.054187,0.000051,-0.054136,0.124057,-0.000006,-0.124064,-0.004075,0.000004,0.004079,-0.124064,0.054136,200.534,1.673623,-8.556,-0.390665,2,4
5,27,1,1,242,START,7468;7469;7478,6.000,13.294,0.000000,-0.362766,-0.362766,11.036106,2.240345,-8.795761,0.000000,-0.174363,-0.174363,-8.795761,0.362766,195.000,0.000000,0.000,0.000000,6,6
5,27,1,2,243,PART_CHANGE+WIDTH_CHANGE+RESPONSE,7469,1.041,12.440,-0.362766,-0.621427,-0.258660,2.240345,1.967095,-0.273250,-0.174363,-0.162428,0.011935,-0.273250,0.258660,194.913,-0.041696,-0.087,-0.041696,2,2
5,27,1,3,244,RESPONSE,7469,1.077,13.954,-0.621427,-0.873155,-0.251729,1.967095,1.975786,0.008690,-0.162428,-0.145337,0.017091,0.008690,0.251729,194.765,-0.080539,-0.235,-0.080539,1,2
5,27,1,4,245,RESPONSE,7469,1.110,15.373,0.000000,-1.239204,-1.239204,1.975786,1.867321,-0.108464,0.000000,-0.037171,-0.037171,-0.108464,1.239204,194.543,-0.117458,-0.457,-0.117458,1,2
5,27,1,5,249,RESPONSE,7469,1.152,17.237,0.000000,-1.594169,-1.594169,0.809865,0.810740,0.000875,0.000000,-0.014354,-0.014354,0.000875,1.594169,193.106,-0.166773,-1.894,-0.166773,1,2
