run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
5,21,1,1,240,START,7040;7041;7067;7068,59.000,2.192,0.000000,-0.378131,-0.378131,11.054900,-0.272641,-11.327541,0.000000,-0.010019,-0.010019,-11.327541,0.378131,195.000,0.000000,0.000,0.000000,8,8
5,21,1,2,241,PART_CHANGE+RESPONSE,7040;7068,59.002,2.286,0.000000,-0.352242,-0.352242,0.000000,-0.257359,-0.257359,-0.010019,-0.009376,0.000643,-0.257359,0.352242,194.904,-0.002545,-0.096,-0.002545,4,4
5,21,1,3,242,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7068,54.004,0.125,-0.352242,-0.323089,0.029153,-0.257359,-0.231938,0.025421,-0.009376,-0.009132,0.000245,0.025421,-0.029153,194.814,-0.004927,-0.186,-0.004927,1,2
5,21,1,4,275,PART_CHANGE+WIDTH_CHANGE,7040;7068,59.001,2.137,0.376226,0.292510,-0.083716,0.272052,-0.053149,-0.325201,0.009970,0.001642,-0.008328,-0.325201,0.083716,195.063,0.001466,0.063,0.001466,4,4
5,22,1,1,240,START,7094;7096,5.000,0.532,0.000000,-0.688173,-0.688173,11.083484,-0.126341,-11.209825,0.000000,0.037717,0.037717,-11.209825,0.688173,195.000,0.000000,0.000,0.000000,4,4
5,22,1,2,241,PART_CHANGE+RESPONSE,7094,4.009,0.696,0.000000,-1.228002,-1.228002,0.000000,-0.263826,-0.263826,0.000000,0.093476,0.093476,-0.263826,1.228002,194.825,0.009581,-0.175,0.009581,2,2
5,22,1,3,244,RESPONSE,7094,4.069,1.866,-1.211366,-0.930398,0.280969,-0.121849,-0.050550,0.071299,0.091972,0.062188,-0.029784,0.071299,-0.280969,193.873,0.082702,-1.127,0.082702,1,2
5,22,1,4,245,RESPONSE,7094,4.078,2.387,-0.930398,-0.558979,0.371418,-0.050550,0.011009,0.061559,0.062188,0.022771,-0.039417,0.061559,-0.371418,193.650,0.097573,-1.350,0.097573,1,2
5,22,1,5,246,RESPONSE,7094,4.082,2.577,-0.558979,-0.390460,0.168519,0.011009,0.004508,-0.006501,0.022771,0.005097,-0.017674,-0.006501,-0.168519,193.516,0.103018,-1.484,0.103018,1,2
5,22,1,6,458,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7094;7119,20.549,11.489,-1.197905,-1.196300,0.001605,0.708185,0.074469,-0.633716,-0.037110,-0.040376,-0.003266,-0.633716,-0.001605,169.872,-0.571187,-25.128,-0.571187,2,4
5,22,1,7,459,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,7119,0.549,1.793,-1.196300,-1.195777,0.000523,0.074469,0.087340,0.012870,-0.040376,-0.040210,0.000166,0.012870,-0.000523,169.568,-0.581443,-25.432,-0.581443,1,2
5,22,1,8,477,PART_CHANGE+WIDTH_CHANGE,7118;7119,2.106,6.512,-1.239666,-1.235347,0.004319,0.304175,0.250467,-0.053708,-0.040445,-0.042519,-0.002074,-0.053708,-0.004319,164.137,-0.764457,-30.863,-0.764457,2,4
5,22,1,9,478,PART_CHANGE+WIDTH_CHANGE,7117;7118;7119,3.528,6.119,-1.235347,-1.242664,-0.007317,0.250467,0.211622,-0.038845,-0.042519,-0.042938,-0.000419,-0.038845,0.007317,163.823,-0.775258,-31.177,-0.775258,3,6
5,22,1,10,479,PART_CHANGE+WIDTH_CHANGE,7116;7117;7118;7119,4.950,5.729,-1.242664,-1.213058,0.029606,0.211622,0.178849,-0.032773,-0.042938,-0.046168,-0.003229,-0.032773,-0.029606,163.507,-0.786166,-31.493,-0.786166,4,8
5,22,1,11,480,PART_CHANGE+WIDTH_CHANGE,7116;7117;7118,3.544,5.361,-1.213058,-1.245253,-0.032195,0.178849,0.195237,0.016389,-0.046168,-0.043462,0.002706,0.016389,0.032195,163.199,-0.797893,-31.801,-0.797893,3,6
