run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
5,26,1,243,244,2,7398;7413,195.000,195.040,0.040,484.057,484.751,0.694,0.000000,0.081107,0.081107,0.166637,0.251507,0.084870,3.783559,3.836605,0.053046,0.339166,0.327194,-0.011972,4.068,11.000,17.950,0.166637,243,11.000,16.504,-7.279587,-0.166637,0.339166,243,0.166637,0.251507,2
5,26,2,248,249,2,7389;7394;7397,195.294,195.485,0.191,487.870,487.515,-0.354,0.411665,0.464947,0.053282,0.751253,1.266022,0.514768,-1.360778,-1.284740,0.076038,0.209752,0.148822,-0.060929,3.578,4.866,4.385,1.014514,249,3.578,1.981,-1.284740,-1.014514,0.148822,249,1.014514,1.517136,2
5,26,3,296,484,189,7419;7431;7444;7403;7457;7461;7464,209.090,200.534,-8.556,491.924,501.889,9.965,2.064288,1.673622,-0.390667,0.880439,-0.000000,-0.880439,0.229838,0.000000,-0.229838,-0.010433,-0.000000,0.010433,0.882,44.181,27.220,0.756392,362,44.181,7.851,-1.767348,-0.756392,0.135654,296,0.756392,3.927847,13
5,27,1,242,484,243,7468;7469;7478;7470,195.000,183.952,-11.048,481.477,486.926,5.449,0.000000,-0.356375,-0.356375,-0.362766,-0.000001,0.362766,2.240345,0.000000,-2.240345,-0.174363,-0.000000,0.174363,1.041,47.168,23.917,1.594169,249,1.152,17.237,0.000875,1.594169,0.174363,242,1.594169,7.133945,10
5,28,1,241,242,2,7537,195.000,195.026,0.026,480.961,481.619,0.658,0.000000,0.062584,0.062584,0.104162,0.204042,0.099880,3.465593,3.044350,-0.421242,0.246368,0.253912,0.007544,2.000,2.059,12.727,0.104162,241,2.000,10.273,-7.564033,-0.104162,0.246368,241,0.104162,0.204042,2
5,28,2,244,246,3,7536,195.130,195.344,0.214,483.052,482.646,-0.405,0.191337,0.225839,0.034502,0.310132,0.575611,0.265479,-0.452929,-0.480393,-0.027464,0.101465,0.025370,-0.076094,2.154,2.173,10.831,0.221679,245,2.168,9.866,-0.553343,-0.221679,0.151477,244,0.221679,0.372350,2
5,28,3,252,484,233,7536;7537,196.179,192.220,-3.959,482.299,482.883,0.584,0.262657,0.205169,-0.057487,0.579080,0.165580,-0.413500,-0.132479,-0.029593,0.102886,0.018649,0.005325,-0.013324,2.110,30.588,16.960,0.117181,410,30.587,2.801,-0.371100,-0.117181,0.013798,410,0.117181,3.429934,5
5,29,1,241,243,3,7634;7636,195.000,194.792,-0.208,482.500,482.723,0.223,0.000000,-0.077320,-0.077320,-0.275644,-0.818274,-0.542630,1.647242,1.300497,-0.346745,-0.158948,-0.129540,0.029407,2.039,3.000,11.807,0.275644,241,3.000,9.358,-9.395867,0.275644,0.158948,241,0.275644,0.818274,3
5,29,2,252,492,241,7631;7670;7699;7701;7637;7647;7654;7704;7709;7660;7662,192.997,140.848,-52.148,486.346,493.904,7.557,-0.361503,-2.184210,-1.822706,-0.914344,0.000037,0.914382,1.609848,-0.000015,-1.609862,-0.122674,0.000001,0.122675,0.621,37.439,25.259,0.314795,254,1.321,15.204,-0.208139,0.314795,0.033054,407,0.314795,6.181790,25
5,30,1,241,242,2,7721;7739,195.000,194.942,-0.058,478.791,478.685,-0.106,0.000000,-0.057260,-0.057260,-0.241820,-0.370082,-0.128262,0.350957,0.416360,0.065403,-0.239446,-0.220099,0.019348,5.049,11.000,10.291,0.241820,241,11.000,6.887,-10.658073,0.241820,0.239446,241,0.241820,0.370082,2
5,30,2,283,524,242,7724;7731;7737;7740;7741;7746;7748;7750;7770;7769;7767;7768;7758;7763;7765;7766,191.435,203.736,12.301,495.982,502.403,6.422,-2.143233,-1.572271,0.570962,0.339140,0.000000,-0.339140,0.246269,0.000000,-0.246269,0.014816,-0.000000,-0.014816,0.847,28.000,23.558,0.657631,283,8.891,21.617,-2.693628,-0.657631,0.204232,283,0.657631,5.306105,27
