run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
5,16,1,249,250,2,6649;6654;6661,195.000,194.883,-0.117,500.747,500.020,-0.727,0.000000,-0.027079,-0.027079,-0.462408,-0.754465,-0.292057,0.258040,0.327887,0.069846,-0.106601,-0.100541,0.006060,6.025,15.000,13.366,0.462408,249,15.000,9.308,-10.971240,0.462408,0.106601,249,0.462408,0.754465,2
5,16,2,259,500,242,6650;6662;6670;6654;6649,193.184,193.583,0.399,501.081,502.284,1.203,-0.253452,-0.217844,0.035609,-0.555285,-0.000000,0.555285,-1.206077,-0.000000,1.206077,-0.027653,-0.000000,0.027653,0.211,46.316,41.933,0.178408,327,46.314,14.070,-1.365508,0.178408,0.069852,259,0.178408,2.919375,22
5,17,1,247,249,3,6696;6704;6707,195.000,194.419,-0.581,495.079,494.203,-0.876,0.000000,-0.022585,-0.022585,-1.149428,-1.198857,-0.049428,-0.080314,0.057526,0.137840,-0.046670,-0.040154,0.006516,5.021,25.000,10.048,1.198857,249,5.021,8.342,0.057526,1.198857,0.046670,247,1.198857,2.405698,3
5,17,2,254,488,235,6696;6697,192.961,197.055,4.094,494.522,493.345,-1.177,-0.071431,0.080277,0.151708,-1.161169,0.128065,1.289234,0.290260,-0.037255,-0.327515,-0.040559,0.004626,0.045185,0.362,29.272,12.178,0.232424,259,29.272,1.120,-0.877468,-0.232424,0.008777,259,0.232424,2.553537,7
5,18,1,240,242,3,6767;6768;6777;6782,195.000,195.309,0.309,479.186,478.214,-0.973,0.000000,0.037201,0.037201,0.492690,0.774408,0.281719,-0.608563,-0.462520,0.146042,0.101434,0.031721,-0.069713,5.996,18.000,3.993,0.722926,241,17.994,3.993,-0.535401,-0.722926,0.101434,240,0.722926,1.267098,3
5,18,2,256,480,225,6782;6790;6761;6784;6759;6791;6792;6763;6766;6802,197.952,250.265,52.314,478.007,500.111,22.103,0.145452,1.860395,1.714943,0.747924,-0.583219,-1.331143,0.002570,-0.115514,-0.118084,0.027240,-0.028887,-0.056127,0.000,36.053,35.196,0.217759,421,17.404,3.216,-0.709856,0.217759,0.024891,421,0.217759,4.318710,22
5,19,1,238,239,2,6857;6864,195.000,194.939,-0.061,479.859,480.048,0.188,0.000000,-0.074839,-0.074839,-0.240705,-0.368447,-0.127742,1.931824,1.995268,0.063444,-0.294613,-0.275202,0.019411,7.055,8.000,13.879,0.240705,238,8.000,10.332,-9.085994,0.240705,0.294613,238,0.240705,0.368447,2
5,19,2,266,508,243,6876;6877;6884;6912;6913;6909;6904,192.573,195.134,2.561,498.578,501.892,3.315,-1.841738,-1.650074,0.191664,-0.215967,-0.000283,0.215685,1.115964,0.000135,-1.115828,0.039088,0.000020,-0.039068,0.989,29.274,27.322,0.157296,269,6.796,25.444,-0.047687,-0.157296,0.288641,266,0.157296,5.167711,22
5,20,1,240,241,2,6950;6962,195.000,194.795,-0.205,479.465,478.908,-0.558,0.000000,0.018921,0.018921,-0.855937,-1.557154,-0.701217,-0.268895,-0.516334,-0.247439,0.079122,0.195122,0.116000,4.018,5.000,1.859,1.557154,241,4.018,0.573,-0.516334,1.557154,0.195122,241,1.557154,2.413091,2
5,20,2,292,480,189,6963;6979;6984;6989;6992;6997;7008;7033;7036;7037;7034;7022;7014;6973;7025;7002,176.800,151.898,-24.902,491.693,497.448,5.755,2.273831,1.293884,-0.979947,-1.288568,0.309522,1.598090,0.888446,-0.032564,-0.921010,-0.044791,0.015307,0.060098,0.874,32.646,26.504,0.166565,309,32.646,11.411,-1.735986,-0.166565,0.206545,292,0.166565,3.865666,22
