run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
5,1,1,240,242,3,5484;5491,195.000,195.463,0.463,473.151,472.615,-0.536,0.000000,-0.043835,-0.043835,0.643858,1.260090,0.616231,-0.138630,-0.004892,0.133738,-0.054571,-0.127743,-0.073172,1.014,3.000,1.311,1.178481,241,1.014,0.124,-0.076016,-1.178481,0.117990,241,1.178481,1.903948,2
5,1,2,282,287,6,5492;5568;5487,207.162,207.843,0.680,485.835,484.958,-0.876,-1.229872,-1.260187,-0.030315,0.967945,0.214864,-0.753080,0.435783,-0.034189,-0.469972,-0.061456,0.005791,0.067247,0.952,4.110,25.234,0.354274,283,4.110,24.053,-0.475549,0.354274,0.048851,282,0.354274,0.873234,4
5,1,3,290,480,191,5492;5482,207.999,218.330,10.330,485.055,491.794,6.739,-1.255962,-1.007614,0.248348,0.236284,0.000001,-0.236283,0.149499,0.000000,-0.149499,0.004759,0.000000,-0.004759,0.847,68.797,36.169,0.146926,340,1.381,36.051,-0.038248,0.146926,0.039385,337,0.146926,2.395007,4
5,2,1,239,241,3,5577;5589,195.000,195.456,0.456,476.914,476.310,-0.604,0.000000,-0.058298,-0.058298,0.658678,0.880810,0.222131,-0.245558,-0.230681,0.014877,-0.069861,-0.111499,-0.041638,3.017,6.000,1.478,0.880810,241,3.053,1.478,-0.230681,-0.880810,0.111499,241,0.880810,2.015373,3
5,2,2,286,480,195,5574;5589,204.544,213.075,8.531,490.789,493.243,2.454,-1.208778,-0.964903,0.243875,0.602970,0.000034,-0.602936,-0.108080,0.000025,0.108106,-0.008801,-0.000012,0.008789,1.640,48.256,32.528,0.199505,333,48.256,9.681,-0.074683,0.199505,0.085737,286,0.199505,1.852985,6
5,3,1,242,484,243,5664;5662;5671,195.000,195.909,0.909,487.723,488.220,0.497,0.000000,-0.038462,-0.038462,-0.101645,0.000001,0.101645,3.287781,0.000003,-3.287779,-0.234466,-0.000000,0.234466,6.036,60.132,35.396,0.101645,242,7.000,15.812,-7.804033,0.101645,0.234466,242,0.101645,1.215684,6
5,4,1,240,480,241,5750;5758;5787;5800,195.000,239.268,44.268,476.030,498.862,22.832,0.000000,1.078543,1.078543,0.149516,0.000022,-0.149494,-0.044637,-0.000004,0.044633,0.078791,0.000000,-0.078791,0.513,64.412,37.455,0.198641,423,0.887,25.668,-0.083210,0.198641,0.078791,240,0.198641,4.583948,10
5,5,1,238,238,1,5805,195.000,195.000,0.000,480.384,480.384,0.000,0.000000,0.000000,0.000000,-0.112435,-0.112435,0.000000,1.407883,1.407883,0.000000,-0.260651,-0.260651,0.000000,5.000,5.000,7.374,0.112435,238,5.000,7.374,-9.615012,0.112435,0.260651,238,0.112435,0.112435,1
5,5,2,248,248,1,5803,194.722,194.722,0.000,484.837,484.837,0.000,-0.643339,-0.643339,0.000000,-0.290099,-0.290099,0.000000,-0.128443,-0.128443,0.000000,-0.215660,-0.215660,0.000000,3.000,3.000,0.378,0.181427,248,3.000,0.378,-2.108959,0.181427,0.036268,248,0.181427,0.181427,1
5,5,3,281,488,208,5811;5827;5834;5841;5850;5855;5860;5870;5886,192.480,200.622,8.143,492.112,499.131,7.019,-2.310672,-1.990092,0.320580,0.138496,-0.000000,-0.138496,0.096110,-0.000000,-0.096110,0.004332,0.000000,-0.004332,0.000,40.310,26.264,0.395810,281,9.889,24.104,-1.882791,-0.395810,0.195620,281,0.395810,3.061528,11
