run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
3,11,complete,120,59,60,7.92,8547.864,7.191,25,2,1,0,0,10.97541,0,-0.04006,0.0049,-0.005199,-0.04006,-10.97051,-0.005199,0.09497,0.01005,0.005199,0.2980000000000018,0.029999999999972715,0.004531,0.029999999999972715,,0,1,78,156,78,80,67,-6.996,9.004,1.570796,1.00404,11862;11862,9.004:36.372;-6.996:36.372,9.004040;-6.995960,1,
3,12,complete,122,61,60,3.718,2601.283,4.837,6,1,1,0.082378,0,11.13021,0,0,1.78857,0,0.96652,-9.34164,0.098187,1.117,1.78857,0.047231,8.584000000000003,5.755999999999972,0.303181,0,,0,1,65,130,65,66,71,-18.101,-18.101,1.570796,-18.101125,11929,-18.101:28.106,-18.101125,1,
3,13,complete,122,61,60,4.536,3981.248,4.575,14,2,1,-0.018625,0,11.20315,0,0,0.00802,0,-0.57306,-11.19514,-0.024449,0.57943,0.37094,0.025085,5.164000000000016,0.6259999999999764,0.19911399999999999,0.19599999999996953,,0,1,57,114,57,60,65,0.328,2.328,1.570796,1.327936,11987;11987,0.328:23.486;2.328:23.449,0.328110;2.327763,1,
3,14,complete,121,60,60,7.566,7101.376,6.276,25,1,1,0.006849,0,11.09686,0,0.23701,0,0.007826,0.23701,-11.1251,0.007826,0.23701,0.06801,0.007826,2.594999999999999,0.20700000000005048,0.068033,0.17900000000003047,120,1,0,71,142,71,80,78,4.165,4.165,1.570796,4.16496,12061,4.165:34.960,4.164960,1,
3,15,complete,120,59,60,5.814,3593.304,4.465,13,4,2,0,0,10.98901,0,-0.20462,2.33044,0,-0.20462,-8.65858,-0.208534,1.6754,2.81921,0.182642,46.084,10.55400000000003,2.361313,0,,0,1,55,110,55,55,49,10.756,23.756,1.570796,17.255934,12117;12117;12118;12118,23.756:36.932;11.756:36.932;23.756:37.932;10.756:37.932,23.755934;11.755934;23.755934;10.755934,1,
3,16,complete,122,61,60,3.306,3597.108,6.323,12,2,1,-0.02317,0,11.16345,0,0,0.52433,0,-0.61156,-10.63911,-0.084813,0.6028,1.05187,0.083598,2.084000000000003,2.298000000000002,0.236974,0,,0,1,49,98,49,49,48,10.298,16.297,1.570796,13.297473,12169;12169,10.298:21.046;16.297:20.907,10.298278;16.296667,1,
3,17,complete,122,61,60,5.48,5629.969,2.731,19,1,1,-0.048268,0,11.16345,0,0,0.345,0,-0.8872,-10.81844,-0.054782,1.04276,0.51036,0.04453,14.062000000000012,3.3759999999999764,0.509577,2.940999999999974,,0,1,58,116,58,59,60,6.541,6.541,1.570796,6.540762,12229,6.541:26.662,6.540762,1,
3,18,complete,124,63,60,3.562,630.087,1.933,18,1,1,0.048132,-0.58459,0.2298,0.012323,-0.53425,0.05252,-0.007933,0.05033,-0.17727,-0.020256,0.57607,0.13706,0.016307,5.4480000000000075,0.5339999999999918,0.128617,0.2909999999999968,,0,1,86,172,86,97,82,4.048,4.048,1.570796,4.047502,12315,4.048:42.832,4.047502,1,
3,19,complete,127,66,60,4.006,1049.179,2.425,8,1,1,-1.784916,-0.1008,3.76809,-0.264525,0.17278,0.76843,0.026472,0.27358,-2.99965,0.290997,0.69908,0.99482,0.038318,4.635000000000019,2.290999999999997,0.2591889999999999,0,,0,1,72,144,72,73,59,-29.456,-29.456,1.570796,-29.455727,12326,-29.456:21.416,-29.455727,1,
3,20,complete,121,60,60,4.246,1052.603,1.069,5,1,1,0.080049,0,11.0161,0,0,0,0,-1.56201,-11.2372,0.186063,1.53825,2.64382,0.183232,42.16900000000001,19.064999999999998,2.039164,0.04399999999998272,,0,1,122,244,122,127,82,-0.015,-0.015,1.570796,-0.014876,12515,-0.015:42.194,-0.014876,1,
